fold,lift0.01_pi0.005,lift0.02_pi0.005,lift0.03_pi0.005,lift0.05_pi0.005,best_iter_pi0.005,best_leaves_pi0.005,best_lr_pi0.005,prauc_pi0.005,rocauc_pi0.005,lift0.01_pi0.01,lift0.02_pi0.01,lift0.03_pi0.01,lift0.05_pi0.01,best_iter_pi0.01,best_leaves_pi0.01,best_lr_pi0.01,prauc_pi0.01,rocauc_pi0.01,lift0.01_pi0.02,lift0.02_pi0.02,lift0.03_pi0.02,lift0.05_pi0.02,best_iter_pi0.02,best_leaves_pi0.02,best_lr_pi0.02,prauc_pi0.02,rocauc_pi0.02,lift0.01_pi0.03,lift0.02_pi0.03,lift0.03_pi0.03,lift0.05_pi0.03,best_iter_pi0.03,best_leaves_pi0.03,best_lr_pi0.03,prauc_pi0.03,rocauc_pi0.03,lift0.01_pi0.05,lift0.02_pi0.05,lift0.03_pi0.05,lift0.05_pi0.05,best_iter_pi0.05,best_leaves_pi0.05,best_lr_pi0.05,prauc_pi0.05,rocauc_pi0.05
0,100.0,50.0,33.333333333333336,19.999999999999996,1,15,0.02,0.43089430894308944,0.5,16.9811320754717,15.094339622641508,14.465408805031448,10.566037735849056,278,31,0.02,0.5115169293379891,0.5366576819407008,18.867924528301884,15.094339622641508,14.465408805031448,11.698113207547168,275,15,0.02,0.5076443417304751,0.5415094339622641,16.9811320754717,14.150943396226415,12.578616352201259,10.943396226415093,237,15,0.02,0.4983101350897265,0.530188679245283,16.9811320754717,15.094339622641508,13.836477987421384,10.943396226415093,175,15,0.02,0.49702674302738,0.5345013477088948
1,100.0,50.0,33.333333333333336,19.999999999999996,1,15,0.02,0.43089430894308944,0.5,28.30188679245283,16.037735849056602,13.207547169811322,9.056603773584904,463,15,0.02,0.6267727958260751,0.55633423180593,24.528301886792452,16.9811320754717,13.836477987421384,9.433962264150942,206,15,0.02,0.5937315173255526,0.5148247978436659,28.30188679245283,16.037735849056602,14.465408805031448,10.566037735849056,164,31,0.02,0.6249675993937006,0.5644204851752022,26.41509433962264,17.92452830188679,13.207547169811322,9.433962264150942,168,15,0.02,0.60036523316471,0.5237196765498653
2,100.0,50.0,33.333333333333336,20.0,1,15,0.02,0.4262295081967213,0.5,19.23076923076923,16.346153846153847,12.179487179487179,9.615384615384615,326,15,0.02,0.590567395175081,0.5612637362637363,19.23076923076923,13.461538461538462,11.538461538461538,8.076923076923077,45,63,0.02,0.567556630599307,0.5248626373626374,25.0,13.461538461538462,12.82051282051282,9.615384615384615,214,15,0.02,0.6103976944345898,0.5715659340659341,25.0,12.5,12.82051282051282,10.384615384615385,169,15,0.02,0.5998418311721987,0.5668956043956044
3,100.0,50.0,33.333333333333336,20.0,1,31,0.02,0.4262295081967213,0.5,13.461538461538462,9.615384615384615,10.897435897435898,8.076923076923077,414,15,0.02,0.49949977535428325,0.5434065934065935,13.461538461538462,10.576923076923077,9.615384615384615,9.23076923076923,252,31,0.02,0.544039893880494,0.5997252747252747,17.307692307692307,9.615384615384615,8.333333333333334,8.461538461538462,275,15,0.02,0.4920550667312549,0.5247252747252747,9.615384615384615,11.538461538461538,10.897435897435898,8.846153846153847,94,31,0.02,0.4578109955070321,0.5087912087912088
