fold,lift1_pi0.005,best_iter_pi0.005,best_leaves_pi0.005,best_lr_pi0.005,prauc_pi0.005,rocauc_pi0.005,lift1_pi0.01,best_iter_pi0.01,best_leaves_pi0.01,best_lr_pi0.01,prauc_pi0.01,rocauc_pi0.01,lift1_pi0.02,best_iter_pi0.02,best_leaves_pi0.02,best_lr_pi0.02,prauc_pi0.02,rocauc_pi0.02,lift1_pi0.03,best_iter_pi0.03,best_leaves_pi0.03,best_lr_pi0.03,prauc_pi0.03,rocauc_pi0.03,lift1_pi0.05,best_iter_pi0.05,best_leaves_pi0.05,best_lr_pi0.05,prauc_pi0.05,rocauc_pi0.05
0,15.094339622641508,643,15,0.01,0.40592173958915584,0.4477088948787062,15.094339622641508,91,31,0.05,0.43192287964208853,0.4944743935309973,13.20754716981132,36,63,0.1,0.439318695371796,0.503099730458221,13.20754716981132,65,31,0.05,0.40761268149369245,0.441644204851752,13.20754716981132,27,15,0.1,0.4219425274854531,0.4648247978436658
1,100.0,1,31,0.05,0.43089430894308944,0.5,26.41509433962264,64,15,0.1,0.44132627945684366,0.4695417789757412,22.641509433962263,32,63,0.05,0.4292681185295724,0.4606469002695418,20.754716981132074,82,15,0.05,0.465372035988184,0.4617250673854448,20.754716981132074,62,31,0.05,0.4910408403102583,0.4919137466307278
2,21.153846153846153,77,15,0.1,0.44973817104639796,0.4627747252747253,17.307692307692307,88,63,0.05,0.43581204500930887,0.4662087912087912,19.23076923076923,45,31,0.1,0.4802040827274194,0.4671703296703297,19.23076923076923,38,31,0.1,0.4645282683474999,0.4906593406593407,17.307692307692307,53,31,0.05,0.46906899882218717,0.49945054945054945
3,11.538461538461538,163,15,0.05,0.3953282055652979,0.40576923076923077,13.461538461538462,42,15,0.1,0.4025172745314115,0.39093406593406593,13.461538461538462,65,15,0.05,0.3983911801906271,0.40274725274725276,11.538461538461538,44,15,0.1,0.38285298005107476,0.3887362637362638,11.538461538461538,73,15,0.05,0.4223991734901615,0.42280219780219785
