fold,lift0.01_pi0.005,lift0.02_pi0.005,lift0.03_pi0.005,lift0.05_pi0.005,best_iter_pi0.005,best_leaves_pi0.005,best_lr_pi0.005,prauc_pi0.005,rocauc_pi0.005,lift0.01_pi0.01,lift0.02_pi0.01,lift0.03_pi0.01,lift0.05_pi0.01,best_iter_pi0.01,best_leaves_pi0.01,best_lr_pi0.01,prauc_pi0.01,rocauc_pi0.01,lift0.01_pi0.02,lift0.02_pi0.02,lift0.03_pi0.02,lift0.05_pi0.02,best_iter_pi0.02,best_leaves_pi0.02,best_lr_pi0.02,prauc_pi0.02,rocauc_pi0.02,lift0.01_pi0.03,lift0.02_pi0.03,lift0.03_pi0.03,lift0.05_pi0.03,best_iter_pi0.03,best_leaves_pi0.03,best_lr_pi0.03,prauc_pi0.03,rocauc_pi0.03,lift0.01_pi0.05,lift0.02_pi0.05,lift0.03_pi0.05,lift0.05_pi0.05,best_iter_pi0.05,best_leaves_pi0.05,best_lr_pi0.05,prauc_pi0.05,rocauc_pi0.05
0,14.4,14.8,12.8,11.04,94,15,0.05,0.3539646261996344,0.5052213740458016,18.4,14.4,11.466666666666667,10.4,291,63,0.02,0.3862002215023026,0.5245343511450382,18.4,16.0,13.6,10.88,224,31,0.02,0.3857213590928027,0.5335419847328244,16.0,13.6,13.066666666666666,10.88,138,15,0.02,0.3507365587655336,0.4994045801526718,16.0,13.6,12.8,10.88,123,15,0.02,0.3578924723370656,0.5029312977099236
1,15.2,14.0,10.133333333333333,8.64,692,15,0.02,0.3694574573036229,0.4680766283524904,14.4,12.8,10.933333333333334,9.12,503,15,0.02,0.354166659024701,0.47126436781609193,16.0,11.6,9.866666666666667,8.8,378,15,0.02,0.3532196160907996,0.46213026819923375,17.6,12.4,10.666666666666666,9.12,318,15,0.02,0.3590641305083495,0.46743295019157094,15.2,10.0,11.2,8.64,243,15,0.02,0.3482248353565174,0.45924904214559387
2,21.13821138211382,15.447154471544716,12.466124661246612,10.081300813008129,884,15,0.02,0.4329881176168909,0.5106064853751986,19.51219512195122,15.853658536585366,12.195121951219512,10.24390243902439,602,15,0.02,0.430654006797489,0.5072423138024483,21.13821138211382,14.634146341463415,11.653116531165312,9.91869918699187,359,15,0.02,0.4130952960410006,0.47235460860355727,17.073170731707318,15.040650406504065,11.653116531165312,9.59349593495935,480,15,0.02,0.42836332983746694,0.5237205245615675,19.51219512195122,14.634146341463415,12.195121951219512,10.40650406504065,281,15,0.02,0.3922471132972112,0.4784755318817556
3,13.821138211382115,13.821138211382115,12.466124661246612,9.59349593495935,301,31,0.02,0.38924939289408367,0.5166962589166122,14.634146341463415,14.227642276422765,12.466124661246612,9.59349593495935,313,63,0.02,0.41587543572274044,0.5346852319097904,13.008130081300813,12.601626016260163,12.466124661246612,10.081300813008129,285,31,0.02,0.4034267541891425,0.530666915864561,13.821138211382115,14.227642276422765,12.466124661246612,10.56910569105691,288,15,0.02,0.39739254101582633,0.522069588511977,15.447154471544716,14.227642276422765,12.195121951219512,9.75609756097561,185,31,0.02,0.40636449676890607,0.5198579572002616
