cig,score_mean,score_lower,score_upper,pc_mean,pc_lower,pc_upper,lift_vs_prior,percentile_rank
0202159ADF,0.363656,0.290758,0.459298,0.030624,0.022161,0.044852,1.5312,100.0
5171915F42,0.36251,0.297692,0.441159,0.030478,0.022896,0.041815,1.5239,99.99
B3135578FD,0.35545,0.297971,0.41889,0.029584,0.022926,0.038322,1.4792,99.98
73767037E2,0.354771,0.292545,0.436455,0.029499,0.022349,0.041056,1.475,99.97
495636274E,0.346346,0.286988,0.42543,0.028458,0.021766,0.039322,1.4229,99.96
6318656FDE,0.344725,0.283853,0.4308,0.02826,0.021441,0.040159,1.413,99.95
A038BB9463,0.339829,0.291009,0.414982,0.027669,0.022187,0.037734,1.3834,99.94
B1225E8DF4,0.33873,0.270985,0.443897,0.027537,0.020135,0.042262,1.3768,99.93
5826130292,0.336947,0.279365,0.415227,0.027325,0.020981,0.037771,1.3662,99.92
750795721E,0.326497,0.278804,0.40191,0.026099,0.020924,0.035818,1.305,99.91
B4666D17AF,0.325667,0.287789,0.382755,0.026004,0.02185,0.033144,1.3002,99.9
B1B059EACD,0.325633,0.27962,0.399143,0.026,0.021007,0.035422,1.3,99.89
9570545793,0.32487,0.284921,0.384979,0.025912,0.021552,0.033446,1.2956,99.88
34960897E7,0.324255,0.282476,0.386269,0.025841,0.0213,0.033623,1.292,99.87
5292980146,0.323418,0.280294,0.391525,0.025745,0.021076,0.034349,1.2872,99.86
823278551A,0.321806,0.284982,0.382293,0.025561,0.021558,0.033081,1.278,99.85
4849341AC7,0.321342,0.278833,0.397354,0.025508,0.020927,0.035168,1.2754,99.84
26449666FC,0.319038,0.272505,0.39976,0.025246,0.020287,0.03551,1.2623,99.83
66375252E8,0.317477,0.275777,0.396665,0.025069,0.020616,0.03507,1.2534,99.82
6537399052,0.315555,0.273842,0.383365,0.024853,0.020421,0.033227,1.2426,99.81
6510792B84,0.314407,0.272563,0.388203,0.024725,0.020293,0.033889,1.2362,99.8
B4D116EF2F,0.313649,0.274239,0.389521,0.02464,0.020461,0.034071,1.232,99.79
B54F32E8C9,0.313508,0.2722,0.382519,0.024624,0.020257,0.033112,1.2312,99.78
51696588BB,0.312829,0.276981,0.377299,0.024548,0.020738,0.03241,1.2274,99.77
6394574964,0.312669,0.27466,0.377595,0.024531,0.020504,0.032449,1.2266,99.76
7000404421,0.311592,0.271468,0.389935,0.024411,0.020183,0.034128,1.2205,99.75
80604269F3,0.311277,0.272844,0.377211,0.024376,0.020321,0.032398,1.2188,99.74
7615869DE7,0.311021,0.277117,0.369792,0.024348,0.020752,0.031419,1.2174,99.73
8751651ADD,0.310486,0.275126,0.381146,0.024288,0.020551,0.032926,1.2144,99.72
0528365496,0.310152,0.277141,0.374073,0.024251,0.020755,0.031981,1.2126,99.71
9308779770,0.309665,0.276467,0.362472,0.024198,0.020686,0.030473,1.2099,99.7
5835076909,0.309598,0.277104,0.356348,0.02419,0.020751,0.029697,1.2095,99.69
9375815F49,0.309086,0.276038,0.359492,0.024134,0.020643,0.030093,1.2067,99.68
A01E5D0889,0.308751,0.272657,0.384794,0.024097,0.020302,0.033421,1.2048,99.67
7814981655,0.308625,0.274518,0.363002,0.024083,0.020489,0.030541,1.2042,99.66
7142691F10,0.307515,0.276019,0.367331,0.023961,0.020641,0.031098,1.198,99.65
A04939D95B,0.307264,0.272526,0.356417,0.023933,0.020289,0.029705,1.1966,99.64
B15E3317FF,0.307139,0.272975,0.357315,0.023919,0.020334,0.029818,1.1959,99.63
B50F46F99C,0.307129,0.272215,0.383576,0.023918,0.020258,0.033255,1.1959,99.62
9101942825,0.306746,0.273221,0.37331,0.023876,0.020359,0.03188,1.1938,99.61
5820494797,0.306616,0.274927,0.360634,0.023862,0.020531,0.030238,1.1931,99.6
7851264C01,0.306368,0.276177,0.34814,0.023835,0.020657,0.028677,1.1917,99.59
9033316030,0.30629,0.276952,0.35304,0.023826,0.020735,0.029283,1.1913,99.58
629391709E,0.305425,0.272447,0.377832,0.023732,0.020281,0.032481,1.1866,99.57
7560902DB3,0.30521,0.273643,0.358111,0.023708,0.020401,0.029919,1.1854,99.56
98777755CB,0.304984,0.276135,0.361518,0.023684,0.020653,0.030351,1.1842,99.55
6966740FB4,0.304862,0.278475,0.347116,0.02367,0.02089,0.028552,1.1835,99.54
7593311676,0.304841,0.272403,0.374327,0.023668,0.020277,0.032015,1.1834,99.53
8029735AEF,0.304539,0.277902,0.340918,0.023635,0.020832,0.0278,1.1817,99.52
7701585CFC,0.304039,0.27022,0.369279,0.023581,0.020059,0.031352,1.179,99.51
6628792C32,0.303815,0.274983,0.358793,0.023556,0.020536,0.030005,1.1778,99.5
9541388A74,0.303706,0.275192,0.359285,0.023545,0.020557,0.030067,1.1772,99.49
B2318D12F1,0.303691,0.275287,0.35195,0.023543,0.020567,0.029148,1.1772,99.48
410308118E,0.303632,0.271107,0.350327,0.023536,0.020147,0.028947,1.1768,99.47
76059081D7,0.303443,0.271701,0.374701,0.023516,0.020207,0.032064,1.1758,99.46
9796227641,0.303277,0.273634,0.351764,0.023498,0.0204,0.029124,1.1749,99.45
B37590136B,0.302815,0.270325,0.382671,0.023448,0.020069,0.033132,1.1724,99.44
7978025A7E,0.302653,0.2736,0.359609,0.02343,0.020397,0.030108,1.1715,99.43
6702860F0A,0.30249,0.273376,0.358966,0.023413,0.020375,0.030027,1.1706,99.42
9933417307,0.302433,0.275917,0.336661,0.023406,0.020631,0.027291,1.1703,99.41
813611567E,0.302347,0.273693,0.359817,0.023397,0.020406,0.030135,1.1698,99.4
B204C5D691,0.30182,0.270281,0.369258,0.02334,0.020065,0.031349,1.167,99.39
798118388F,0.301418,0.271965,0.341607,0.023297,0.020233,0.027883,1.1648,99.38
4244333663,0.301322,0.27156,0.345799,0.023286,0.020192,0.028391,1.1643,99.37
65386096D6,0.301286,0.276624,0.348997,0.023282,0.020702,0.028783,1.1641,99.36
9452526737,0.301207,0.276279,0.349521,0.023274,0.020667,0.028847,1.1637,99.35
74162513EE,0.301072,0.269802,0.359003,0.023259,0.020017,0.030031,1.163,99.34
85312187CD,0.300875,0.277215,0.341985,0.023238,0.020762,0.027928,1.1619,99.33
B2E153A2C2,0.300785,0.272492,0.353678,0.023228,0.020286,0.029362,1.1614,99.32
5890299C7E,0.300768,0.270815,0.343068,0.023226,0.020118,0.028059,1.1613,99.31
92879112A0,0.300681,0.268971,0.351656,0.023217,0.019934,0.029111,1.1609,99.3
94868750EA,0.300579,0.272408,0.350498,0.023206,0.020277,0.028968,1.1603,99.29
9324469B3B,0.300531,0.273084,0.346657,0.023201,0.020345,0.028496,1.16,99.28
7920855054,0.300061,0.270941,0.376017,0.02315,0.020131,0.032239,1.1575,99.27
9400595068,0.29986,0.274033,0.351754,0.023128,0.020441,0.029123,1.1564,99.26
8221744DC5,0.299568,0.272196,0.377398,0.023097,0.020256,0.032423,1.1548,99.25
599925884F,0.299519,0.273509,0.342822,0.023092,0.020388,0.028029,1.1546,99.24
6335461BCC,0.299514,0.265501,0.388757,0.023091,0.019591,0.033965,1.1546,99.23
9146422A33,0.299341,0.27405,0.351045,0.023073,0.020442,0.029035,1.1536,99.22
4220990722,0.299317,0.271459,0.354218,0.02307,0.020182,0.02943,1.1535,99.21
64652014A4,0.299097,0.272204,0.361389,0.023046,0.020257,0.030334,1.1523,99.2
B0BFEBCE7A,0.298547,0.27023,0.357866,0.022987,0.02006,0.029888,1.1494,99.19
8400270A17,0.298443,0.275554,0.326643,0.022976,0.020594,0.026116,1.1488,99.18
87579519CA,0.298371,0.274047,0.341392,0.022969,0.020442,0.027857,1.1484,99.17
3772287DB2,0.298341,0.274176,0.343159,0.022965,0.020455,0.02807,1.1482,99.16
B2FDCCC593,0.298294,0.267256,0.349145,0.02296,0.019764,0.028801,1.148,99.15
93555750BA,0.298268,0.273923,0.328825,0.022958,0.02043,0.026369,1.1479,99.14
79280501D4,0.298177,0.273967,0.339354,0.022948,0.020434,0.027612,1.1474,99.13
593434151C,0.297905,0.270573,0.355382,0.022919,0.020094,0.029575,1.1459,99.12
8436993ADE,0.297715,0.274726,0.334942,0.022898,0.02051,0.027087,1.1449,99.11
B0DC6F17D1,0.297674,0.272698,0.339203,0.022894,0.020306,0.027594,1.1447,99.1
906357390B,0.297665,0.275212,0.335784,0.022893,0.020559,0.027187,1.1446,99.09
0307509473,0.297413,0.270242,0.352892,0.022866,0.020061,0.029265,1.1433,99.08
9053467550,0.296882,0.272767,0.339391,0.022809,0.020313,0.027617,1.1404,99.07
9082297495,0.296748,0.270303,0.343139,0.022795,0.020067,0.028068,1.1398,99.06
B42042E9D3,0.296746,0.27101,0.361341,0.022795,0.020137,0.030328,1.1398,99.05
4939057EC2,0.296738,0.270262,0.356322,0.022794,0.020063,0.029693,1.1397,99.04
4672464F41,0.2967,0.273394,0.332615,0.02279,0.020376,0.026813,1.1395,99.03
8021555C95,0.296279,0.269128,0.348662,0.022745,0.01995,0.028741,1.1373,99.02
0430831CF9,0.296189,0.271012,0.344592,0.022735,0.020138,0.028244,1.1368,99.01
8912060092,0.296129,0.272365,0.335864,0.022729,0.020273,0.027196,1.1364,99.0
8017178095,0.295933,0.269239,0.350702,0.022708,0.019961,0.028993,1.1354,98.99
9499299D82,0.295852,0.271538,0.348011,0.022699,0.02019,0.028662,1.1349,98.98
8076421971,0.295794,0.273718,0.327952,0.022693,0.020409,0.026268,1.1346,98.97
66673707C6,0.295779,0.2724,0.344599,0.022692,0.020277,0.028245,1.1346,98.96
6388700A03,0.295661,0.273568,0.332026,0.022679,0.020394,0.026743,1.134,98.95
0652760297,0.295563,0.268431,0.369528,0.022669,0.019881,0.031384,1.1334,98.94
8686275CE1,0.295483,0.270296,0.347497,0.02266,0.020066,0.028599,1.133,98.93
6422497C2D,0.295474,0.27446,0.334205,0.022659,0.020484,0.027,1.1329,98.92
B18FE46758,0.295375,0.266112,0.353588,0.022649,0.019651,0.029351,1.1324,98.91
53255173A7,0.295266,0.270318,0.337884,0.022637,0.020068,0.027436,1.1318,98.9
7242655BF8,0.295182,0.272133,0.348095,0.022628,0.02025,0.028672,1.1314,98.89
9455207BA4,0.295137,0.272535,0.335363,0.022623,0.02029,0.027137,1.1312,98.88
03523196D4,0.29497,0.271424,0.338888,0.022606,0.020179,0.027556,1.1303,98.87
98801394A1,0.294961,0.270634,0.357007,0.022605,0.0201,0.029779,1.1302,98.86
8389557174,0.294937,0.268484,0.358996,0.022602,0.019886,0.030031,1.1301,98.85
90485034E4,0.294637,0.270316,0.330525,0.02257,0.020068,0.026568,1.1285,98.84
6003470C28,0.294571,0.269351,0.328254,0.022563,0.019972,0.026303,1.1282,98.83
53289959C8,0.294565,0.272601,0.325663,0.022563,0.020297,0.026003,1.1282,98.82
9488386FD0,0.294538,0.271796,0.327551,0.02256,0.020216,0.026221,1.128,98.81
857456420F,0.294293,0.272364,0.33314,0.022534,0.020273,0.026874,1.1267,98.8
58116651AD,0.294282,0.27314,0.343825,0.022533,0.020351,0.028151,1.1266,98.79
845492372D,0.294083,0.271631,0.332163,0.022511,0.0202,0.026759,1.1256,98.78
7717122289,0.293788,0.271521,0.332378,0.02248,0.020189,0.026785,1.124,98.77
4581204123,0.293723,0.270231,0.334876,0.022473,0.02006,0.027079,1.1236,98.76
9187800C67,0.293579,0.271251,0.326635,0.022458,0.020162,0.026115,1.1229,98.75
7026763C41,0.29347,0.272257,0.341486,0.022447,0.020262,0.027868,1.1224,98.74
8096160A94,0.293464,0.270522,0.333839,0.022446,0.020089,0.026957,1.1223,98.73
B2F8D00BD9,0.293298,0.269304,0.346597,0.022428,0.019967,0.028488,1.1214,98.72
9557334185,0.293218,0.268864,0.346168,0.02242,0.019924,0.028436,1.121,98.71
8533533E31,0.293184,0.271296,0.338358,0.022416,0.020166,0.027493,1.1208,98.7
94256948BF,0.293093,0.268955,0.34803,0.022407,0.019933,0.028664,1.1204,98.69
54375632F0,0.292954,0.272135,0.336702,0.022392,0.02025,0.027296,1.1196,98.68
3511494085,0.29268,0.273296,0.326597,0.022363,0.020366,0.026111,1.1182,98.67
92300920E1,0.292676,0.268553,0.343051,0.022363,0.019893,0.028057,1.1182,98.66
9227897D7E,0.29255,0.271702,0.332119,0.022349,0.020207,0.026754,1.1174,98.65
7289519D5D,0.292532,0.265851,0.353424,0.022347,0.019626,0.029331,1.1173,98.64
021881295D,0.292027,0.268974,0.340091,0.022294,0.019935,0.0277,1.1147,98.63
8259066CDC,0.291891,0.272114,0.343736,0.02228,0.020248,0.02814,1.114,98.62
6440661996,0.291888,0.26894,0.340695,0.022279,0.019931,0.027773,1.114,98.61
502985714E,0.291878,0.272762,0.334487,0.022278,0.020313,0.027033,1.1139,98.6
5812693202,0.291875,0.270491,0.338611,0.022278,0.020086,0.027523,1.1139,98.59
88259815ED,0.291872,0.270583,0.322773,0.022278,0.020095,0.025671,1.1139,98.58
8732734013,0.29183,0.272551,0.323411,0.022273,0.020292,0.025744,1.1136,98.57
3889291875,0.291828,0.269309,0.339261,0.022273,0.019968,0.027601,1.1136,98.56
B1D6B2AB6A,0.291795,0.271269,0.334738,0.02227,0.020163,0.027063,1.1135,98.55
9250289BF5,0.291756,0.269769,0.321116,0.022266,0.020014,0.025482,1.1133,98.54
7866192AFB,0.291728,0.270922,0.325397,0.022263,0.020129,0.025972,1.1132,98.53
8045036DB7,0.291691,0.268836,0.337667,0.022259,0.019921,0.027411,1.113,98.52
9871004231,0.291681,0.268256,0.334666,0.022258,0.019863,0.027054,1.1129,98.51
8157824155,0.291622,0.272655,0.319231,0.022251,0.020302,0.025268,1.1126,98.5
93552558A5,0.291514,0.266977,0.348182,0.02224,0.019737,0.028683,1.112,98.49
0445510E77,0.291493,0.268723,0.337789,0.022238,0.01991,0.027425,1.1119,98.48
A03394CF47,0.291486,0.265536,0.346492,0.022237,0.019595,0.028476,1.1118,98.47
048898425C,0.291483,0.269472,0.341844,0.022237,0.019984,0.027911,1.1118,98.46
8440465C0D,0.291433,0.270139,0.337859,0.022232,0.020051,0.027433,1.1116,98.45
936315933D,0.291087,0.268253,0.334862,0.022195,0.019863,0.027078,1.1098,98.44
6197729FC0,0.291029,0.271144,0.329963,0.022189,0.020151,0.026502,1.1094,98.43
7120511F8C,0.291016,0.269747,0.338929,0.022188,0.020012,0.027561,1.1094,98.42
4634112E2F,0.290845,0.268709,0.341299,0.02217,0.019908,0.027846,1.1085,98.41
5020163190,0.290737,0.271713,0.330209,0.022158,0.020208,0.026531,1.1079,98.4
97109132EB,0.290547,0.271021,0.332692,0.022138,0.020139,0.026822,1.1069,98.39
B2BCDB0587,0.290517,0.27014,0.334076,0.022135,0.020051,0.026985,1.1067,98.38
7429970D32,0.290283,0.269695,0.328506,0.022111,0.020006,0.026332,1.1055,98.37
67327232C8,0.290281,0.270122,0.329045,0.02211,0.020049,0.026395,1.1055,98.36
6607708523,0.290092,0.269784,0.331898,0.022091,0.020015,0.026728,1.1046,98.35
9493720196,0.290089,0.266924,0.346196,0.02209,0.019731,0.028439,1.1045,98.34
9818904FE5,0.289885,0.268856,0.351293,0.022069,0.019923,0.029066,1.1034,98.33
984655416A,0.28983,0.271319,0.324373,0.022063,0.020168,0.025855,1.1031,98.32
98171318C7,0.289776,0.270586,0.323751,0.022058,0.020095,0.025783,1.1029,98.31
975780181D,0.289765,0.271211,0.328288,0.022056,0.020158,0.026307,1.1028,98.3
0426694705,0.289722,0.267839,0.328162,0.022052,0.019822,0.026292,1.1026,98.29
517970187A,0.289605,0.26946,0.326418,0.02204,0.019983,0.02609,1.102,98.28
B458159A99,0.289437,0.271251,0.329069,0.022022,0.020162,0.026398,1.1011,98.27
B32FACFFD4,0.289238,0.269497,0.331173,0.022001,0.019987,0.026643,1.1,98.26
97552574BE,0.28919,0.269729,0.333837,0.021996,0.02001,0.026956,1.0998,98.25
6077340B9C,0.289182,0.267901,0.329125,0.021995,0.019828,0.026404,1.0998,98.24
1670309E93,0.289182,0.269253,0.325754,0.021995,0.019962,0.026014,1.0998,98.24
751028968A,0.289081,0.268488,0.319863,0.021985,0.019886,0.025339,1.0992,98.22
5114940603,0.289036,0.267761,0.329876,0.02198,0.019814,0.026492,1.099,98.21
5743531FB4,0.288951,0.268833,0.326245,0.021971,0.019921,0.02607,1.0986,98.2
40322741C5,0.28894,0.270692,0.331226,0.02197,0.020106,0.02665,1.0985,98.19
B53EC355BE,0.2888,0.268152,0.339464,0.021955,0.019853,0.027625,1.0978,98.18
29419806B1,0.288789,0.270101,0.323549,0.021954,0.020047,0.02576,1.0977,98.17
B072738D08,0.288706,0.267263,0.344257,0.021946,0.019765,0.028203,1.0973,98.16
7163421204,0.288664,0.269187,0.326476,0.021941,0.019956,0.026097,1.097,98.15
A036148E4B,0.288579,0.268545,0.329634,0.021932,0.019892,0.026464,1.0966,98.14
6181924D0E,0.28854,0.271841,0.313682,0.021928,0.020221,0.024644,1.0964,98.13
A00478343C,0.288362,0.267987,0.322516,0.02191,0.019837,0.025642,1.0955,98.12
5991898EA3,0.288348,0.269401,0.330626,0.021908,0.019977,0.026579,1.0954,98.11
9300859FA3,0.288264,0.268231,0.331561,0.021899,0.019861,0.026689,1.0949,98.1
B2AFF47FBE,0.288246,0.267455,0.334277,0.021897,0.019784,0.027008,1.0948,98.09
7310379B95,0.288093,0.268487,0.33675,0.021882,0.019886,0.027301,1.0941,98.08
6594883D9A,0.28806,0.269527,0.331513,0.021878,0.01999,0.026683,1.0939,98.07
4572090007,0.287958,0.26987,0.319082,0.021867,0.020024,0.025251,1.0934,98.06
93950207C3,0.287952,0.271968,0.312792,0.021867,0.020233,0.024544,1.0934,98.05
83693058F7,0.287915,0.269487,0.327647,0.021863,0.019986,0.026233,1.0932,98.04
9122420B1F,0.287757,0.26802,0.329437,0.021846,0.01984,0.026441,1.0923,98.03
8202256BC4,0.287713,0.269462,0.318212,0.021842,0.019983,0.025152,1.0921,98.02
6491210BF0,0.287685,0.269261,0.31893,0.021839,0.019963,0.025234,1.092,98.01
7633087EA5,0.287652,0.268266,0.324569,0.021836,0.019864,0.025877,1.0918,98.0
8324796EF8,0.287624,0.26993,0.323035,0.021833,0.02003,0.025701,1.0916,97.99
914197439A,0.287621,0.27052,0.322881,0.021832,0.020089,0.025683,1.0916,97.98
63652209B4,0.287504,0.269092,0.322231,0.02182,0.019946,0.025609,1.091,97.97
4104858BF8,0.287501,0.268086,0.325673,0.02182,0.019847,0.026004,1.091,97.96
77374433F4,0.287418,0.267828,0.323269,0.021811,0.019821,0.025728,1.0905,97.95
8587836A73,0.287349,0.266854,0.337702,0.021804,0.019725,0.027415,1.0902,97.94
92496279A9,0.287277,0.268505,0.321588,0.021796,0.019888,0.025536,1.0898,97.93
B08BB8F904,0.287229,0.27045,0.321652,0.021791,0.020082,0.025543,1.0896,97.92
68493820D6,0.287172,0.271315,0.314937,0.021786,0.020168,0.024784,1.0893,97.91
B51BC9FCCB,0.287147,0.266833,0.330139,0.021783,0.019723,0.026522,1.0892,97.9
71731720CC,0.287088,0.269269,0.325697,0.021777,0.019964,0.026007,1.0889,97.89
7571547E3B,0.287081,0.27029,0.317452,0.021776,0.020066,0.025067,1.0888,97.88
3886963755,0.287061,0.269642,0.318627,0.021774,0.020001,0.025199,1.0887,97.87
8375258989,0.287033,0.267226,0.336848,0.021771,0.019761,0.027313,1.0885,97.86
664851829E,0.286928,0.266911,0.318634,0.02176,0.01973,0.0252,1.088,97.85
540251151C,0.286868,0.269124,0.317212,0.021754,0.01995,0.02504,1.0877,97.84
8636129719,0.286788,0.267626,0.326695,0.021746,0.019801,0.026122,1.0873,97.83
5167822D9C,0.286674,0.267447,0.32917,0.021734,0.019783,0.02641,1.0867,97.82
B4070BCAD2,0.286597,0.26835,0.321218,0.021726,0.019873,0.025494,1.0863,97.81
79583920D7,0.286593,0.26887,0.316751,0.021725,0.019924,0.024988,1.0862,97.8
8907227C3D,0.286587,0.269733,0.312096,0.021725,0.02001,0.024467,1.0862,97.79
8776783E71,0.286558,0.269171,0.318468,0.021722,0.019954,0.025181,1.0861,97.78
90545166F9,0.286517,0.26911,0.32165,0.021717,0.019948,0.025543,1.0858,97.77
55246426CC,0.286389,0.268145,0.324876,0.021704,0.019852,0.025912,1.0852,97.76
0351989681,0.286322,0.268338,0.33286,0.021697,0.019872,0.026841,1.0849,97.75
A00BE0E75E,0.28626,0.267872,0.324638,0.021691,0.019825,0.025885,1.0845,97.74
8928789DC3,0.286242,0.267602,0.324468,0.021689,0.019799,0.025866,1.0844,97.73
0157591035,0.286217,0.268365,0.318653,0.021686,0.019874,0.025202,1.0843,97.72
02943644DA,0.286175,0.267989,0.319225,0.021682,0.019837,0.025267,1.0841,97.71
A014C8AC4F,0.286162,0.265053,0.333262,0.021681,0.019547,0.026889,1.084,97.7
B52A50FD0C,0.286147,0.266918,0.328138,0.021679,0.019731,0.02629,1.084,97.69
9496411E41,0.286143,0.269719,0.319812,0.021679,0.020009,0.025334,1.084,97.68
11846189B0,0.286109,0.271666,0.316427,0.021675,0.020203,0.024951,1.0838,97.67
0488836838,0.286082,0.268656,0.317587,0.021672,0.019903,0.025082,1.0836,97.66
92185647AA,0.286054,0.268259,0.313958,0.021669,0.019864,0.024674,1.0834,97.65
90373977ED,0.286023,0.267877,0.319417,0.021666,0.019826,0.025289,1.0833,97.64
A043CC4E19,0.286012,0.266791,0.335335,0.021665,0.019718,0.027133,1.0832,97.63
B4933FFD8A,0.285964,0.269443,0.311311,0.02166,0.019981,0.02438,1.083,97.62
57409161C1,0.285953,0.267742,0.320189,0.021659,0.019812,0.025376,1.083,97.61
0348964632,0.285839,0.269376,0.312846,0.021647,0.019975,0.02455,1.0824,97.6
7776596A06,0.285839,0.268585,0.327073,0.021647,0.019896,0.026166,1.0824,97.6
35112073AD,0.285746,0.269521,0.315643,0.021637,0.019989,0.024863,1.0818,97.58
5916364206,0.285712,0.266644,0.327227,0.021634,0.019704,0.026184,1.0817,97.57
B48AFCE712,0.285658,0.269056,0.320498,0.021628,0.019943,0.025412,1.0814,97.56
6047399785,0.285589,0.266843,0.326371,0.021621,0.019723,0.026085,1.081,97.55
0253853E1B,0.285498,0.267495,0.329401,0.021612,0.019788,0.026436,1.0806,97.54
8546508184,0.285444,0.265601,0.349177,0.021606,0.019601,0.028805,1.0803,97.53
8213487FE0,0.285393,0.268232,0.326424,0.021601,0.019861,0.026091,1.08,97.52
B2F02A4E56,0.28539,0.263754,0.335171,0.0216,0.019419,0.027114,1.08,97.51
B250E65D43,0.285359,0.267881,0.320788,0.021597,0.019826,0.025445,1.0798,97.5
7446723E35,0.285298,0.26897,0.315415,0.021591,0.019934,0.024838,1.0796,97.49
63123468B3,0.285291,0.268447,0.322044,0.02159,0.019882,0.025588,1.0795,97.48
B0CCDE6388,0.285213,0.267961,0.316093,0.021582,0.019834,0.024914,1.0791,97.47
620619494C,0.285205,0.270035,0.320582,0.021581,0.02004,0.025421,1.079,97.46
4488472444,0.285201,0.268068,0.315709,0.021581,0.019845,0.024871,1.079,97.45
9740544730,0.285189,0.267817,0.318913,0.02158,0.01982,0.025232,1.079,97.44
958376336B,0.285121,0.269431,0.312934,0.021573,0.01998,0.02456,1.0786,97.43
5515524264,0.285016,0.264186,0.367451,0.021562,0.019462,0.031114,1.0781,97.42
64670098A5,0.285013,0.268272,0.318552,0.021561,0.019865,0.025191,1.078,97.41
7343047A12,0.284989,0.266783,0.321278,0.021559,0.019718,0.0255,1.078,97.4
7219409CC3,0.28495,0.270534,0.309747,0.021555,0.02009,0.024207,1.0778,97.39
5902591C2C,0.284872,0.268166,0.320798,0.021547,0.019854,0.025446,1.0774,97.38
7739237C66,0.28486,0.268771,0.315616,0.021546,0.019914,0.02486,1.0773,97.37
536352158B,0.284844,0.269108,0.313158,0.021544,0.019948,0.024585,1.0772,97.36
A008C92169,0.284835,0.267239,0.32051,0.021543,0.019763,0.025413,1.0772,97.35
8489094DF8,0.284834,0.267772,0.314615,0.021543,0.019815,0.024748,1.0772,97.34
8161619D0D,0.284809,0.268161,0.324673,0.02154,0.019854,0.025889,1.077,97.33
B4B75BD225,0.284747,0.265564,0.331741,0.021534,0.019597,0.02671,1.0767,97.32
6335791C1F,0.284735,0.267831,0.318753,0.021533,0.019821,0.025214,1.0766,97.31
64575098FF,0.284696,0.268361,0.313536,0.021529,0.019874,0.024627,1.0764,97.3
6581157E8C,0.284688,0.268922,0.317003,0.021528,0.019929,0.025016,1.0764,97.29
658752666C,0.284575,0.268905,0.318909,0.021516,0.019928,0.025231,1.0758,97.28
99236631C6,0.28457,0.269347,0.31085,0.021516,0.019972,0.024329,1.0758,97.27
6956325CFA,0.284552,0.2677,0.320661,0.021514,0.019808,0.02543,1.0757,97.26
92610593A7,0.284541,0.266294,0.326121,0.021513,0.019669,0.026056,1.0756,97.25
2164133B09,0.284483,0.268922,0.319939,0.021507,0.019929,0.025348,1.0753,97.24
4546534E88,0.284448,0.26931,0.316833,0.021503,0.019968,0.024997,1.0752,97.23
9256736433,0.284404,0.269121,0.30998,0.021498,0.019949,0.024232,1.0749,97.22
0716354205,0.284357,0.267488,0.315904,0.021494,0.019787,0.024892,1.0747,97.21
8918262E9B,0.284352,0.269125,0.316374,0.021493,0.01995,0.024945,1.0747,97.2
9847057081,0.284252,0.267765,0.319916,0.021483,0.019815,0.025345,1.0742,97.19
8077751300,0.2842,0.268619,0.308427,0.021477,0.019899,0.024061,1.0738,97.18
8943183414,0.284171,0.267272,0.337579,0.021474,0.019766,0.0274,1.0737,97.17
5836701608,0.284098,0.268157,0.312521,0.021467,0.019854,0.024514,1.0734,97.16
05051162E8,0.284081,0.266695,0.316827,0.021465,0.019709,0.024996,1.0732,97.15
0341638896,0.284062,0.26743,0.315731,0.021463,0.019782,0.024873,1.0732,97.14
9449085F9A,0.28402,0.26576,0.317508,0.021459,0.019617,0.025073,1.0729,97.13
9364237CD2,0.283952,0.264995,0.338102,0.021452,0.019541,0.027462,1.0726,97.12
7405557AF4,0.283895,0.269569,0.308708,0.021446,0.019994,0.024092,1.0723,97.11
417737708E,0.283853,0.266504,0.324857,0.021441,0.01969,0.02591,1.0721,97.1
6163360591,0.283847,0.266741,0.308003,0.021441,0.019713,0.024014,1.0721,97.09
9427076D34,0.283796,0.2684,0.313249,0.021436,0.019878,0.024595,1.0718,97.08
4697475EFC,0.283685,0.268378,0.317031,0.021424,0.019875,0.025019,1.0712,97.07
763198948F,0.283668,0.267869,0.321592,0.021422,0.019825,0.025536,1.0711,97.06
7660789B10,0.28364,0.268944,0.305886,0.021419,0.019932,0.023782,1.071,97.05
9239300F8B,0.283584,0.265852,0.315806,0.021414,0.019626,0.024881,1.0707,97.04
8676465D69,0.283558,0.267599,0.314024,0.021411,0.019798,0.024682,1.0705,97.03
5633860857,0.283553,0.263868,0.32434,0.021411,0.019431,0.025851,1.0705,97.02
9514520E46,0.283499,0.269561,0.310143,0.021405,0.019993,0.02425,1.0702,97.01
9514633B87,0.283473,0.268883,0.312741,0.021402,0.019926,0.024539,1.0701,97.0
6611886CEC,0.283468,0.269499,0.310679,0.021402,0.019987,0.02431,1.0701,96.99
5530759EB2,0.283434,0.267165,0.316091,0.021398,0.019755,0.024913,1.0699,96.98
9222759D7B,0.283396,0.266362,0.316398,0.021394,0.019676,0.024948,1.0697,96.97
9518200B1C,0.283346,0.268035,0.311973,0.021389,0.019841,0.024453,1.0694,96.96
5710727101,0.283241,0.267004,0.313431,0.021378,0.019739,0.024616,1.0689,96.95
7522666C5B,0.283224,0.267951,0.31017,0.021377,0.019833,0.024253,1.0688,96.94
A00BA4795F,0.283203,0.266999,0.324021,0.021374,0.019739,0.025814,1.0687,96.93
7714377948,0.283188,0.266516,0.31972,0.021373,0.019691,0.025323,1.0686,96.92
