metrica,mean,lower,upper,sd
lift@1%,3.2676056338028174,2.9449423815621,3.3290653008962865,0.09997040356436937
lift@2%,3.204225352112676,2.9369398207426376,3.3290653008962865,0.14468488322649836
lift@5%,3.037516005121639,2.662612035851472,3.277848911651728,0.1516661946337113
pr_auc,0.6500070771383999,0.5567230001795112,0.7307392517070107,0.045812011391357266
roc_auc,0.7500619945217913,0.6772847421246346,0.8069230651331817,0.03354722702690575
