fold,copertura_marginale,copertura_classe1,copertura_classe0,ampiezza_media,frac_singleton,frac_ambiguo,frac_vuoto,n1_test,n0_test
0,0.9067357512953368,0.873015873015873,0.9230769230769231,1.4352331606217616,0.5647668393782384,0.43523316062176165,0.0,63,130
1,0.9481865284974094,0.9428571428571428,0.9512195121951219,1.6424870466321244,0.35751295336787564,0.6424870466321243,0.0,70,123
2,0.9010416666666666,0.8688524590163934,0.916030534351145,1.5833333333333333,0.4166666666666667,0.5833333333333334,0.0,61,131
3,0.9119170984455959,0.8939393939393939,0.9212598425196851,1.5077720207253886,0.49222797927461137,0.5077720207253886,0.0,66,127
mean_oof,0.9169702612262521,0.8946662172072009,0.9278967030357188,1.542206390328152,0.457793609671848,0.542206390328152,0.0,260,511
