fold,n_P,n_N,ece_raw,ece_calib,brier_raw,brier_calib
0,125,261,0.058314608210290365,0.04783512939701755,0.166170493296221,0.1625262961891082
1,124,262,0.06268458146844999,0.06485064602936257,0.15399664760765405,0.15568935693214622
2,123,261,0.055611313730486216,0.05534300164087992,0.15487091434732925,0.15584176852258422
3,124,261,0.09052347670579491,0.05678847561887755,0.15315991639991666,0.15119776792842565
overall,496,1045,0.0554794093471059,0.044199553892572616,0.15705484445959644,0.1563177299610126
