fold,copertura_marginale,copertura_classe1,copertura_classe0,ampiezza_media,frac_singleton,frac_ambiguo,frac_vuoto,n1_test,n0_test
0,0.8870967741935484,0.8518518518518519,0.9142857142857143,1.7419354838709677,0.25806451612903225,0.7419354838709677,0.0,27,35
1,0.8548387096774194,0.8461538461538461,0.8611111111111112,1.564516129032258,0.43548387096774194,0.5645161290322581,0.0,26,36
2,0.9344262295081968,0.8928571428571429,0.9696969696969697,1.7049180327868851,0.29508196721311475,0.7049180327868853,0.0,28,33
3,0.8032786885245902,0.9565217391304348,0.7105263157894737,1.6229508196721312,0.3770491803278688,0.6229508196721312,0.0,23,38
mean_oof,0.8699101004759386,0.8868461449983189,0.8639050277208171,1.6585801163405607,0.3414198836594394,0.6585801163405607,0.0,104,142
