fold,q1,q0,n1_cal,n0_cal,alpha
0,0.7136016183884226,0.5173655864477344,26,35,0.1
1,0.6924212764395472,0.506693572289958,27,34,0.1
2,0.719618403280988,0.5156391422552913,24,37,0.1
3,0.7472121773462814,0.5129254200236132,29,32,0.1
