cig,label,score_raw_final,score_calib_final
0123031862,,0.0002888510343580819,0.26140020785610785
011473062F,,0.012564313405809265,0.26396558169177803
0121185505,,0.002401562268505256,0.26184058088290335
0113227DDC,,0.0040355917414861405,0.26218150573190346
0113728B4D,,0.008700611063498665,0.2631563913893878
0121505D15,,0.002401562268505256,0.26184058088290335
01247860AA,,0.002846815028824289,0.2619334503145498
0115109EEF,,0.00125964166335178,0.2616024997883776
0126155A63,,0.00034593492682674686,0.2614121001170623
011820168B,,0.002401562268505256,0.26184058088290335
131297908C,,0.000156659869378937,0.2613726698737312
0116292F2D,,0.00218232211650228,0.26179486026348847
01136467A3,,0.0004268101123149499,0.2614289494055144
012053087E,,0.0015906028016876388,0.26167148808763074
0107424914,,0.010328492515518315,0.2634971304940105
0123168970,,0.022563547796774587,0.26606715586461016
0115827F72,,0.0016723703518681016,0.26168853420682764
0114221226,,0.0004277695017803211,0.2614291492859881
01129243D4,1.0,0.18922988950448755,0.3026242279869685
0118908DF8,,0.026918775543477335,0.2669858368315508
0118135016,,0.04202263237400282,0.2701873886764163
077985223A,,0.00019778845824673216,0.2613812375552467
34645182B2,,0.0016380075473779168,0.2616813704896754
01050122A4,,0.026105651355804362,0.26681416540269237
0119540785,,0.011369175279614202,0.2637151088439022
0120954664,,0.00036281964225171086,0.2614156177690139
01190925D2,,0.021202467192010074,0.265780466530787
01157407A9,,0.0029814742748319437,0.26196154130461213
22389296A7,,0.0001995284593777594,0.26138160002671695
01211632DE,,0.024639495730381246,0.26650479974237784
0113286E8C,,0.0004192708099972846,0.2614273786607064
0114455340,,0.03204401844270169,0.2680695224146904
01156540B3,,0.002069694893160817,0.26177137484278035
0117042A1A,,0.01936795214577013,0.26539436796995886
0117360089,,0.007296704160250344,0.26286276097368155
32757881C6,,0.0001856845201712733,0.26137871611056884
0116829A54,,0.02976674848150677,0.2675876706048307
0105953B2B,,0.0013937249015419245,0.2616304478012705
01263814E5,,0.010120744834368357,0.26345363013395334
012740411B,,0.0003569145141429137,0.26141438752949797
01207817A0,,0.0036289164061146374,0.2620966300148319
01270171BE,,0.0002203306417449425,0.2613859334959633
0130222696,,0.020816883606410437,0.26569928549928856
013116726E,,0.00044889386976863175,0.26143355038985205
0125325D72,,0.003541822152589752,0.2620784551963991
0123133C8D,,0.011576196835948628,0.2637584847690172
01532100E4,,0.0006759358582558554,0.2614808559095133
0129031FBB,,0.00035699899646836884,0.26141440513002034
012382037E,,0.002401562268505256,0.26184058088290335
0121870A4B,,0.0016867133028016334,0.26169152436237564
012484622D,,0.007208229464737096,0.2628442633465689
0168770966,,0.0004933648841011981,0.26144281574907946
0128929B90,,0.02773587473372341,0.26715841820910596
01243611F1,,0.023912890712582936,0.2663515673635299
0126115961,,0.000576957792741886,0.261460232573745
0120743844,,0.008810468051637715,0.26317937712900336
0127380D49,,0.0004717209819912397,0.2614383063015325
0120516CEF,,0.0033387359883791912,0.2620360783569869
00836917FD,1.0,0.630237451466841,0.4112073010228421
0126203202,,0.0003873035069268128,0.26142071863268934
0125270013,,0.03113440099679688,0.2678769888168294
0122472B14,,0.04209790728569187,0.27020340504880214
01232973E6,,0.023591874627122762,0.2662838867552708
0131532F9F,,0.012271098922625576,0.26390411670831876
01278934A3,,0.0015979705252861904,0.2616730240110083
01198642E6,,0.05352216462766488,0.2726410836465726
01251572D2,,0.009490802203631132,0.2633217544272808
01300844B5,,0.004132705504970823,0.26220177660975685
0053041ACE,,0.02121171092151826,0.2657824129061376
011496581C,,0.013626319788332465,0.2641882812459033
012915888B,,0.0016519788792358448,0.2616842831199551
2769271AB6,,0.000318895798808788,0.2614064670244387
012583959F,,0.011242237739837457,0.26368851468368054
0131823FC3,,0.013210720606558694,0.26410111700303235
0126335EEC,,0.009469812549251777,0.2633173610661489
013396683B,,0.012500068141887814,0.26395211351535636
014301862E,,0.001941487037674455,0.26174464214942644
0137314318,,0.6358090602749764,0.412663644424548
01428370D2,,0.012877191630089692,0.26403117880503335
0142190AE3,,0.020576154111591544,0.2656486101713486
0139556D3D,,0.002208987772408491,0.26180042087797384
0124083C84,,0.002675528444019003,0.2618977213783134
0147970CB1,,0.0018253604131854874,0.26172043004136875
260170855B,,0.00958642298077591,0.26334176948367727
01432440B0,,0.001560065030156696,0.2616651220480589
0134359C8A,,0.029284494699599567,0.2674857001827197
01344317F6,,0.011880254087925103,0.2638222002733874
0142719F6D,,0.004227786778026276,0.2622216242179074
01407728B8,,0.024559808655052986,0.26648799194366096
01403669AD,,0.010747113584440636,0.26358479971845195
01406113DD,,0.013663823960834374,0.26419614795952523
013124639F,,0.0004922026749251326,0.2614425736047137
0103366451,1.0,0.09798853997570277,0.28225899015024536
0131724E11,,0.005737719149333043,0.2625369427252252
014987833C,,0.010120744834368357,0.26345363013395334
0134137559,,0.002386138129883814,0.26183736414498254
0145604C35,,0.0031116372639085482,0.2619886961866968
0134445385,,0.01998605796117618,0.2655244166916572
0135410FD9,,0.0022181476012718138,0.26180233100335176
01395887A7,,0.018957322141060405,0.2653079944048097
013570427B,,0.019365582405541447,0.2653938694577539
0144769B25,,0.002401562268505256,0.26184058088290335
0135116D3C,,0.01451505150567528,0.26437473815247964
0136701939,,0.033307216498378256,0.2683370418415597
01419748A4,,0.00040676347206712935,0.26142477288448124
01051135FC,,0.03656808369821637,0.2690284075958765
0130595A64,,0.038923518980916415,0.26952850426230857
0136918C4B,,0.0004992650383814542,0.2614440450387313
0143757805,,0.002091418935447902,0.2617759047098605
01341911EA,,0.01722700330610441,0.2649442295303848
01450291B7,,0.017474093404491915,0.26499615574605895
0141810150,,0.002482482064997693,0.26185745730166665
013730185C,,0.022982744573895677,0.2661554924958761
0130505022,,0.000576957792741886,0.261460232573745
0139469574,,0.0018245492015428895,0.261720260910874
0150824FE2,,0.005864133324831971,0.26256335281606824
01512206AF,,0.006246079473264245,0.2626431583142509
0140471056,,0.06837274130894364,0.2758303334248381
01365669D1,,0.00032514106508471467,0.2614077681009763
0156038E9D,,0.0012682001422962745,0.26160428364115534
01507746A2,,0.057268636091123974,0.27344348306768335
01513745C5,,0.01206969413572771,0.26386190261973486
0148436D3F,,0.003914570507762265,0.26215624598249954
01516655E9,,0.00039677441919461166,0.2614226917793017
0147307992,,0.0014254714698008985,0.26163706526782465
014134840E,,0.0023424184823946214,0.26182824645524144
0154676AA9,,0.0018855419234839286,0.2617329775538685
01526903C5,,0.002755622418079483,0.2619144279140554
014943232F,,0.0011362841749828984,0.26157678912968413
2165593FDC,,0.001298949157870392,0.2616106927556507
0151753E85,,0.018002777646906703,0.2651072810913363
26393268B5,,0.010717140115409184,0.2635785219375573
0168073A37,,0.0009064385526979191,0.261528888143187
015080610C,1.0,0.7810348257781328,0.4510910526808068
017561493F,,0.00047435781641694106,0.26143885567605357
0144046683,,0.0011133355740199037,0.26157200627095695
01513333F0,,0.22054797485412833,0.309803161094196
0102990E05,,0.03612998419208166,0.26893545675152014
0154300462,,0.015959239727221183,0.264677910195978
0142831BDB,,0.04732498653396108,0.27131704085657254
014971196A,,0.048546103123342996,0.27157761600359936
0150912883,,0.0003532218238972837,0.2614136182181212
