cig,fold,label,score_raw,score_calib_pf,score_calib_gl
0123031862,1.0,,0.00017831646886010935,0.26273522885391537,0.2613771812348527
011473062F,3.0,,0.012814160767109216,0.2652866797733445,0.2640179631019422
0121185505,0.0,,0.0038959937697050245,0.26348426619946647,0.26215236875432096
0113227DDC,0.0,,0.003070455869946773,0.2633178184788561,0.26198010463958
0113728B4D,0.0,,0.005897239327458044,0.26388804439973884,0.26257026951087653
0121505D15,1.0,,0.004155457499458955,0.2635365941016443,0.26220652585507476
01247860AA,1.0,,0.004036375274888301,0.2635125771109756,0.2621816692773858
0115109EEF,2.0,,0.000947766669261155,0.26289014509270714,0.26153750071327886
0126155A63,1.0,,0.000232225665802498,0.2627460806764872,0.26138841146457154
011820168B,3.0,,0.004025293037537623,0.26351034207146184,0.2621793561085308
131297908C,1.0,,0.0001620689210775399,0.26273195830888935,0.26137379664728005
0116292F2D,3.0,,0.0030111746243228293,0.2633058685956682,0.26196773729537903
01136467A3,2.0,,0.00023627482198950437,0.26274689577585625,0.2613892549872968
012053087E,2.0,,0.0019469111548062223,0.2630913942036499,0.2617457730994968
0107424914,2.0,,0.008486642182001517,0.2644110799625939,0.26311162568017593
0123168970,2.0,,0.02699617070761914,0.2681691206092175,0.2670021806009053
0115827F72,2.0,,0.0031395745256059112,0.26333175182214746,0.2619945247548391
0114221226,2.0,,0.000292763492925878,0.26275826717402984,0.26140102292563683
01129243D4,0.0,1.0,0.0468388392462896,0.2722352149313105,0.2712133451424345
0118908DF8,3.0,,0.0246421301964942,0.26768929961804433,0.26650535542213377
0118135016,3.0,,0.03905062871965368,0.2706346876607326,0.2695555083734945
077985223A,3.0,,0.000531476209510991,0.2628063245076383,0.26145075626116887
34645182B2,3.0,,0.002899777942834725,0.2632834142522574,0.2619444985679332
01050122A4,2.0,,0.016561033864618557,0.26604629057960244,0.26480430783847525
0119540785,1.0,,0.004710781400391887,0.2636486126602474,0.2623224612119677
0120954664,1.0,,0.0003164991600221156,0.2627630453544226,0.26140596773370883
01190925D2,2.0,,0.024944823020245394,0.26775096657349234,0.26656920639065007
01157407A9,2.0,,0.003729861796937641,0.2634507646833372,0.26211769630378984
22389296A7,2.0,,0.00024793997078990796,0.26274924399158983,0.2613916850881533
01211632DE,3.0,,0.02324952277238976,0.2674057028370789,0.2662117199484033
0113286E8C,2.0,,0.00023324310052317423,0.2627462854870059,0.2613886234170374
0114455340,0.0,,0.027327722881384783,0.26823674421475013,0.2670722026679681
01156540B3,0.0,,0.004933658731002856,0.26369357951670075,0.2623690007552818
0117042A1A,0.0,,0.013847544459199236,0.265496041194034,0.2642346865487359
0117360089,0.0,,0.0043211730290040684,0.2635700186272553,0.2622411189436692
32757881C6,0.0,,9.389681988615526e-05,0.2627182359128365,0.2613595957700646
0116829A54,3.0,,0.03366514770848365,0.2695314043011552,0.2684128750580963
0105953B2B,1.0,,0.0028045619918249287,0.2632642224507402,0.26192463639541574
01263814E5,1.0,,0.011513872457623657,0.26502339394004654,0.2637454258521744
012740411B,0.0,,0.0006231566757106609,0.26282478300305745,0.26146985856641264
01207817A0,3.0,,0.005915023421024002,0.2638916343586156,0.2625739851135351
01270171BE,0.0,,0.00039440409908094213,0.2627787286372386,0.26142219795172533
0130222696,0.0,,0.034289503854823884,0.26965916594874717,0.2685451869547297
013116726E,0.0,,0.0007523162071034086,0.2628507887650925,0.2614967714425766
0125325D72,0.0,,0.004817352487647095,0.26367011341085395,0.2623447139094195
0123133C8D,2.0,,0.008123975470316314,0.2643377846472214,0.2630357611917892
01532100E4,0.0,,0.004475036490497385,0.26360105504881076,0.2622732405485244
0129031FBB,0.0,,0.000698469183414986,0.26283994667809363,0.26148555116054467
012382037E,1.0,,0.003730322799549749,0.2634508576435138,0.26211779251290795
0121870A4B,3.0,,0.0029453493376897615,0.2632925999763516,0.2619540051645823
012484622D,3.0,,0.009564222730779986,0.2646289368892873,0.26333712250631514
0168770966,0.0,,0.0004370757836622819,0.2627873192606112,0.2614310881742223
0128929B90,2.0,,0.031047691162066,0.2689962115411624,0.26785864001328086
01243611F1,1.0,,0.028642460094775325,0.2685050052236044,0.26734998310335517
0126115961,3.0,,0.0009651244698611853,0.26289364048025027,0.2615411180455985
0120743844,1.0,,0.014213362614298309,0.26557018048295344,0.2643114340357898
0127380D49,2.0,,0.00023647880460855983,0.2627469368378136,0.26138929748112893
0120516CEF,3.0,,0.004668653015307392,0.2636401135556227,0.26231366488191105
00836917FD,1.0,1.0,0.4194952273636138,0.35524720931875636,0.35746778676034113
0126203202,2.0,,0.00024368098994919117,0.2627483866494117,0.2613907978493447
0125270013,2.0,,0.03326655819332615,0.2694498611314446,0.2683284286141982
0122472B14,1.0,,0.07134244535987921,0.2773093278468038,0.2764708591662549
01232973E6,3.0,,0.025752138316509004,0.2679154832382135,0.26673955161078566
0131532F9F,1.0,,0.008928434084664535,0.26450038414660665,0.2632040609877651
01278934A3,1.0,,0.0012374805189307768,0.2629484894740159,0.26159788075421286
01198642E6,0.0,,0.13753560755631694,0.2913036716606261,0.2909836151768291
01251572D2,2.0,,0.005848054433880291,0.26387811592948734,0.2625599935648341
01300844B5,0.0,,0.0031407092797738696,0.263331980576489,0.26199476150106876
0053041ACE,1.0,,0.030201971051375193,0.2688234303284492,0.2676797176620959
011496581C,3.0,,0.018138207575681096,0.2663664484094,0.2651357522089835
012915888B,2.0,,0.003198489855101202,0.2633436286931958,0.2620068165705382
2769271AB6,2.0,,0.0002039709965518889,0.26274039302735963,0.2613825254833248
012583959F,1.0,,0.011738675459343427,0.26506890070151695,0.2637925311001185
0131823FC3,2.0,,0.018071071552768887,0.26635281515639847,0.26512163811538736
0126335EEC,2.0,,0.011758992272812092,0.26507301367024705,0.2637967885536366
013396683B,3.0,,0.01555848565399392,0.2658429062349264,0.26459375936358565
014301862E,3.0,,0.0030885131770967806,0.2633214585308411,0.26198387185746425
0137314318,0.0,,0.9065254062349202,0.47753031511748395,0.48479055318376496
01428370D2,3.0,,0.011358998032190827,0.2649920456924191,0.26371297658730947
0142190AE3,2.0,,0.029043201191120693,0.26858680681418173,0.26743468900139256
0139556D3D,1.0,,0.0028243823222479734,0.2632682173779367,0.261928770862315
