fold,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,13.197969543147208,12.690355329949238,10.558375634517764,0.37651115571707255,0.557594689574385
1,17.857142857142858,14.540816326530612,11.63265306122449,0.40764233531508315,0.584127483592556
2,17.010309278350515,13.402061855670103,10.206185567010309,0.37935716115962814,0.5507345928516281
3,15.97938144329897,13.917525773195877,10.721649484536082,0.37697374780381493,0.5738339615786366
