fold,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,20.0,15.6,11.2,0.43286767453853636,0.5701068702290076
1,16.0,14.0,9.12,0.4117728905307261,0.527264367816092
2,21.951219512195124,17.073170731707318,10.40650406504065,0.4683674894705073,0.5473943245179578
3,16.260162601626018,12.601626016260163,10.081300813008129,0.44774941620401,0.5647447279070492
