fold,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,19.2,15.6,11.04,0.4221331049867915,0.5610992366412213
1,17.6,13.2,9.44,0.3724214789942169,0.48447509578544057
2,23.577235772357724,16.666666666666668,10.40650406504065,0.45451231708583295,0.5325047503348598
3,16.260162601626018,11.788617886178862,9.91869918699187,0.4370182746227712,0.5527209295081457
