fold,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,17.258883248730964,13.705583756345177,11.065989847715734,0.39599228290799765,0.5656216879567133
1,17.857142857142858,13.775510204081632,10.816326530612244,0.3995367000400775,0.5341578261260451
2,20.61855670103093,16.494845360824744,11.030927835051545,0.4347219761239722,0.5586141514146873
3,15.463917525773196,14.43298969072165,12.268041237113401,0.37712982113829174,0.5505642853898906
