fold,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,17.6,11.2,7.04,0.3944243307265224,0.5216335877862595
1,16.8,12.8,9.12,0.41851928986240833,0.5678773946360153
2,13.821138211382115,12.601626016260163,8.130081300813007,0.4045165665578526,0.5328473974394916
3,15.447154471544716,13.821138211382115,9.59349593495935,0.4618853784948063,0.6119054293991215
