fold,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,18.867924528301884,16.037735849056602,11.320754716981131,0.546620756527285,0.5560646900269542
1,24.528301886792452,17.92452830188679,9.811320754716979,0.6189705083067356,0.5859838274932614
2,28.846153846153847,17.307692307692307,10.0,0.6871867777802709,0.6554945054945055
3,15.384615384615383,12.5,8.846153846153847,0.5014832573230129,0.4991758241758242
