fold,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,16.9811320754717,14.150943396226415,11.698113207547168,0.5276478018141629,0.547978436657682
1,24.528301886792452,17.92452830188679,10.188679245283017,0.5991005972685012,0.5431266846361186
2,23.076923076923077,16.346153846153847,9.615384615384615,0.6224292349241222,0.6013736263736265
3,15.384615384615383,11.538461538461538,8.846153846153847,0.48730310411868905,0.48489010989010994
