fold,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,17.258883248730964,14.974619289340101,11.675126903553299,0.3641073025874938,0.5448262397500976
1,17.346938775510203,13.775510204081632,11.326530612244897,0.3926954311449211,0.5332812640474692
2,23.195876288659793,16.75257731958763,11.546391752577318,0.3998943265424785,0.5400619919160725
3,17.52577319587629,15.463917525773196,12.268041237113401,0.3377086328162774,0.513755165993006
