fold,n_P,n_N,ece_raw,ece_calib,brier_raw,brier_calib
0,53,70,0.0707263733421247,0.13085126725086602,0.2308566135819985,0.1942219613920464
1,53,70,0.20105908436702363,0.07539449448308787,0.16724789547955585,0.11894224985927915
2,52,70,0.1531612774811723,0.11087551788563407,0.18849867440442944,0.1528714522322243
3,52,70,0.19169367665110046,0.046850155859928196,0.1964768503706913,0.14491837525227544
overall,210,280,0.1405563627664135,0.0778349928076967,0.19578340538191,0.15275419783065716
