"fold","best_iter","pr_auc","roc_auc","pr_auc_baseline","roc_auc_baseline","lift_1pct_globale"
1,0,0.846151326873462,0.837735849056604,0.846151326873462,0.837735849056604,17.8571428571429
2,0,0.891281397713041,0.866846361185984,0.891281397713041,0.866846361185984,17.8571428571429
3,0,0.899715134616331,0.881318681318681,0.899715134616331,0.881318681318681,17.8571428571429
4,1,0.90501141252891,0.898901098901099,0.845027586854165,0.825686813186813,17.8571428571429
