fold,n_P,n_N,ece_raw,ece_calib,brier_raw,brier_calib
0,53,70,0.31470269492999825,0.06457888014707054,0.3265265721670858,0.22969179399226997
1,53,70,0.3046944765828821,0.1148449527520574,0.3339362751889919,0.24042714616256777
2,52,70,0.33562944282772905,0.06859010698367338,0.3539625308619944,0.2392942069315538
3,52,70,0.33409322883698006,0.028716899508765083,0.3450039475020421,0.23379994594187145
overall,210,280,0.3189517321243077,0.04540973916161624,0.3398180420106327,0.23580023732572022
