fold,a,b,se_a,se_b,n_P,n_N,note
0,1.9260857547505823,-1.1908122765400677,0.6061887445844135,0.14274292808787165,196.0,454.0,per-fold
1,0.6449056570990694,-0.9703668511924288,0.6435012637949938,0.15109358985127133,195.0,455.0,per-fold
2,0.9742128642349633,-1.022532144242231,0.639964512737754,0.1436579380630199,194.0,454.0,per-fold
3,0.6115298721454392,-0.9442311112783943,0.7055944637366843,0.1487189497564112,196.0,454.0,per-fold
mean,1.0391835370575135,-1.0319855958132804,0.613503446285662,0.11077454807239236,,,cross-fold mean (se_a/se_b = cross-fold SD)
global,1.0790196629761197,-1.039015300590403,0.3217987435362344,0.07303530840575026,781.0,1817.0,global fit su tutti gli OOF labeled
