fold,n_P,n_N,ece_raw,ece_calib,brier_raw,brier_calib
0,196,454,0.14936835778543733,0.008801851776204067,0.22938802946879402,0.20782893917281986
1,195,455,0.11975501797548002,0.023661750394528662,0.23494634685681567,0.20972213768085926
2,194,454,0.149641372526443,0.023922199074073128,0.2355549519615503,0.20891332190792317
3,196,454,0.146787293234058,0.003167338277580448,0.2388375445371746,0.2104680950738832
overall,781,1817,0.1382653662779145,0.011989253476287985,0.23468104597070608,0.20923336964944178
