fold,gamma,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,0.0,16.836734693877553,14.795918367346939,11.428571428571427,0.2885542472686966,0.4432032724984267
1,0.0,11.282051282051283,11.538461538461538,11.897435897435898,0.2696709761226175,0.42085657931811776
2,0.0,17.010309278350515,13.144329896907216,11.649484536082474,0.2839981324315629,0.4261887460829284
3,0.0,14.285714285714286,13.520408163265307,11.428571428571427,0.27246795662166556,0.4107423806527016
0,0.05,17.857142857142858,15.306122448979592,11.73469387755102,0.30822197004733837,0.46365638766519823
1,0.05,13.846153846153847,13.846153846153847,11.794871794871796,0.2835148234135548,0.453767258382643
2,0.05,17.010309278350515,13.659793814432991,11.958762886597937,0.29988952103276645,0.44427539851946046
3,0.05,16.836734693877553,13.010204081632653,11.326530612244897,0.28178154110138787,0.4279140070124966
0,0.1,18.877551020408163,15.816326530612246,11.63265306122449,0.3229526073465608,0.4777488087746111
1,0.1,14.871794871794872,14.35897435897436,12.102564102564102,0.2940542905204604,0.4757903634826712
2,0.1,17.010309278350515,14.175257731958764,12.06185567010309,0.31259860525539507,0.45718470411916984
3,0.1,14.795918367346939,13.775510204081632,11.428571428571427,0.28798187886703186,0.4399049267284006
0,0.2,20.408163265306122,16.071428571428573,11.73469387755102,0.3501176672887507,0.4971343162815787
1,0.2,16.410256410256412,14.615384615384615,12.512820512820513,0.31269696281066994,0.505708650324035
2,0.2,17.52577319587629,14.690721649484537,12.268041237113401,0.3262949121936646,0.47583904809482724
3,0.2,14.795918367346939,14.540816326530612,11.63265306122449,0.30015036698749487,0.4548963858671221
0,0.33,20.408163265306122,16.071428571428573,11.73469387755102,0.37582462736439626,0.5153398363750786
1,0.33,16.923076923076923,15.897435897435898,12.615384615384615,0.33574639093792213,0.5278444632290786
2,0.33,17.52577319587629,14.43298969072165,12.371134020618555,0.33836797012358,0.4923021027294609
3,0.33,14.795918367346939,14.03061224489796,11.63265306122449,0.31176469919500843,0.46777510563696845
0,0.5,20.408163265306122,17.091836734693878,11.63265306122449,0.3963764546934318,0.5299042524498787
1,0.5,17.435897435897438,15.897435897435898,12.205128205128204,0.3604132586115801,0.5487292194984503
2,0.5,17.010309278350515,14.43298969072165,12.06185567010309,0.34632475818794106,0.5088900495027022
3,0.5,14.795918367346939,13.775510204081632,11.530612244897958,0.325467376956759,0.482137238155174
0,0.66,21.42857142857143,16.836734693877553,11.73469387755102,0.4115624437849857,0.5408837543828104
1,0.66,18.461538461538463,15.64102564102564,11.794871794871796,0.38265063256786114,0.5630205691744153
2,0.66,17.010309278350515,14.948453608247423,11.855670103092782,0.3565946511615085,0.5228325537036196
3,0.66,15.306122448979592,13.010204081632653,11.326530612244897,0.3378868760226579,0.49175694506877643
0,0.8,20.918367346938776,16.581632653061224,11.938775510204081,0.4225080914383355,0.5476490155533579
1,0.8,18.461538461538463,15.64102564102564,11.692307692307692,0.3986980316479606,0.5738517892364046
2,0.8,17.010309278350515,15.721649484536083,11.649484536082474,0.365725233781717,0.5317226032063218
3,0.8,13.775510204081632,13.26530612244898,10.816326530612244,0.3487529393344967,0.4983873505349276
0,0.9,20.408163265306122,16.071428571428573,11.73469387755102,0.4314640585280674,0.5530207677784771
1,0.9,17.435897435897438,15.128205128205128,11.794871794871796,0.4033502467191934,0.5781910397295013
2,0.9,17.010309278350515,15.721649484536083,11.649484536082474,0.37263921411344836,0.53783096416731
3,0.9,13.775510204081632,13.26530612244898,10.510204081632653,0.35474280956706394,0.5029050166322035
0,1.0,20.408163265306122,15.561224489795919,11.73469387755102,0.4335283573059333,0.5550548413197878
1,1.0,17.94871794871795,14.615384615384615,11.487179487179487,0.41257471632441134,0.5837588052972669
2,1.0,15.97938144329897,15.97938144329897,11.546391752577318,0.3799301781388497,0.5427471728961352
3,1.0,13.26530612244898,12.755102040816327,10.306122448979592,0.3586901162824288,0.5065910725523689
