gamma,lift@1%_mean,lift@1%_sd,lift@2%_mean,lift@2%_sd,lift@5%_mean,lift@5%_sd,pr_auc_mean,pr_auc_sd,roc_auc_mean,roc_auc_sd
0.1,10.125111460792029,12.340324086889783,6.2682008916863365,5.433339678029777,3.2714739050616313,1.6648203197413534,0.6960362189532946,0.020964438017589508,0.752869260468277,0.022913153663186026
0.2,9.498964070285865,6.051602297734296,5.451901389981642,2.4457358885931524,2.823018620508786,0.7536127701080927,0.6963807741258154,0.018260733516975287,0.7540459560375811,0.025117048720713523
0.3,5.85507474429583,2.6836003501511136,3.7315827432467876,0.6178081804656613,2.6210674009965906,0.6092887011567995,0.7099329993316282,0.028898463349873994,0.7628779499677085,0.029215669773943385
0.4,8.286008392341989,5.819818031246891,4.643810647783898,2.829319662419272,3.4334251245738265,1.9480218746333948,0.6874959830541969,0.02449424188157668,0.7529909503907037,0.020782458475235036
0.5,5.245423551009704,2.7697723852360694,3.8340545502229215,1.508076367184666,2.743330710726462,0.5207632486463867,0.7095646240743784,0.03499815211113408,0.7612830183681506,0.028477988471349757
0.6,14.942958300550748,13.490797894567608,8.277930763178599,5.912766323326323,3.754720692368214,1.9042618688591515,0.6794103309574353,0.019625574235261532,0.7443046384006085,0.026619188591304983
0.7,3.6388670338316285,3.1285100341361365,2.5283569367951744,1.8236733311055642,2.4997718332022028,0.5642258788100841,0.6886179161843922,0.027836659286666926,0.7460389781034302,0.030894302143980788
0.8,3.4340283241542093,1.6784464005328201,4.828330710726462,2.447035630959624,2.741389981641752,0.5839654610922107,0.6974177873089888,0.030193625603121083,0.7556362096567667,0.036939073059371864
0.9,3.8340545502229215,1.6781729646322943,3.630815630736953,1.444733639896256,2.7397718332022034,0.9457784460800541,0.7090522229987052,0.029172641736585687,0.7641337824596499,0.03331080835447112
1.0,4.246984002098086,3.3286983131679406,4.135654340414371,1.0250902645920292,2.661723052714398,0.8196305198809325,0.7102690007771459,0.02981935162207453,0.7662708680656543,0.033622284981703436
