gamma,lift@1%_mean,lift@1%_sd,lift@2%_mean,lift@2%_sd,lift@5%_mean,lift@5%_sd,pr_auc_mean,pr_auc_sd,roc_auc_mean,roc_auc_sd
0.0,14.853702384998408,2.6871715310975954,13.24977949149525,1.3420772524682554,11.601015822665307,0.22337428605827248,0.27867282811113564,0.009046824122246827,0.4252477446380436,0.01357662674941075
0.05,16.387585168881195,1.7519506822955428,13.955568547799771,0.9690483448067198,11.703714792816411,0.26869235129277136,0.29335196389876184,0.012838753220552864,0.4474032628949496,0.015212704490741002
0.1,16.388893384475125,1.9509597505176732,14.53151720640675,0.8905005024262154,11.806411065615777,0.3296023880714686,0.304396845497362,0.016207043056006606,0.4626572007762132,0.01777498981396543
0.2,17.28502780969644,2.364517162292328,14.979587790707084,0.7304620201584403,12.037052172177356,0.4221653078069403,0.322314977320145,0.02139007250564741,0.48339460014189073,0.022773751108948265
0.33,17.41323293790157,2.314653426597519,15.10811660112102,1.0275872852622472,12.08846639369467,0.47974458027018735,0.34042592190522675,0.026461715811333407,0.5008153769926467,0.026493186501850268
0.5,17.412572086725255,2.308159630184722,15.299443131733264,1.488106549633746,11.857562295338436,0.3266079932138191,0.3571454621124279,0.029834755936669292,0.5174151899015513,0.02859928338945643
0.66,18.051635404360002,2.5944761138987027,15.109104506195816,1.6019610755061988,11.677941596940123,0.2394233312263745,0.3721736508842533,0.03203920678453434,0.5296234555824055,0.030122806930729905
0.8,17.541431322727345,2.984099336840341,15.30240347526798,1.4232152685157875,11.524223567301624,0.488846980590307,0.3839210740506275,0.03304140175202564,0.537902689632753,0.03155410234036246
0.9,17.157470045908926,2.714395996741055,15.04664732665469,1.2497509983432216,11.422313572534485,0.6109913949382818,0.3905490822319433,0.03386619571054888,0.5429869470768729,0.031480951940826056
1.0,16.900392194943006,3.0257536982371933,14.727773147323957,1.4335535036385756,11.268596891571853,0.6502696335330868,0.39618084201290577,0.03333283969126026,0.5470379730163897,0.03197422098927364
