fold,gamma,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,0.0,16.9811320754717,12.264150943396226,10.566037735849056,0.3826456317108926,0.4393530997304583
1,0.0,20.754716981132074,16.037735849056602,9.811320754716979,0.45220125919774673,0.46307277628032345
2,0.0,25.0,16.346153846153847,11.538461538461538,0.5094152451031277,0.5104395604395604
3,0.0,19.23076923076923,13.461538461538462,9.615384615384615,0.41521602051218154,0.4285714285714286
0,0.05,16.9811320754717,11.320754716981131,10.188679245283017,0.3997123278472082,0.45902964959568743
1,0.05,22.641509433962263,15.094339622641508,9.811320754716979,0.47797217695520844,0.4738544474393532
2,0.05,23.076923076923077,17.307692307692307,11.923076923076923,0.5382903547081637,0.5274725274725275
3,0.05,19.23076923076923,14.423076923076923,10.0,0.4401484590795666,0.4401098901098901
0,0.1,16.9811320754717,12.264150943396226,10.566037735849056,0.4176994137762311,0.4714285714285714
1,0.1,24.528301886792452,15.094339622641508,9.811320754716979,0.4945565039980395,0.4827493261455526
2,0.1,23.076923076923077,17.307692307692307,11.923076923076923,0.5587647047669052,0.5406593406593407
3,0.1,19.23076923076923,15.384615384615383,10.0,0.4540460808926719,0.4494505494505494
0,0.2,20.754716981132074,12.264150943396226,10.188679245283017,0.43062346007186136,0.4905660377358491
1,0.2,24.528301886792452,15.094339622641508,10.188679245283017,0.5275318445024861,0.4983827493261455
2,0.2,23.076923076923077,17.307692307692307,11.923076923076923,0.5804422479813319,0.5560439560439561
3,0.2,19.23076923076923,15.384615384615383,9.615384615384615,0.4812719638094223,0.4675824175824176
0,0.33,20.754716981132074,12.264150943396226,10.188679245283017,0.45229742427587716,0.5142857142857142
1,0.33,24.528301886792452,15.094339622641508,10.566037735849056,0.5509358363192884,0.5175202156334231
2,0.33,25.0,17.307692307692307,11.923076923076923,0.5980947970265023,0.5708791208791208
3,0.33,19.23076923076923,13.461538461538462,9.615384615384615,0.498398391453458,0.48241758241758237
0,0.5,20.754716981132074,13.20754716981132,10.188679245283017,0.4730457497063564,0.5320754716981132
1,0.5,24.528301886792452,15.094339622641508,10.566037735849056,0.5688093374422922,0.5328840970350404
2,0.5,25.0,17.307692307692307,11.923076923076923,0.6187252441655278,0.5909340659340659
3,0.5,19.23076923076923,16.346153846153847,9.23076923076923,0.5226826906165756,0.5021978021978022
0,0.66,20.754716981132074,14.150943396226415,9.811320754716979,0.49207765503519746,0.5495956873315363
1,0.66,24.528301886792452,15.094339622641508,10.566037735849056,0.5789126682585555,0.5423180592991913
2,0.66,25.0,17.307692307692307,11.153846153846153,0.6378678846009985,0.6076923076923078
3,0.66,19.23076923076923,15.384615384615383,9.23076923076923,0.5357229219764565,0.5098901098901099
0,0.8,20.754716981132074,14.150943396226415,9.811320754716979,0.5050480227563086,0.5601078167115903
1,0.8,24.528301886792452,15.094339622641508,9.433962264150942,0.5909565471495218,0.5514824797843666
2,0.8,25.0,16.346153846153847,11.538461538461538,0.6505079663149568,0.6184065934065934
3,0.8,17.307692307692307,15.384615384615383,9.23076923076923,0.5395522145333806,0.5142857142857142
0,0.9,20.754716981132074,14.150943396226415,9.811320754716979,0.5139310098068918,0.5679245283018869
1,0.9,24.528301886792452,15.094339622641508,9.433962264150942,0.5927942001482507,0.5574123989218328
2,0.9,25.0,16.346153846153847,11.538461538461538,0.6540265099263693,0.6222527472527473
3,0.9,17.307692307692307,14.423076923076923,8.846153846153847,0.5452514071788126,0.5192307692307693
0,1.0,20.754716981132074,14.150943396226415,9.811320754716979,0.5212669906059806,0.5754716981132075
1,1.0,24.528301886792452,15.094339622641508,9.811320754716979,0.6018834793911617,0.5652291105121294
2,1.0,23.076923076923077,16.346153846153847,11.538461538461538,0.6570843881928647,0.6291208791208791
3,1.0,17.307692307692307,15.384615384615383,9.23076923076923,0.5523700161668924,0.5296703296703297
