fold,gamma,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,0.0,5.660377358490566,5.660377358490566,4.9056603773584895,0.3546851908657901,0.34676549865229106
1,0.0,5.660377358490566,8.49056603773585,5.660377358490566,0.39102648058663103,0.39892183288409705
2,0.0,11.538461538461538,7.692307692307692,6.153846153846153,0.4017726055035959,0.3813186813186813
3,0.0,11.538461538461538,7.692307692307692,5.0,0.37877707745663725,0.3192307692307692
0,0.05,7.547169811320754,5.660377358490566,3.773584905660377,0.4444192265798299,0.43814016172506737
1,0.05,7.547169811320754,4.716981132075471,4.528301886792452,0.46386277885281485,0.47371967654986524
2,0.05,7.692307692307692,3.846153846153846,3.846153846153846,0.43235858375375197,0.44065934065934065
3,0.05,7.692307692307692,5.769230769230769,3.4615384615384612,0.4172174167291528,0.34848901098901097
0,0.1,7.547169811320754,5.660377358490566,3.3962264150943393,0.4425336977134505,0.4358490566037736
1,0.1,7.547169811320754,4.716981132075471,4.9056603773584895,0.4657015547649914,0.4774932614555256
2,0.1,7.692307692307692,3.846153846153846,4.230769230769231,0.44095236158438256,0.43997252747252746
3,0.1,7.692307692307692,5.769230769230769,3.4615384615384612,0.4159590081292042,0.34986263736263734
0,0.2,7.547169811320754,5.660377358490566,3.3962264150943393,0.4410469445701783,0.4288409703504043
1,0.2,7.547169811320754,4.716981132075471,4.9056603773584895,0.4600506898788143,0.4667115902964959
2,0.2,5.769230769230769,4.8076923076923075,4.615384615384615,0.43661423293497253,0.44175824175824185
3,0.2,7.692307692307692,4.8076923076923075,3.0769230769230766,0.4082649194156718,0.33832417582417584
0,0.33,7.547169811320754,5.660377358490566,3.773584905660377,0.44681173549639897,0.43989218328840973
1,0.33,7.547169811320754,4.716981132075471,4.9056603773584895,0.46100064209230024,0.4726415094339623
2,0.33,7.692307692307692,3.846153846153846,4.615384615384615,0.4320686822572199,0.4361263736263736
3,0.33,7.692307692307692,4.8076923076923075,3.4615384615384612,0.41131430519158085,0.3490384615384615
0,0.5,7.547169811320754,5.660377358490566,3.773584905660377,0.4437883822268307,0.43180592991913747
1,0.5,7.547169811320754,4.716981132075471,5.283018867924528,0.45874942510496314,0.46900269541778977
2,0.5,5.769230769230769,3.846153846153846,4.615384615384615,0.4368670327586815,0.43695054945054945
3,0.5,7.692307692307692,4.8076923076923075,3.4615384615384612,0.4084371660007413,0.34423076923076923
0,0.66,7.547169811320754,5.660377358490566,3.773584905660377,0.4497521098126353,0.440566037735849
1,0.66,7.547169811320754,4.716981132075471,4.9056603773584895,0.4616950544987194,0.47601078167115907
2,0.66,7.692307692307692,3.846153846153846,4.230769230769231,0.43300271021862075,0.4383241758241758
3,0.66,7.692307692307692,4.8076923076923075,3.4615384615384612,0.41084674532874127,0.3479395604395604
0,0.8,7.547169811320754,5.660377358490566,4.150943396226414,0.44331202481763626,0.43153638814016176
1,0.8,7.547169811320754,4.716981132075471,5.283018867924528,0.46036550348331295,0.4719676549865229
2,0.8,5.769230769230769,3.846153846153846,4.230769230769231,0.42947705873808095,0.43859890109890115
3,0.8,7.692307692307692,4.8076923076923075,3.0769230769230766,0.4085174356522718,0.3453296703296703
0,0.9,7.547169811320754,5.660377358490566,4.150943396226414,0.4449110230421811,0.44097035040431265
1,0.9,7.547169811320754,4.716981132075471,5.283018867924528,0.4611956301360711,0.4747978436657682
2,0.9,7.692307692307692,3.846153846153846,4.615384615384615,0.4339134484140536,0.4366758241758242
3,0.9,7.692307692307692,4.8076923076923075,3.0769230769230766,0.40740571313009605,0.34587912087912087
0,1.0,7.547169811320754,5.660377358490566,4.150943396226414,0.442843846636699,0.434366576819407
1,1.0,7.547169811320754,5.660377358490566,5.283018867924528,0.4599504870441467,0.4691374663072776
2,1.0,7.692307692307692,3.846153846153846,4.615384615384615,0.4281327346807963,0.43392857142857144
3,1.0,7.692307692307692,4.8076923076923075,3.0769230769230766,0.4061923040280238,0.34175824175824177
