gamma,lift@1%_mean,lift@1%_sd,lift@2%_mean,lift@2%_sd,lift@5%_mean,lift@5%_sd,pr_auc_mean,pr_auc_sd,roc_auc_mean,roc_auc_sd
0.0,13.568973981345115,1.2383114919976297,11.971646112846408,1.2214450069956746,9.50051519418235,0.13537080438921467,0.277153734700618,0.008252738302811714,0.416324152279933,0.0049888451273219225
0.05,10.883854731424687,1.4132287999152715,9.282241445348957,0.7513656166480328,7.325196771809438,0.5796201543650528,0.3371312995181672,0.004852346909029793,0.5301206476646088,0.020028459744936514
0.1,10.885169690397968,1.6546065794004157,9.090591232527904,1.1132117354118805,7.248140175975227,0.4440602077798957,0.3379257386762386,0.004388847737110941,0.5300628455134139,0.018890500650308357
0.2,10.628759433987712,2.0327129163889257,8.963694319916707,0.7678760490075991,7.376217179972702,0.5021436223328564,0.337028547249695,0.0037873548482324788,0.5313365360413713,0.020669708408133893
0.33,11.14092583901126,1.3616646482359103,8.897953114632054,1.3207737156102213,7.427238936811838,0.609496948780791,0.3365901011176669,0.005875289359389814,0.5302105118139098,0.020894561745550235
0.5,10.885169690397968,1.302493805335238,8.70662658401981,1.200582348769002,7.453009435336387,0.4206262697344732,0.3369274055373718,0.006467522799116125,0.5305185624911967,0.020869403577881817
0.66,10.88648464937125,1.5056727911260919,8.833847178839816,1.1249475392745558,7.351100789245118,0.541203073790607,0.3373684990472784,0.008010539382507217,0.5310745117388428,0.02200226524304213
0.8,10.629413541784677,1.4946230930105915,8.643505181612692,1.0194926719289619,7.45314025689578,0.4151452923973386,0.33762778891244594,0.007727421374860664,0.5307208281450445,0.021907724510831013
0.9,10.628098582811397,1.3563081071231369,8.514642573920923,1.1517554202428162,7.453403248690435,0.46910667375399273,0.3371384776412448,0.008199073637094916,0.5311178935149223,0.02202237743312751
1.0,10.629413541784675,1.5515917612042673,8.515957532894205,1.3405463793061825,7.504817470207749,0.5023372816557853,0.3372220908441824,0.007979872665446171,0.5311510604572098,0.022613863601098294
