gamma,lift@1%_mean,lift@1%_sd,lift@2%_mean,lift@2%_sd,lift@5%_mean,lift@5%_sd,pr_auc_mean,pr_auc_sd,roc_auc_mean,roc_auc_sd
0.0,14.59399461608593,2.084177375946523,13.509150091440224,1.0245290755367136,11.113828243430598,0.17760521140073304,0.2794649639457236,0.012995238526510229,0.4269185621232015,0.017137518483265862
0.05,15.236348702843548,2.44493421269709,13.956229398976086,0.42820011583320583,11.396672546893459,0.46003828576172817,0.29013221836878744,0.015226923989438389,0.4416613665167449,0.017571810650504185
0.1,14.853688898239708,2.1755479385205665,14.786615875533403,0.6739629339532947,11.600096025721946,0.20690167292562883,0.2950328703109031,0.015100770490177618,0.4544910129360967,0.016974908626236986
0.2,15.364553831048678,2.5358450072108236,14.916466388299966,0.20690625147357333,11.702532004078396,0.1685016078369786,0.30702929348176117,0.018830946214549435,0.47225634743923794,0.020295061274750285
0.33,15.367163518857186,1.792438207768687,15.363879493113659,0.8819229705141031,11.625869221598233,0.14374260310321857,0.31278852148966463,0.021651924789271703,0.48109081313289725,0.019161984786830767
0.5,15.367824370033503,1.8488260925012585,14.46872622958779,0.9424362374821325,11.83100012407818,0.26601639820950274,0.3279076594648319,0.024304461469861396,0.49174860211117133,0.021860825603504212
0.66,16.003610405304073,1.6660696166632407,14.598907167942516,0.8063266379512024,11.70266147696192,0.2602919345204764,0.3409267067814772,0.028234515559202988,0.5035257585880394,0.0208098892864047
0.8,15.753761457001517,2.4502384211931387,14.534801232150274,1.200914550030119,11.625474059568315,0.46664078837420864,0.34733841369785634,0.03127052816993953,0.5107736851551912,0.0241047691649217
0.9,17.417831922618372,3.337677616389857,14.276742219488906,0.9641438836290506,11.727517573246587,0.5495659884870364,0.35398049707871293,0.02699578072875636,0.5117736248815823,0.021367927912488684
1.0,17.286990133087336,1.7540641884300139,14.086079911742651,0.9401094921742573,11.651120479912821,0.3935253645443232,0.354014283600662,0.03273918695827059,0.512656357873218,0.025502201747714
