gamma,lift@1%_mean,lift@1%_sd,lift@2%_mean,lift@2%_sd,lift@5%_mean,lift@5%_sd,pr_auc_mean,pr_auc_sd,roc_auc_mean,roc_auc_sd
0.1,20.863570391872276,20.077742024819603,10.672169811320753,9.900568333023134,4.840348330914368,3.6205526118688462,0.8592336785269443,0.030786710444621296,0.8455596879535558,0.031865375408404395
0.2,8.09143686502177,2.8315838918906633,4.517416545718432,1.16854397911098,2.7594339622641506,0.6376266559886083,0.8650798692115239,0.02007145362674518,0.8488460242587601,0.01865566685363652
0.3,7.628809869375907,5.6741900829895355,5.469883889695209,3.254985294471502,2.7612481857764877,1.3408376006586362,0.8747045564251243,0.019833211196695413,0.859435906075057,0.019534159146391845
0.4,9.560957910014514,4.760185083090131,5.968795355587807,2.17379006540383,3.2383889695210444,0.9035998782349407,0.8833056680560598,0.02313354241505518,0.8681713922869583,0.02125792320455597
0.5,10.495283018867925,4.561596764456671,6.68087808417997,2.3855199599434367,3.7119013062409283,1.0350766555705342,0.8762982767178824,0.020170131427666337,0.8630209413228281,0.021745312255373902
0.6,9.52467343976778,4.400704449916736,6.191037735849056,0.5541307068707462,3.3327285921625536,0.7791028624127694,0.8752927355688851,0.019398509982207213,0.8619706354965788,0.018228701733352407
0.7,8.590348330914368,4.018617699346136,6.6582002902757615,3.6072798164261086,3.421625544267053,1.300658662760545,0.8748030189051527,0.019152165760044186,0.8608775658303961,0.0196479467939304
0.8,5.24310595065312,5.006424210158167,4.99365021770682,3.671950592451824,3.3254716981132066,1.5799862758677599,0.8767043068281812,0.013547871974454895,0.8629438368235538,0.012417589308244303
0.9,8.109579100145137,2.891927668479904,5.238570391872278,0.5529414774783916,3.4270682148040637,0.820561348130464,0.8768948601087925,0.013166292462615595,0.8621604810284056,0.011701975569677689
1.0,5.234034833091437,5.01447134226524,3.80533381712627,3.0238404058113177,3.1367924528301883,1.3578264159751905,0.8733244232497892,0.014538274204209202,0.8552133008500934,0.010933498959671968
