fold,gamma,lift@1%,lift@2%,lift@5%,pr_auc,roc_auc
0,0.05,9.693877551020408,5.86734693877551,3.6734693877551017,0.6177339815432101,0.6990694956396656
1,0.05,5.641025641025641,3.3333333333333335,1.8461538461538463,0.5768796188571446,0.6995660749506903
2,0.05,6.701030927835052,4.639175257731959,1.9587628865979378,0.6122999777257778,0.7275080612198555
3,0.05,12.755102040816327,6.377551020408164,5.1020408163265305,0.4989399082392335,0.6569439449788727
0,0.1,11.73469387755102,5.86734693877551,3.1632653061224487,0.5574770648576178,0.672120830711139
1,0.1,6.666666666666667,3.3333333333333335,1.9487179487179487,0.5571908543001856,0.6883967314736545
2,0.1,7.216494845360825,3.865979381443299,2.0618556701030926,0.611662695866285,0.7306076570234796
3,0.1,11.224489795918368,5.612244897959184,2.2448979591836733,0.5549022385550528,0.6758574575204531
0,0.2,9.693877551020408,6.122448979591836,3.36734693877551,0.6180990773589126,0.6913040546615121
1,0.2,5.641025641025641,3.3333333333333335,1.8461538461538463,0.5571257354893957,0.6888926458157227
2,0.2,3.6082474226804124,3.6082474226804124,2.0618556701030926,0.6252753847428305,0.7384418002634089
3,0.2,10.204081632653061,11.479591836734695,4.591836734693877,0.5543058531278371,0.6806055021127393
0,0.33,9.183673469387756,4.846938775510204,3.061224489795918,0.5932953378701253,0.685583925200036
1,0.33,6.153846153846154,3.3333333333333335,1.9487179487179487,0.5925872225028963,0.706756832910679
2,0.33,6.701030927835052,4.381443298969073,2.474226804123711,0.6382261583305538,0.7494890776147871
3,0.33,11.224489795918368,5.612244897959184,2.2448979591836733,0.5603143354139961,0.688944079834577
0,0.5,9.183673469387756,6.377551020408164,3.4693877551020407,0.6162568833316447,0.6926526117054751
1,0.5,6.153846153846154,3.3333333333333335,1.5384615384615385,0.5811405552168118,0.7016398985629755
2,0.5,5.670103092783505,4.639175257731959,2.268041237113402,0.6447793533529277,0.7441981924701393
3,0.5,10.204081632653061,6.122448979591836,2.9591836734693877,0.5681244517689111,0.6878989481255056
0,0.66,8.673469387755102,4.846938775510204,3.36734693877551,0.5863659388598027,0.6908208217207588
1,0.66,4.615384615384616,3.3333333333333335,2.051282051282051,0.5851694373472076,0.7098055790363482
2,0.66,5.670103092783505,4.123711340206186,2.268041237113402,0.632922749294329,0.745310867886825
3,0.66,11.73469387755102,5.86734693877551,3.4693877551020407,0.5511263523014834,0.6846174593185292
0,0.8,3.061224489795918,6.63265306122449,3.265306122448979,0.5620458795747346,0.6605457160837904
1,0.8,5.128205128205129,3.3333333333333335,1.8461538461538463,0.5726519255270325,0.7062496477881093
2,0.8,6.185567010309279,4.381443298969073,1.8556701030927834,0.6177119838326967,0.7288478132521914
3,0.8,11.73469387755102,5.86734693877551,4.591836734693877,0.5411575358508313,0.6638440618538164
0,0.9,8.673469387755102,5.357142857142858,2.9591836734693877,0.5831111772251117,0.68106625910276
1,0.9,6.153846153846154,3.58974358974359,1.7435897435897436,0.5767388867600354,0.7016849816849817
2,0.9,4.123711340206186,3.865979381443299,2.268041237113402,0.6174437357143981,0.7209455470275671
3,0.9,11.73469387755102,5.86734693877551,4.591836734693877,0.5405141006012067,0.6630574035781712
0,1.0,9.693877551020408,6.377551020408164,3.36734693877551,0.6232256538599138,0.6990582576642991
1,1.0,6.153846153846154,3.3333333333333335,1.7435897435897436,0.5665250521452063,0.6939588616511694
2,1.0,5.154639175257732,3.6082474226804124,2.0618556701030926,0.6128461006564434,0.7234206821381532
3,1.0,11.73469387755102,5.86734693877551,4.591836734693877,0.5260044999953205,0.6454924480805537
