gamma,lift@1%_mean,lift@1%_sd,lift@2%_mean,lift@2%_sd,lift@5%_mean,lift@5%_sd,pr_auc_mean,pr_auc_sd,roc_auc_mean,roc_auc_sd
0.0,20.49165457184325,3.3817145735868372,14.527394775036283,1.9872373655509137,10.382801161103046,0.8726672828454566,0.43986953913098714,0.05437845192009944,0.4603592162554427,0.03636447285888387
0.05,20.482583454281567,2.8993539551484724,14.536465892597967,2.4728239164826227,10.48076923076923,0.9738015462188037,0.4640308296475367,0.058923893073375345,0.47511662865436455,0.03753663047048288
0.1,20.954281567489115,3.4658159155341335,15.012699564586356,2.078981937569625,10.57510885341074,0.954152792619547,0.4812666758584619,0.06045472580258176,0.48607194692100353,0.03892890341148874
0.2,21.897677793904208,2.361465876615749,15.012699564586356,2.078981937569625,10.478955007256893,0.9999603267878819,0.5049673790912754,0.06401588848041195,0.5031437901720921,0.03761163887245792
0.33,22.378447024673438,2.8307119645745673,14.531930333817124,2.184011665691173,10.573294629898403,0.9810683787718629,0.5249316122687815,0.06326876097144264,0.5212756583039602,0.03666704345897355
0.5,22.378447024673438,2.8307119645745673,15.488933236574745,1.770417863861407,10.477140783744556,1.1158384133852872,0.545815755482688,0.062383520211973936,0.5395228592162554,0.03712954260314529
0.66,22.378447024673438,2.8307119645745673,15.484397677793904,1.3247144875869485,10.190493468795355,0.8433908647967585,0.561145282467802,0.06223255109679936,0.5523740410532862,0.040717879158363356
0.8,21.897677793904208,3.6018010481650147,15.244013062409287,0.9040071448655468,10.003628447024674,1.0511146139775085,0.571516187688542,0.06339648043821541,0.5610706510470661,0.043085576365102206
0.9,21.897677793904208,3.6018010481650147,15.003628447024674,0.9788964590295234,9.907474600870827,1.1575807574622532,0.5765007817650811,0.061011511986071694,0.5667051109268091,0.04253310277894581
1.0,21.416908563134978,3.149633445643966,15.244013062409287,0.9040071448655468,10.09796806966618,0.9985637396049514,0.5831512185892249,0.05942544701287241,0.5748730043541365,0.041148012661331584
