fold,copertura_marginale,copertura_classe1,copertura_classe0,ampiezza_media,frac_singleton,frac_ambiguo,frac_vuoto,n1_test,n0_test
0,0.9516129032258065,0.9259259259259259,0.9714285714285714,1.6129032258064515,0.3870967741935484,0.6129032258064516,0.0,27,35
1,0.967741935483871,0.9615384615384616,0.9722222222222222,1.5,0.5,0.5,0.0,26,36
2,0.8688524590163934,0.8928571428571429,0.8484848484848485,1.2950819672131149,0.7049180327868853,0.29508196721311475,0.0,28,33
3,0.9180327868852459,0.9565217391304348,0.8947368421052632,1.4918032786885247,0.5081967213114754,0.4918032786885246,0.0,23,38
mean_oof,0.9265600211528292,0.9342108173629913,0.9217181210602263,1.4749471179270228,0.5250528820729773,0.4749471179270227,0.0,104,142
