cig,fold,label,score_raw,score_calib_pf,score_calib_gl
0123031862,1.0,,0.4833890737625469,0.5364792256490215,0.5160791573775949
011473062F,3.0,,0.46799539815494673,0.5145441513177225,0.4961591648860917
0121185505,0.0,,0.7408089031428854,0.8344469376008591,0.8017325881543701
0113227DDC,0.0,,0.7389145885665712,0.8329458061664482,0.8001689148564071
0113728B4D,0.0,,0.7286023534402482,0.8245827411374491,0.791494527323099
0121505D15,1.0,,0.44733193919452585,0.4850268781468523,0.46945035417852454
01247860AA,1.0,,0.4814796022360336,0.5337642659639938,0.5136097160057392
0115109EEF,2.0,,0.5724023212366726,0.6581223606883163,0.6283663368890268
0126155A63,1.0,,0.48686631426220645,0.5414176370579123,0.5205740293410418
011820168B,3.0,,0.6298919634970126,0.727806892658946,0.6948460105257698
131297908C,1.0,,0.5541282528644494,0.6342495649814371,0.6060166314839964
0116292F2D,3.0,,0.6792069797367714,0.7799521173153061,0.7461546514435157
01136467A3,2.0,,0.6894674595961613,0.7898517171331293,0.7560847118529456
012053087E,2.0,,0.6560197933819576,0.7563662048408929,0.7227519423994617
0107424914,2.0,,0.7014335390101079,0.800979064664324,0.7673286289096616
0123168970,2.0,,0.7799265282969008,0.863073653978816,0.8319756501156925
0115827F72,2.0,,0.6956954945578486,0.7956993288883643,0.7619823889388155
0114221226,2.0,,0.608504731449361,0.7029288051744451,0.6708736199704392
01129243D4,0.0,1.0,0.7633395387590384,0.8514795459538889,0.8196256492589623
0118908DF8,3.0,,0.7250175386354893,0.8215993145496372,0.78841485142432
0118135016,3.0,,0.49649330636330297,0.5550446888914538,0.5329988203613913
077985223A,3.0,,0.502122724380233,0.562976300084249,0.5402463312930513
34645182B2,3.0,,0.5270174531433695,0.5976150598183215,0.5720523348919759
01050122A4,2.0,,0.9610010617602537,0.9466472412682941,0.9267107588311623
0119540785,1.0,,0.5925724935453739,0.6835689122067452,0.6524096519760968
0120954664,1.0,,0.4290931104338098,0.45905298845638215,0.44601512086862327
01190925D2,2.0,,0.7292898815483618,0.8251504194964225,0.7920813870986534
01157407A9,2.0,,0.7279239572085936,0.8240211815756844,0.7909142673390536
22389296A7,2.0,,0.6295985983051761,0.7274745951000384,0.694523848719546
01211632DE,3.0,,0.848838051676027,0.9033422781204955,0.8761527281277326
0113286E8C,2.0,,0.6259062853365005,0.7232706554985969,0.6904528858618703
0114455340,0.0,,0.27548961212061396,0.26074749655213203,0.26657227910106757
01156540B3,0.0,,0.750361421217359,0.8418523387601561,0.8094773419162479
0117042A1A,0.0,,0.7598795247873226,0.848961215016187,0.8169619832111896
0117360089,0.0,,0.7094221892188032,0.8081578451561365,0.7746314412828799
32757881C6,0.0,,0.6964918853089113,0.7964382865382263,0.762729422479904
0116829A54,3.0,,0.3748219282557337,0.38358803566911426,0.3780626168388619
0105953B2B,1.0,,0.5263151863259402,0.596649466009748,0.571161963356353
01263814E5,1.0,,0.444880255611634,0.4815276196058535,0.4662900034253536
012740411B,0.0,,0.6987423169573327,0.798515660872022,0.7648316379435713
01207817A0,3.0,,0.7364636702441466,0.8309874774331006,0.7981320860599319
