CIG,confidence,cds_confirmed,esiti_found,sources
A03EEED1D5,MEDIUM,False,respinge,sentenze
A03F5E73AF,MEDIUM,False,respinge,sentenze
A03F64E8AD,HIGH,True,respinge,ordinanze
A03F71A108,MEDIUM,False,dichiara improcedibile,sentenze
A03FB3652A,MEDIUM,False,respinge,sentenze
A03FDC842A,MEDIUM,False,"dichiara estinto, dichiara improcedibile, respinge","ordinanze, sentenze"
A03FE0DD18,MEDIUM,False,respinge,sentenze
A0407458A2,MEDIUM,False,respinge,sentenze
A04094C4EE,MEDIUM,False,respinge,ordinanze
A040967B34,MEDIUM,False,respinge,ordinanze
A040C5347B,MEDIUM,False,respinge,sentenze
A041117342,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A041441FAD,MEDIUM,False,dichiara improcedibile,sentenze
A041ED8CDE,MEDIUM,False,respinge,sentenze
A041FB20C8,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A041FBC906,HIGH,True,respinge,ordinanze
A042248314,MEDIUM,False,respinge,sentenze
A04227F078,MEDIUM,False,respinge,sentenze
A04256224F,MEDIUM,False,respinge,sentenze
A042571EAC,HIGH,True,respinge,sentenze
A0434EC50E,MEDIUM,False,respinge,sentenze
A04355F3F5,MEDIUM,False,respinge,sentenze
A043693221,MEDIUM,False,respinge,sentenze
A0439FC28D,MEDIUM,False,respinge,sentenze
A043DA9B14,HIGH,True,dichiara inammissibile,sentenze
A0443C8836,MEDIUM,False,dichiara improcedibile,sentenze
A044B0D7F5,MEDIUM,False,respinge,sentenze
A0454A0E94,MEDIUM,False,respinge,sentenze
A0454BF82B,MEDIUM,False,respinge,sentenze
A0455661FD,MEDIUM,False,respinge,sentenze
A045852B3F,HIGH,True,respinge,sentenze
A0465A4945,MEDIUM,False,respinge,sentenze
A0465B6820,MEDIUM,False,respinge,sentenze
A04B25EA5C,MEDIUM,False,respinge,ordinanze
A0563EE1D9,MEDIUM,False,respinge,sentenze
A05B6D7D42,HIGH,True,"respinge, respinge sui motivi aggiunti",sentenze
B0007B804C,MEDIUM,False,dichiara improcedibile,sentenze
B0010E0E95,HIGH,True,respinge,sentenze
B0011300A5,MEDIUM,False,dichiara improcedibile,sentenze
B0013C414B,MEDIUM,False,respinge,sentenze
B00A2762CD,MEDIUM,False,respinge,sentenze
B00B42F2DA,MEDIUM,False,dichiara estinto,sentenze
B00B6439DD,HIGH,True,dichiara estinto,sentenze
B00CA7FC88,MEDIUM,False,dichiara improcedibile,sentenze
B00F991484,MEDIUM,False,dichiara improcedibile,sentenze
B011A375C1,MEDIUM,False,respinge,sentenze
B0127774EC,MEDIUM,False,respinge,ordinanze
B01341D501,MEDIUM,False,dichiara inammissibile,sentenze
B0139D3B7A,MEDIUM,False,respinge,sentenze
B0172C59A0,MEDIUM,False,dichiara estinto,sentenze
B01E986953,MEDIUM,False,dichiara improcedibile,sentenze
B02685D53F,HIGH,True,respinge,sentenze
B026F317BD,MEDIUM,False,respinge,sentenze
B030F9A7A6,MEDIUM,False,dichiara inammissibile,sentenze
B032CA5F32,MEDIUM,False,dichiara estinto,sentenze
B033C0C513,MEDIUM,False,dichiara improcedibile,sentenze
B033C0D5E6,MEDIUM,False,dichiara improcedibile,sentenze
B033C0E6B9,MEDIUM,False,dichiara improcedibile,sentenze
B033C0F78C,MEDIUM,False,dichiara improcedibile,sentenze
B033C1085F,MEDIUM,False,dichiara improcedibile,sentenze
B033C11932,MEDIUM,False,dichiara improcedibile,sentenze
B033C12A05,MEDIUM,False,dichiara improcedibile,sentenze
B033C13AD8,MEDIUM,False,dichiara improcedibile,sentenze
B033C14BAB,MEDIUM,False,dichiara improcedibile,sentenze
B033C15C7E,MEDIUM,False,dichiara improcedibile,sentenze
B033C16D51,MEDIUM,False,dichiara improcedibile,sentenze
B033C17E24,MEDIUM,False,dichiara improcedibile,sentenze
B033C18EF7,MEDIUM,False,dichiara improcedibile,sentenze
B033C39A34,MEDIUM,False,respinge,sentenze
B035B032A5,MEDIUM,False,dichiara inammissibile,sentenze
B036426CD6,MEDIUM,False,respinge,sentenze
B038C82B13,MEDIUM,False,respinge,sentenze
B03F028699,HIGH,True,respinge,sentenze
B0403602B7,MEDIUM,False,respinge,sentenze
B042263A2D,MEDIUM,False,respinge,sentenze
B0431A0D61,MEDIUM,False,respinge,sentenze
B049C07BB7,MEDIUM,False,respinge,sentenze
B04EFD976C,MEDIUM,False,dichiara improcedibile,sentenze
B0509E12BC,MEDIUM,False,respinge,sentenze
B052E48D01,MEDIUM,False,respinge,sentenze
B0537792C6,MEDIUM,False,respinge,sentenze
B05A4B0345,HIGH,True,dichiara improcedibile,sentenze
B05CBDC6A2,HIGH,True,respinge,sentenze
B05CBDD775,HIGH,True,respinge,sentenze
B05CBDE848,HIGH,True,respinge,sentenze
B05E237966,MEDIUM,False,"dichiara inammissibile, respinge",sentenze
B05E3587E4,MEDIUM,False,dichiara improcedibile,sentenze
B05E3598B7,MEDIUM,False,dichiara improcedibile,sentenze
B05EEE8291,MEDIUM,False,dichiara inammissibile,sentenze
B05F155308,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B06441C266,MEDIUM,False,dichiara inammissibile,sentenze
B065D39BC4,MEDIUM,False,respinge,sentenze
B0695A0736,MEDIUM,False,dichiara estinto,sentenze
B06AB3DD2E,MEDIUM,False,respinge,ordinanze
B06B4DAC10,MEDIUM,False,respinge,sentenze
B06DFCBBC6,MEDIUM,False,respinge,sentenze
B06E7478E9,MEDIUM,False,dichiara inammissibile,sentenze
B078238582,HIGH,True,"dichiara irricevibile, respinge",sentenze
B078239655,HIGH,True,"dichiara irricevibile, respinge",sentenze
B07C7B1A26,MEDIUM,False,"dichiara estinto, dichiara inammissibile",sentenze
B07C7B2AF9,MEDIUM,False,"dichiara estinto, dichiara inammissibile",sentenze
B07C7B3BCC,MEDIUM,False,"dichiara estinto, dichiara inammissibile",sentenze
B07C7B4C9F,MEDIUM,False,"dichiara estinto, dichiara inammissibile",sentenze
B07C7B5D72,MEDIUM,False,"dichiara estinto, dichiara inammissibile",sentenze
B07F41C1CE,HIGH,True,respinge,"ordinanze, sentenze"
B082BDC36E,MEDIUM,False,"dichiara irricevibile, respinge",sentenze
B0838AE7D1,MEDIUM,False,dichiara inammissibile,sentenze
B083F7D630,MEDIUM,False,"dichiara estinto, dichiara improcedibile",sentenze
B083F7E703,MEDIUM,False,"dichiara estinto, dichiara improcedibile",sentenze
B083F7F7D6,MEDIUM,False,"dichiara estinto, dichiara improcedibile",sentenze
B083F808A9,MEDIUM,False,"dichiara estinto, dichiara improcedibile",sentenze
B083F8197C,MEDIUM,False,"dichiara estinto, dichiara improcedibile",sentenze
B083F82A4F,MEDIUM,False,"dichiara estinto, dichiara improcedibile",sentenze
B083F832AF,MEDIUM,False,dichiara improcedibile,sentenze
B083F83B22,MEDIUM,False,"dichiara estinto, dichiara improcedibile",sentenze
B087B75310,MEDIUM,False,respinge,sentenze
B087C4A2D6,MEDIUM,False,respinge,sentenze
B08835745E,MEDIUM,False,respinge,sentenze
B08899D1AF,MEDIUM,False,respinge,sentenze
B08DD74183,MEDIUM,False,respinge,sentenze
B091A1CF9B,HIGH,True,respinge,sentenze
B0930EE497,MEDIUM,False,respinge,sentenze
B0930EF56A,MEDIUM,False,dichiara improcedibile,sentenze
B0930F063D,MEDIUM,False,respinge,sentenze
B0930F1710,MEDIUM,False,dichiara improcedibile,sentenze
B0930F27E3,MEDIUM,False,respinge,sentenze
B0930F38B6,MEDIUM,False,respinge,sentenze
B094F9D6BD,MEDIUM,False,dichiara estinto,sentenze
B0967F90DB,MEDIUM,False,respinge,sentenze
B099C9BFEF,MEDIUM,False,respinge,sentenze
B09C47B7DA,MEDIUM,False,respinge,sentenze
B09DE0D1CA,HIGH,True,"dichiara inammissibile, respinge",sentenze
B09E2527C1,MEDIUM,False,"dichiara improcedibile, respinge",sentenze
B0A6659B91,MEDIUM,False,respinge,sentenze
B0AA2B06D7,MEDIUM,False,respinge,sentenze
B0ABA10100,HIGH,True,respinge,sentenze
B0AC9D439C,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B0ADEE77B3,MEDIUM,False,respinge,sentenze
B0AEBCCBC4,MEDIUM,False,dichiara improcedibile,sentenze
B0B18BAF83,MEDIUM,False,dichiara inammissibile,sentenze
B0B52A17D9,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B0B63E4686,MEDIUM,False,respinge,ordinanze
B0B9BBBB20,HIGH,True,respinge,sentenze
B0B9EEBC82,MEDIUM,False,dichiara inammissibile,sentenze
B0BF7B9535,MEDIUM,False,respinge,sentenze
B0BF7BA608,MEDIUM,False,respinge,sentenze
B0C16FB0AC,MEDIUM,False,respinge,sentenze
B0C33F7BD6,MEDIUM,False,respinge,sentenze
B0C33F8CA9,MEDIUM,False,respinge,sentenze
B0C33F9D7C,MEDIUM,False,respinge,sentenze
B0C398A571,MEDIUM,False,respinge,sentenze
B0C3ABB124,MEDIUM,False,respinge,sentenze
B0C50B53DC,MEDIUM,False,respinge,sentenze
B0C50C53DC,HIGH,True,respinge,sentenze
B0C5868E5E,HIGH,True,respinge,sentenze
B0C62D69BA,MEDIUM,False,dichiara inammissibile,sentenze
B0C62D7A8D,MEDIUM,False,dichiara inammissibile,sentenze
B0C62D8B60,MEDIUM,False,dichiara inammissibile,sentenze
B0C6CEAACF,MEDIUM,False,respinge,sentenze
B0C853CCAA,HIGH,True,respinge,ordinanze
B0C8EE771B,MEDIUM,False,respinge,sentenze
B0C96A283A,MEDIUM,False,respinge,sentenze
B0CA78DE46,MEDIUM,False,respinge,sentenze
B0CAFF5E29,HIGH,True,respinge,sentenze
B0CDC87600,MEDIUM,False,respinge,sentenze
B0D201DC0E,MEDIUM,False,respinge,sentenze
B0D267690D,MEDIUM,False,dichiara inammissibile,sentenze
B0D3248A2F,MEDIUM,False,respinge,sentenze
B0D734B06F,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B0D79B39CB,MEDIUM,False,respinge,sentenze
B0D79DFE19,MEDIUM,False,respinge,sentenze
B0D9D0C545,MEDIUM,False,respinge,sentenze
B0D9D8DFB6,MEDIUM,False,respinge,sentenze
B0E026EF2D,MEDIUM,False,respinge,sentenze
B0E13ECE8A,MEDIUM,False,dichiara inammissibile,sentenze
B0EA24569D,MEDIUM,False,respinge,sentenze
B0EC57F880,HIGH,True,respinge,ordinanze
B0EE302317,MEDIUM,False,respinge,sentenze
B0EE653FB1,MEDIUM,False,dichiara improcedibile,sentenze
B0EEA148BE,HIGH,True,respinge,"ordinanze, sentenze"
B0F1BFE97B,MEDIUM,False,respinge,sentenze
B0F5DD0A8A,MEDIUM,False,respinge,sentenze
B0F6DA17E2,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B0F73A2C40,HIGH,True,respinge,"ordinanze, sentenze"
B0F759580B,MEDIUM,False,dichiara inammissibile,sentenze
B0F7FE8D1C,MEDIUM,False,respinge,sentenze
B0F88DD15E,MEDIUM,False,respinge,sentenze
B0F88DE231,MEDIUM,False,respinge,sentenze
B0FA46598D,HIGH,True,"dichiara inammissibile, respinge","ordinanze, sentenze"
B0FA5F96F2,MEDIUM,False,respinge,sentenze
B0FE74596C,MEDIUM,False,dichiara inammissibile,sentenze
B103C480D4,MEDIUM,False,respinge,sentenze
B10422DE14,MEDIUM,False,respinge,sentenze
B1080E0BC9,MEDIUM,False,respinge,sentenze
B10C2DBEAD,MEDIUM,False,respinge,sentenze
B10DB1196F,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B110CC2B22,MEDIUM,False,respinge,sentenze
B11113CCD7,MEDIUM,False,respinge,sentenze
B11113EE7D,MEDIUM,False,respinge,sentenze
B111140028,MEDIUM,False,respinge,sentenze
B113AF06F6,MEDIUM,False,respinge,sentenze
B115DF6DEE,MEDIUM,False,respinge,sentenze
B11756CA3E,MEDIUM,False,respinge,sentenze
B1188C1E48,MEDIUM,False,respinge,sentenze
B11BA1FB7E,MEDIUM,False,dichiara inammissibile,sentenze
B11D437403,HIGH,True,respinge,sentenze
B11D88623D,MEDIUM,False,dichiara estinto,sentenze
B11EEEEFB8,MEDIUM,False,dichiara improcedibile,sentenze
B121A107E0,MEDIUM,False,respinge,sentenze
B121A118B3,MEDIUM,False,respinge,sentenze
B121A12986,MEDIUM,False,respinge,sentenze
B121A13A59,MEDIUM,False,respinge,sentenze
B12883E435,MEDIUM,False,dichiara improcedibile,sentenze
B12B4ED3F8,MEDIUM,False,dichiara improcedibile,sentenze
B12BC3CBF5,MEDIUM,False,dichiara improcedibile,sentenze
B12BE8A2DA,HIGH,True,respinge,sentenze
B12CAE8783,MEDIUM,False,dichiara inammissibile,sentenze
B12CAE9856,MEDIUM,False,dichiara inammissibile,sentenze
B12D67E722,MEDIUM,False,respinge,sentenze
B12EA021F8,MEDIUM,False,dichiara improcedibile,sentenze
B12FFE0D92,MEDIUM,False,dichiara improcedibile,sentenze
B130B2BF4C,MEDIUM,False,respinge,ordinanze
B1322C26D9,HIGH,True,respinge,"ordinanze, sentenze"
B1355EE151,HIGH,True,respinge,"ordinanze, sentenze"
B136BC67F9,MEDIUM,False,respinge,ordinanze
B13981BD75,HIGH,True,"dichiara inammissibile, respinge",sentenze
B13A4A6744,MEDIUM,False,respinge,sentenze
B13B6AE882,MEDIUM,False,dichiara inammissibile,sentenze
B13EE8A140,MEDIUM,False,dichiara inammissibile,sentenze
B13EE8B213,MEDIUM,False,dichiara inammissibile,sentenze
B14503063F,MEDIUM,False,dichiara inammissibile,sentenze
B149465F82,HIGH,True,respinge,sentenze
B14B819616,MEDIUM,False,dichiara irricevibile,sentenze
B14C26ECCD,MEDIUM,False,respinge,sentenze
B14C2919B0,MEDIUM,False,respinge,sentenze
B14C292A83,MEDIUM,False,respinge,sentenze
B14C29A120,MEDIUM,False,respinge,sentenze
B14C29B1F3,MEDIUM,False,respinge,sentenze
B14C2A5A31,MEDIUM,False,respinge,sentenze
B14C2CB98D,MEDIUM,False,respinge,sentenze
B14C2D1E7F,MEDIUM,False,respinge,sentenze
B14CAF88C0,HIGH,True,"dichiara inammissibile, respinge",sentenze
B14CEEFE59,MEDIUM,False,respinge,sentenze
B14DE73C26,MEDIUM,False,dichiara estinto,sentenze
B14F302353,HIGH,True,respinge,ordinanze
B14F6BA4F0,MEDIUM,False,dichiara inammissibile,sentenze
B1522F4426,MEDIUM,False,respinge,sentenze
B1526617DE,HIGH,True,respinge,sentenze
B15581E37A,MEDIUM,False,respinge,sentenze
B15656586A,HIGH,True,"dichiara inammissibile, respinge","ordinanze, sentenze"
B1572CA61E,MEDIUM,False,dichiara improcedibile,sentenze
B159A7E9B6,MEDIUM,False,dichiara inammissibile,sentenze
B15C661123,MEDIUM,False,respinge,sentenze
B15CA4CCD3,MEDIUM,False,dichiara estinto,sentenze
B15CA4DDA6,MEDIUM,False,dichiara estinto,sentenze
B15F90B052,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B163BA131F,MEDIUM,False,respinge,sentenze
B164881311,MEDIUM,False,dichiara inammissibile,sentenze
B164C75631,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B164E190CB,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B16528FF2F,MEDIUM,False,respinge,sentenze
B1652B7036,MEDIUM,False,respinge,sentenze
B165F370EF,MEDIUM,False,dichiara estinto,sentenze
B166714E19,MEDIUM,False,respinge,ordinanze
B166715EEC,MEDIUM,False,respinge,ordinanze
B16671923D,MEDIUM,False,respinge,ordinanze
B16671B3E3,MEDIUM,False,respinge,ordinanze
B16B3C796B,MEDIUM,False,dichiara inammissibile,sentenze
B16BA86A95,MEDIUM,False,respinge,sentenze
B16E82B55B,MEDIUM,False,respinge,sentenze
B16E82C62E,MEDIUM,False,respinge,sentenze
B16E82D701,MEDIUM,False,respinge,sentenze
B16E82E7D4,MEDIUM,False,respinge,sentenze
B16E82F8A7,MEDIUM,False,respinge,sentenze
B16EF3EBD5,MEDIUM,False,respinge,sentenze
B1717B1D0C,MEDIUM,False,respinge,sentenze
B171CC1A8B,HIGH,True,respinge,sentenze
B171CC2B5E,HIGH,True,respinge,sentenze
B171CC3C31,HIGH,True,respinge,sentenze
B171CC4D04,HIGH,True,respinge,sentenze
B172DF6DA9,MEDIUM,False,dichiara inammissibile,sentenze
B17374B124,MEDIUM,False,respinge,sentenze
B1743B822F,MEDIUM,False,dichiara inammissibile,sentenze
B176D72140,MEDIUM,False,dichiara inammissibile,sentenze
B177306BA9,MEDIUM,False,respinge,sentenze
B178984B50,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B17EC3E416,MEDIUM,False,dichiara inammissibile,sentenze
B1832BE1C5,MEDIUM,False,respinge,sentenze
B184279CF1,MEDIUM,False,dichiara improcedibile,sentenze
B188B017BF,MEDIUM,False,respinge,sentenze
B18CCCB236,MEDIUM,False,respinge,sentenze
B18D377382,MEDIUM,False,respinge,sentenze
B18EE813E9,HIGH,True,respinge,sentenze
B191BCE60E,MEDIUM,False,dichiara irricevibile,sentenze
B1925A1181,MEDIUM,False,respinge,sentenze
B1987E2669,MEDIUM,False,respinge,sentenze
B19CB05D90,MEDIUM,False,respinge,sentenze
B19D5D48F8,MEDIUM,False,dichiara estinto,sentenze
B1A02D3ABF,MEDIUM,False,respinge,sentenze
B1A0325E69,HIGH,True,respinge,sentenze
B1A1305823,MEDIUM,False,respinge,sentenze
B1A36A7FD7,MEDIUM,False,respinge,sentenze
B1A3B67B52,HIGH,True,respinge,sentenze
B1A9304852,MEDIUM,False,respinge,sentenze
B1A96EF407,MEDIUM,False,respinge,sentenze
B1A96F15AD,MEDIUM,False,respinge,sentenze
B1A96F3753,MEDIUM,False,respinge,sentenze
B1AA0D4E50,HIGH,True,respinge,"ordinanze, sentenze"
B1AA99687A,HIGH,True,respinge,sentenze
B1AB772861,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B1B28EEED7,MEDIUM,False,respinge,sentenze
B1B3080E21,MEDIUM,False,respinge,sentenze
B1B34A48E0,MEDIUM,False,respinge,sentenze
B1B429E18B,MEDIUM,False,respinge,sentenze
B1B4940AC4,MEDIUM,False,respinge,sentenze
B1B72BA506,MEDIUM,False,"dichiara inammissibile, respinge","ordinanze, sentenze"
B1B72EF0C4,MEDIUM,False,respinge,sentenze
B1B78E9F58,MEDIUM,False,respinge,sentenze
B1B7917551,MEDIUM,False,respinge,sentenze
B1B9AE2858,MEDIUM,False,respinge,sentenze
B1BD6F075F,HIGH,True,respinge,sentenze
B1BD863987,MEDIUM,False,respinge,sentenze
B1C20B361E,MEDIUM,False,respinge,ordinanze
B1C50ACCB6,MEDIUM,False,respinge,sentenze
B1C5E4BA47,MEDIUM,False,dichiara irricevibile,sentenze
B1C61470C3,MEDIUM,False,respinge,sentenze
B1CA237750,HIGH,True,respinge,"ordinanze, sentenze"
B1CCA8E16E,MEDIUM,False,dichiara improcedibile,sentenze
B1CFB25A68,MEDIUM,False,respinge,sentenze
B1CFEDA98C,MEDIUM,False,respinge,sentenze
B1D0C8A525,MEDIUM,False,respinge,sentenze
B1D14BA6F0,HIGH,True,respinge,"ordinanze, sentenze"
B1D14E6B1F,MEDIUM,False,respinge,sentenze
B1D14E7BF2,MEDIUM,False,respinge,sentenze
B1D39E3133,MEDIUM,False,respinge,sentenze
B1D3CCE9A2,HIGH,True,respinge,"ordinanze, sentenze"
B1D5B4A1B5,MEDIUM,False,respinge,sentenze
B1D66C06EA,MEDIUM,False,dichiara improcedibile,sentenze
B1D849EC96,MEDIUM,False,respinge,sentenze
B1DD6C57EC,MEDIUM,False,respinge,ordinanze
B1DDAB2547,MEDIUM,False,respinge,sentenze
B1DDAB361A,MEDIUM,False,respinge,sentenze
B1DDAB46ED,MEDIUM,False,respinge,sentenze
B1DDAB57C0,MEDIUM,False,respinge,sentenze
B1DDAB6893,MEDIUM,False,respinge,sentenze
B1DDAB7966,MEDIUM,False,respinge,sentenze
B1DDAB8A39,MEDIUM,False,respinge,sentenze
B1DDAB9B0C,MEDIUM,False,respinge,sentenze
B1DDABABDF,MEDIUM,False,respinge,sentenze
B1DDABBCB2,MEDIUM,False,respinge,sentenze
B1DE71D4AC,MEDIUM,False,respinge,sentenze
B1DE743408,MEDIUM,False,respinge,sentenze
B1E2BCA0FA,MEDIUM,False,dichiara inammissibile,sentenze
B1E2BCB1CD,MEDIUM,False,dichiara inammissibile,sentenze
B1E2BCC2A0,MEDIUM,False,dichiara inammissibile,sentenze
B1E5141BB5,MEDIUM,False,respinge,sentenze
B1E63783BF,MEDIUM,False,dichiara estinto,sentenze
B1E68EE569,MEDIUM,False,dichiara inammissibile,sentenze
B1EE3B78BD,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B1F2CEF4C8,MEDIUM,False,respinge,sentenze
B1F59406F8,HIGH,True,dichiara improcedibile,sentenze
B1F6E8A873,MEDIUM,False,dichiara improcedibile,sentenze
B1F8023E16,HIGH,True,respinge,sentenze
B1F86CDDEC,MEDIUM,False,respinge,sentenze
B1F88378A9,MEDIUM,False,respinge,sentenze
B20133B0D1,MEDIUM,False,respinge,sentenze
B207BAB010,MEDIUM,False,respinge,ordinanze
B207C8324F,HIGH,True,respinge,sentenze
B207C84322,HIGH,True,respinge,sentenze
B207C853F5,HIGH,True,respinge,sentenze
B207C8917F,MEDIUM,False,respinge,sentenze
B2096A0EEE,MEDIUM,False,respinge,sentenze
B20AB6EA17,HIGH,True,respinge,"ordinanze, sentenze"
B20C6D78B4,MEDIUM,False,respinge,sentenze
B20D22C2B1,HIGH,True,respinge,"ordinanze, sentenze"
B20E869CB1,MEDIUM,False,respinge,sentenze
B20EB09740,MEDIUM,False,respinge,sentenze
B20FC5F59B,HIGH,True,"dichiara improcedibile, respinge","ordinanze, sentenze"
B20FEABAD5,MEDIUM,False,respinge,sentenze
B21127B463,MEDIUM,False,dichiara estinto,sentenze
B211BC2C4A,MEDIUM,False,respinge,ordinanze
B212ED1693,HIGH,True,"dichiara inammissibile, respinge",sentenze
B213A6006D,MEDIUM,False,respinge,sentenze
B215498357,MEDIUM,False,dichiara inammissibile,sentenze
B21614485E,MEDIUM,False,respinge,sentenze
B216145931,HIGH,True,respinge,"ordinanze, sentenze"
B2181278B0,MEDIUM,False,dichiara inammissibile,sentenze
B2181278BO,MEDIUM,False,dichiara inammissibile,sentenze
B2181A4FD5,HIGH,True,respinge,ordinanze
B2181AA4CC,MEDIUM,False,respinge,sentenze
B2181B4D0A,HIGH,True,"dichiara improcedibile, respinge","ordinanze, sentenze"
B218BC7D4C,MEDIUM,False,respinge,sentenze
B218E0AB1B,MEDIUM,False,respinge,ordinanze
B219B5535C,HIGH,True,respinge,ordinanze
B219CC63DE,MEDIUM,False,"dichiara improcedibile, respinge",sentenze
B21DBE7C56,HIGH,True,"respinge, respinge sui motivi aggiunti","ordinanze, sentenze"
B21DBE9DFC,HIGH,True,"respinge, respinge sui motivi aggiunti","ordinanze, sentenze"
B21DBEAECF,HIGH,True,"respinge, respinge sui motivi aggiunti","ordinanze, sentenze"
B221ECBF81,MEDIUM,False,"dichiara inammissibile, dichiara irricevibile",sentenze
B221ECC059,MEDIUM,False,"dichiara inammissibile, dichiara irricevibile",sentenze
B224E2C8AE,MEDIUM,False,respinge,sentenze
B225841A96,MEDIUM,False,respinge,sentenze
B22834BEEC,MEDIUM,False,respinge,sentenze
B2288DE887,MEDIUM,False,respinge,sentenze
B228CE7CFB,MEDIUM,False,respinge,sentenze
B228CE8DCE,MEDIUM,False,respinge,sentenze
B228CE9EA1,MEDIUM,False,respinge,sentenze
B229ED3541,MEDIUM,False,respinge,sentenze
B22C508EA7,MEDIUM,False,respinge,sentenze
B22E9CF82A,MEDIUM,False,respinge,sentenze
B231B74FF4,MEDIUM,False,respinge,sentenze
B2324B421B,MEDIUM,False,respinge,sentenze
B233D31771,MEDIUM,False,respinge,sentenze
B236B47F73,MEDIUM,False,respinge,ordinanze
B2397E947F,MEDIUM,False,respinge,ordinanze
B23ACE33F6,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B23ACE44C9,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B23B4A3934,MEDIUM,False,respinge,ordinanze
B23CA2DF7E,MEDIUM,False,respinge,sentenze
B23DC91CA9,MEDIUM,False,respinge,sentenze
B23DE51E5C,MEDIUM,False,respinge,sentenze
B23EDF7839,MEDIUM,False,respinge,sentenze
B23FFA1BE4,HIGH,True,respinge,sentenze
B240944FB8,MEDIUM,False,respinge,sentenze
B241D59239,MEDIUM,False,respinge,sentenze
B2438F8D62,MEDIUM,False,respinge,sentenze
B243F201F4,MEDIUM,False,respinge,sentenze
B24432EA87,MEDIUM,False,respinge,sentenze
B2449B8FF3,MEDIUM,False,respinge,sentenze
B24576376D,MEDIUM,False,respinge,sentenze
B245764840,MEDIUM,False,respinge,sentenze
B2462A8435,MEDIUM,False,respinge,sentenze
B249ADC58F,MEDIUM,False,dichiara improcedibile,sentenze
B24AEFAF76,MEDIUM,False,respinge,sentenze
B24BB6C4A5,HIGH,True,respinge,ordinanze
B24BE93E97,MEDIUM,False,respinge,sentenze
B24BE94F6A,MEDIUM,False,respinge,sentenze
B24BE95042,MEDIUM,False,respinge,sentenze
B24BE96115,MEDIUM,False,respinge,sentenze
B24BE971E8,MEDIUM,False,respinge,sentenze
B24BE982BB,MEDIUM,False,respinge,sentenze
B24BE9938E,MEDIUM,False,respinge,sentenze
B24BE9A461,MEDIUM,False,respinge,sentenze
B24BE9B534,MEDIUM,False,respinge,sentenze
B24BE9C607,MEDIUM,False,respinge,sentenze
B24BE9D6DA,MEDIUM,False,respinge,sentenze
B24BE9E7AD,MEDIUM,False,respinge,sentenze
B24BE9F880,MEDIUM,False,respinge,sentenze
B24BEA0953,MEDIUM,False,respinge,sentenze
B24BEA1A26,MEDIUM,False,respinge,sentenze
B24BEA2AF9,MEDIUM,False,respinge,sentenze
B24BEA3BCC,MEDIUM,False,respinge,sentenze
B24CDF2DDB,MEDIUM,False,respinge,sentenze
B24CF70919,MEDIUM,False,respinge,sentenze
B24DBAF430,MEDIUM,False,respinge,sentenze
B24E459A88,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B24F827270,MEDIUM,False,respinge,sentenze
B24FADACA8,MEDIUM,False,dichiara improcedibile,sentenze
B250163146,MEDIUM,False,dichiara estinto,sentenze
B2511FF621,MEDIUM,False,dichiara irricevibile,sentenze
B2520DEBC2,MEDIUM,False,respinge,sentenze
B254E73953,HIGH,True,respinge,"ordinanze, sentenze"
B255ADE8B8,HIGH,True,respinge,ordinanze
B257A79D9E,MEDIUM,False,respinge,sentenze
B257AF759B,MEDIUM,False,respinge,sentenze
B257F0A252,MEDIUM,False,dichiara improcedibile,sentenze
B2598F44DE,MEDIUM,False,respinge sui motivi aggiunti,sentenze
B25CFA8954,HIGH,True,respinge,sentenze
B25CFC0D21,MEDIUM,False,dichiara inammissibile,sentenze
B25CFC1DF4,MEDIUM,False,respinge,"ordinanze, sentenze"
B25CFC2EC7,MEDIUM,False,respinge,sentenze
B25CFCIDF4,MEDIUM,False,respinge,ordinanze
B25FCF7D1F,HIGH,True,respinge,sentenze
B260D7051C,MEDIUM,False,respinge,sentenze
B268FFD0FF,MEDIUM,False,respinge,sentenze
B2696A927B,HIGH,True,respinge,sentenze
B269DA9947,MEDIUM,False,respinge,sentenze
B26A3E4D82,MEDIUM,False,respinge,sentenze
B26A3E5E55,MEDIUM,False,respinge,sentenze
B26A3E6F28,MEDIUM,False,respinge,sentenze
B26C7D88E5,MEDIUM,False,respinge,sentenze
B2707A81CC,MEDIUM,False,respinge,sentenze
B272224CD1,MEDIUM,False,respinge,sentenze
B273C111DB,MEDIUM,False,respinge,sentenze
B275ACCDE5,HIGH,True,respinge,sentenze
