CIG,confidence,cds_confirmed,esiti_found,sources
9807809C04,MEDIUM,False,respinge,sentenze
9808614455,MEDIUM,False,respinge,ordinanze
9809051CF2,HIGH,True,respinge,sentenze
9809633403,MEDIUM,False,respinge,ordinanze
9813863FEE,MEDIUM,False,respinge,sentenze
9814600024,MEDIUM,False,respinge,sentenze
9816655FF6,HIGH,True,"respinge, respinge sui motivi aggiunti",sentenze
981751667E,HIGH,True,respinge,"ordinanze, sentenze"
9817928A7B,HIGH,True,"respinge, respinge sui motivi aggiunti",sentenze
9817932DC7,HIGH,True,respinge,sentenze
9820242011,HIGH,True,respinge,ordinanze
9822124124,MEDIUM,False,"dichiara irricevibile, respinge",sentenze
9823923DB5,MEDIUM,False,respinge,sentenze
9824018C1B,MEDIUM,False,respinge,sentenze
9824063141,MEDIUM,False,respinge,sentenze
9824583E5B,HIGH,True,respinge,sentenze
9826927CB0,HIGH,True,respinge,sentenze
9829062E8B,MEDIUM,False,respinge,sentenze
9829064036,MEDIUM,False,respinge,sentenze
9829246665,HIGH,True,respinge,sentenze
9830212391,MEDIUM,False,dichiara irricevibile,sentenze
98306393F0,MEDIUM,False,dichiara improcedibile,sentenze
9831021F29,MEDIUM,False,"dichiara improcedibile, respinge",sentenze
983145989E,MEDIUM,False,respinge,sentenze
9831570439,HIGH,True,respinge,sentenze
9834146202,MEDIUM,False,respinge,sentenze
983498458B,HIGH,True,respinge,ordinanze
9835013D77,MEDIUM,False,respinge,ordinanze
983542624C,HIGH,True,respinge,ordinanze
9836195CE2,HIGH,True,respinge,sentenze
9837032F98,HIGH,True,respinge,sentenze
983730728C,HIGH,True,respinge,"ordinanze, sentenze"
9837572D38,HIGH,True,respinge,sentenze
983889944E,MEDIUM,False,respinge,ordinanze
9840123661,MEDIUM,False,"dichiara inammissibile, respinge",sentenze
9842190021,HIGH,True,respinge,sentenze
9845596AD6,HIGH,True,respinge,sentenze
984564641B,MEDIUM,False,respinge,sentenze
9845649694,MEDIUM,False,respinge,sentenze
9845650767,MEDIUM,False,respinge,sentenze
984565290D,HIGH,True,respinge,sentenze
9845657D2C,HIGH,True,respinge,sentenze
9845658DFF,MEDIUM,False,respinge,sentenze
984566107D,MEDIUM,False,respinge,sentenze
984568651D,MEDIUM,False,respinge,sentenze
9845718F82,MEDIUM,False,dichiara improcedibile,sentenze
9845724479,MEDIUM,False,respinge,sentenze
9846635441,MEDIUM,False,respinge,sentenze
9847568630,MEDIUM,False,respinge,sentenze
984938841A,HIGH,True,respinge,sentenze
98501221D2,MEDIUM,False,dichiara estinto,sentenze
98501232A5,MEDIUM,False,"dichiara estinto, respinge","ordinanze, sentenze"
985012544B,HIGH,True,"dichiara estinto, dichiara improcedibile, respinge","ordinanze, sentenze"
985012651E,HIGH,True,"dichiara estinto, respinge","ordinanze, sentenze"
98501286C4,HIGH,True,respinge,sentenze
9851200B67,MEDIUM,False,respinge,sentenze
9852210CE1,MEDIUM,False,dichiara irricevibile,sentenze
985483531C,MEDIUM,False,respinge,sentenze
9855120E49,MEDIUM,False,respinge,sentenze
985687890A,MEDIUM,False,"dichiara inammissibile, respinge",sentenze
9857351F5D,MEDIUM,False,dichiara improcedibile,sentenze
9857397556,HIGH,True,respinge,ordinanze
9857884738,MEDIUM,False,dichiara irricevibile,sentenze
9858634225,MEDIUM,False,respinge,sentenze
9859598DA6,MEDIUM,False,respinge,sentenze
986094446A,HIGH,True,respinge,ordinanze
9861007866,MEDIUM,False,respinge,sentenze
9861094034,MEDIUM,False,respinge,sentenze
9862642DA3,MEDIUM,False,respinge,sentenze
9863165D3B,MEDIUM,False,respinge,sentenze
98639683E6,MEDIUM,False,respinge,sentenze
9864547185,MEDIUM,False,respinge,sentenze
98645471B5,HIGH,True,respinge,sentenze
986501109D,HIGH,True,respinge,sentenze
98670188D5,HIGH,True,respinge,sentenze
9868655FB8,MEDIUM,False,respinge,sentenze
986902403F,MEDIUM,False,respinge,sentenze
9869498765,MEDIUM,False,respinge,sentenze
9869662EB9,MEDIUM,False,respinge,sentenze
9870878A34,HIGH,True,respinge,sentenze
987186263B,HIGH,True,"dichiara inammissibile, respinge",sentenze
9872012205,MEDIUM,False,respinge,sentenze
98724267A8,HIGH,True,respinge,ordinanze
9872708061,MEDIUM,False,respinge,sentenze
9872851661,MEDIUM,False,respinge,sentenze
9874007059,MEDIUM,False,respinge,ordinanze
9874255CFD,MEDIUM,False,respinge,sentenze
987523668B,MEDIUM,False,respinge,sentenze
9875794306,HIGH,True,respinge,sentenze
9876098DE1,MEDIUM,False,respinge,sentenze
987625711B,MEDIUM,False,respinge,sentenze
9877141A98,HIGH,True,respinge,sentenze
9877320E4E,MEDIUM,False,respinge,sentenze
9877616296,MEDIUM,False,dichiara estinto,sentenze
9878151C12,MEDIUM,False,respinge,sentenze
9878981903,HIGH,True,respinge,sentenze
9879048050,HIGH,True,respinge,sentenze
98790501F6,HIGH,True,respinge,sentenze
9880109BDD,MEDIUM,False,respinge,sentenze
9880308019,MEDIUM,False,respinge,sentenze
9880650A50,MEDIUM,False,respinge,sentenze
988074156A,HIGH,True,respinge,sentenze
9882069D4E,MEDIUM,False,respinge sui motivi aggiunti,sentenze
98825645CD,HIGH,True,respinge,sentenze
9882766C7D,MEDIUM,False,respinge,sentenze
9883699E6C,MEDIUM,False,respinge,sentenze
9885422C4A,HIGH,True,respinge,ordinanze
988547258F,MEDIUM,False,respinge,sentenze
9885473662,MEDIUM,False,respinge,sentenze
9885817244,HIGH,True,respinge,sentenze
988588498C,HIGH,True,respinge,sentenze
9887048A1C,MEDIUM,False,respinge,sentenze
988705825F,MEDIUM,False,respinge,sentenze
9887317819,MEDIUM,False,respinge,ordinanze
9887609910,MEDIUM,False,dichiara improcedibile,sentenze
9888013675,MEDIUM,False,respinge,sentenze
98886357BF,MEDIUM,False,respinge,sentenze
98887316F8,MEDIUM,False,respinge,sentenze
988888453B,MEDIUM,False,respinge,sentenze
9889186E70,HIGH,True,respinge,sentenze
98892692F2,MEDIUM,False,respinge,ordinanze
988931171D,HIGH,True,respinge,sentenze
9889845E43,HIGH,True,respinge,sentenze
98899282C5,MEDIUM,False,respinge,sentenze
9890303839,MEDIUM,False,respinge,sentenze
9891065D0A,HIGH,True,respinge,sentenze
989184618E,MEDIUM,False,respinge,sentenze
9891906311,HIGH,True,respinge,"ordinanze, sentenze"
9892075E84,MEDIUM,False,respinge,sentenze
989217945A,HIGH,True,"dichiara improcedibile, respinge",sentenze
9892202754,HIGH,True,"dichiara improcedibile, respinge",sentenze
9892228CC7,HIGH,True,respinge,sentenze
989284491F,HIGH,True,respinge,sentenze
98931727CC,HIGH,True,respinge,sentenze
9893201FB8,HIGH,True,"dichiara improcedibile, respinge",sentenze
98932518FD,HIGH,True,respinge,sentenze
989328443A,HIGH,True,respinge,sentenze
9893438350,HIGH,True,respinge,sentenze
98939390C1,MEDIUM,False,respinge,sentenze
9894093FD2,MEDIUM,False,respinge,sentenze
9894246E15,MEDIUM,False,respinge,sentenze
9895232BC2,HIGH,True,respinge,ordinanze
9895600B71,MEDIUM,False,respinge,sentenze
9896322F40,HIGH,True,respinge,sentenze
9896588AC4,MEDIUM,False,respinge,sentenze
98969250E1,HIGH,True,respinge,"ordinanze, sentenze"
9897482C84,MEDIUM,False,respinge,sentenze
989766538B,MEDIUM,False,respinge,sentenze
9898154713,MEDIUM,False,respinge,sentenze
9898188323,MEDIUM,False,respinge,sentenze
9898202EAD,MEDIUM,False,respinge,sentenze
98998449B4,MEDIUM,False,dichiara improcedibile,sentenze
9900061CC6,MEDIUM,False,respinge,sentenze
99003982E3,MEDIUM,False,respinge,sentenze
9900669286,MEDIUM,False,respinge,sentenze
9900719BC6,MEDIUM,False,respinge,sentenze
9901174343,MEDIUM,False,respinge,sentenze
9901515CA7,HIGH,True,respinge,"ordinanze, sentenze"
9901616004,MEDIUM,False,dichiara irricevibile,sentenze
9901732FB9,HIGH,True,respinge,"ordinanze, sentenze"
9901918939,MEDIUM,False,dichiara improcedibile,sentenze
99021611C3,MEDIUM,False,dichiara estinto,sentenze
9902284742,MEDIUM,False,respinge,sentenze
9902429EE8,MEDIUM,False,respinge sui motivi aggiunti,sentenze
9903031FB1,HIGH,True,"dichiara estinto, respinge","ordinanze, sentenze"
990389370C,HIGH,True,respinge,sentenze
990422268C,HIGH,True,"dichiara inammissibile, respinge",sentenze
99055259D0,HIGH,True,respinge,sentenze
9906187C1C,MEDIUM,False,respinge,sentenze
99075744B5,MEDIUM,False,respinge,sentenze
9907588044,HIGH,True,respinge,ordinanze
9907907781,MEDIUM,False,respinge,sentenze
990982022B,HIGH,True,respinge,sentenze
991143139B,MEDIUM,False,respinge,sentenze
9913085886,HIGH,True,"dichiara irricevibile, respinge",sentenze
9913595D62,HIGH,True,"dichiara inammissibile, respinge",sentenze
9914105243,MEDIUM,False,respinge,"ordinanze, sentenze"
9914235D87,MEDIUM,False,respinge sui motivi aggiunti,sentenze
9914407B78,MEDIUM,False,dichiara inammissibile,sentenze
9914455317,HIGH,True,respinge,sentenze
991513001F,HIGH,True,respinge,sentenze
9916473465,MEDIUM,False,respinge,sentenze
9916539ADA,MEDIUM,False,respinge,sentenze
991706903C,MEDIUM,False,respinge,sentenze
99174216B6,MEDIUM,False,dichiara improcedibile,sentenze
991804232D,MEDIUM,False,respinge sui motivi aggiunti,sentenze
991891104D,MEDIUM,False,respinge,sentenze
9918934347,MEDIUM,False,respinge,sentenze
99192052EA,HIGH,True,respinge,"ordinanze, sentenze"
99207806A4,MEDIUM,False,respinge,sentenze
99209735E9,MEDIUM,False,dichiara improcedibile,sentenze
9921759E87,HIGH,True,respinge,sentenze
9922137679,MEDIUM,False,dichiara inammissibile,sentenze
9922235758,HIGH,True,respinge,sentenze
99222660EF,HIGH,True,respinge,sentenze
9922282E1F,HIGH,True,respinge,sentenze
992231595C,HIGH,True,respinge,sentenze
992234307A,HIGH,True,respinge,sentenze
99235260B8,HIGH,True,"dichiara improcedibile, respinge","ordinanze, sentenze"
9923618CA0,MEDIUM,False,respinge,sentenze
992363282F,HIGH,True,respinge,"ordinanze, sentenze"
9923637C4E,MEDIUM,False,respinge,sentenze
9923667512,MEDIUM,False,respinge,sentenze
9924428910,MEDIUM,False,respinge,sentenze
992502019B,MEDIUM,False,respinge,sentenze
9929135568,MEDIUM,False,respinge,sentenze
9929395BF5,MEDIUM,False,respinge,sentenze
9929629D0F,MEDIUM,False,respinge sui motivi aggiunti,sentenze
9929650E63,MEDIUM,False,respinge,sentenze
993049146A,HIGH,True,"dichiara estinto, respinge","ordinanze, sentenze"
99360553F9,HIGH,True,respinge,sentenze
99378648CD,MEDIUM,False,respinge,sentenze
99380691FB,MEDIUM,False,respinge,sentenze
9938881011,MEDIUM,False,respinge,sentenze
99475100F1,MEDIUM,False,dichiara improcedibile,sentenze
99537942A9,MEDIUM,False,respinge,sentenze
9956371145,MEDIUM,False,"dichiara inammissibile, respinge","ordinanze, sentenze"
995798445B,MEDIUM,False,respinge,sentenze
995806358C,HIGH,True,respinge,sentenze
9965486334,MEDIUM,False,respinge,sentenze
99665121E3,HIGH,True,respinge,sentenze
9970383C53,HIGH,True,respinge,sentenze
9970653B23,HIGH,True,respinge,sentenze
9970654BF6,HIGH,True,respinge,sentenze
99706600ED,MEDIUM,False,respinge,sentenze
99712729F4,MEDIUM,False,respinge,sentenze
9976475F99,HIGH,True,"dichiara inammissibile, respinge",sentenze
99782887BE,MEDIUM,False,respinge,sentenze
99796446C0,MEDIUM,False,dichiara improcedibile,sentenze
9979846D70,MEDIUM,False,dichiara improcedibile,sentenze
998697587B,MEDIUM,False,dichiara improcedibile,sentenze
9990461539,MEDIUM,False,respinge,sentenze
9995227241,HIGH,True,"dichiara irricevibile, respinge",sentenze
9996874167,HIGH,True,respinge,ordinanze
99987372CC,MEDIUM,False,respinge,sentenze
A0005E9164,MEDIUM,False,dichiara estinto,sentenze
A002BD6D7F,MEDIUM,False,respinge,sentenze
A002EC6A12,HIGH,True,respinge,sentenze
A00321DBA3,MEDIUM,False,dichiara estinto,sentenze
A00375D0C1,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A003E69176,MEDIUM,False,respinge,sentenze
A004263988,MEDIUM,False,respinge,sentenze
A005CD5C4F,HIGH,True,respinge,sentenze
A0061C5F64,HIGH,True,respinge,sentenze
A006C5FF0E,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A006C6DA9D,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A006D4E44C,MEDIUM,False,respinge,sentenze
A0071F0703,MEDIUM,False,respinge,sentenze
A0072E1DE2,MEDIUM,False,respinge,sentenze
A00770BD93,MEDIUM,False,dichiara improcedibile,sentenze
A0080C6539,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A008C9323C,MEDIUM,False,respinge,sentenze
A008D2AED4,MEDIUM,False,respinge,sentenze
A008DB40BA,MEDIUM,False,respinge,sentenze
A00907AAA0,MEDIUM,False,dichiara inammissibile,sentenze
A00925D936,MEDIUM,False,respinge,sentenze
A0094E1CA7,MEDIUM,False,respinge,sentenze
A00956E106,HIGH,True,respinge,sentenze
A009BC7E00,MEDIUM,False,respinge,sentenze
A00A2F391F,MEDIUM,False,respinge,sentenze
A00A3111E3,HIGH,True,respinge,sentenze
A00AED6849,HIGH,True,respinge,sentenze
A00C198307,HIGH,True,"dichiara irricevibile, respinge",sentenze
A00C34A92B,MEDIUM,False,"dichiara improcedibile, respinge",sentenze
A00C399A5C,MEDIUM,False,dichiara estinto,sentenze
A00C646FA2,HIGH,True,respinge,"ordinanze, sentenze"
A00C6B6C10,HIGH,True,respinge,"ordinanze, sentenze"
A00D0F0C81,MEDIUM,False,dichiara estinto,sentenze
A00DA40BD8,MEDIUM,False,dichiara inammissibile,sentenze
A00DA68CDA,MEDIUM,False,dichiara inammissibile,sentenze
A00DDB020E,MEDIUM,False,dichiara improcedibile,sentenze
A00E60B735,MEDIUM,False,dichiara improcedibile,sentenze
A00E94E845,MEDIUM,False,respinge,sentenze
A00E998557,MEDIUM,False,respinge,sentenze
A00E99C8A3,MEDIUM,False,dichiara improcedibile,sentenze
A00E99D976,HIGH,True,respinge,sentenze
A00E99EA49,MEDIUM,False,respinge,sentenze
A00E9A1CC2,MEDIUM,False,"dichiara improcedibile, respinge",sentenze
A00E9A2D95,MEDIUM,False,respinge,sentenze
A00E9A3E68,MEDIUM,False,respinge,sentenze
A00E9A5013,MEDIUM,False,respinge,sentenze
A00E9AB505,MEDIUM,False,respinge,sentenze
A00EB532EB,MEDIUM,False,respinge,sentenze
A00EB78174,MEDIUM,False,respinge,sentenze
A00EB91614,MEDIUM,False,respinge,sentenze
A00EBF7A3F,MEDIUM,False,respinge,sentenze
A00EBFE009,MEDIUM,False,respinge,sentenze
A00EC23E8D,MEDIUM,False,respinge,sentenze
A00EC37F0E,MEDIUM,False,respinge,sentenze
A00EFB941F,MEDIUM,False,respinge,sentenze
A0103F7870,HIGH,True,"dichiara improcedibile, respinge","ordinanze, sentenze"
A010865041,HIGH,True,respinge,sentenze
A01148B6B3,MEDIUM,False,respinge,sentenze
A0114A3A80,MEDIUM,False,respinge,sentenze
A011680424,MEDIUM,False,respinge,sentenze
A011A6393C,HIGH,True,respinge,sentenze
A012CF3AB5,MEDIUM,False,dichiara improcedibile,sentenze
A012F4226D,MEDIUM,False,respinge,sentenze
A012F54148,MEDIUM,False,respinge,ordinanze
A013117574,MEDIUM,False,dichiara inammissibile,sentenze
A0133F74D2,MEDIUM,False,respinge,sentenze
A013446603,MEDIUM,False,respinge,sentenze
A0135555A6,MEDIUM,False,dichiara inammissibile,sentenze
A013620D29,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A01440FCBE,HIGH,True,respinge,sentenze
A014645FD1,MEDIUM,False,respinge,sentenze
A0149F4A03,MEDIUM,False,dichiara inammissibile,sentenze
A014BEC9ED,MEDIUM,False,respinge,sentenze
A0157F36CD,HIGH,True,respinge,sentenze
A016693872,MEDIUM,False,dichiara irricevibile,sentenze
A016B9AE81,MEDIUM,False,dichiara improcedibile,sentenze
A016E08FCB,MEDIUM,False,respinge,sentenze
A016E365C4,MEDIUM,False,respinge,sentenze
A0179E6AD6,HIGH,True,"dichiara improcedibile, respinge","ordinanze, sentenze"
A017C2CB1E,HIGH,True,respinge,sentenze
A017C9A5E6,MEDIUM,False,dichiara estinto,sentenze
A017C9FA05,MEDIUM,False,"dichiara estinto, respinge",sentenze
A017F2819A,MEDIUM,False,dichiara irricevibile,sentenze
A0181D02C1,MEDIUM,False,dichiara improcedibile,sentenze
A018432A22,MEDIUM,False,respinge,sentenze
A0189A7AF9,MEDIUM,False,respinge,sentenze
A018BEDB41,HIGH,True,respinge,sentenze
A0190D1472,MEDIUM,False,dichiara inammissibile,sentenze
A0193EB3AD,MEDIUM,False,respinge,sentenze
A019C00F0E,HIGH,True,respinge,"ordinanze, sentenze"
A019F49515,MEDIUM,False,"dichiara estinto, dichiara inammissibile, respinge",sentenze
A019FDBD8E,MEDIUM,False,respinge,sentenze
A01A4BA2A0,MEDIUM,False,respinge,sentenze
A01A831E96,MEDIUM,False,dichiara improcedibile,sentenze
A01AAA8750,HIGH,True,respinge sui motivi aggiunti,sentenze
A01B7E0FDE,MEDIUM,False,dichiara improcedibile,sentenze
A01C0D64F3,MEDIUM,False,dichiara improcedibile,sentenze
A01C1277CA,HIGH,True,"dichiara inammissibile, respinge",sentenze
A01CA32E2E,MEDIUM,False,respinge,sentenze
A01CFBD131,MEDIUM,False,respinge,sentenze
A01D4AF5EC,MEDIUM,False,respinge,sentenze
A01D5CC9EA,MEDIUM,False,respinge,sentenze
A01D712E20,MEDIUM,False,respinge,sentenze
A01D788F80,HIGH,True,respinge,sentenze
A01DBFFEBC,MEDIUM,False,respinge,"ordinanze, sentenze"
A01DE9B5FF,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A01E9B3DA1,MEDIUM,False,respinge,sentenze
A01EBAF0DC,MEDIUM,False,respinge,sentenze
A01F0F8D60,MEDIUM,False,dichiara irricevibile,sentenze
A01F69A35D,MEDIUM,False,dichiara improcedibile,sentenze
A01FC19C72,MEDIUM,False,respinge,sentenze
A01FF0668C,HIGH,True,respinge,sentenze
A01FFE1B44,MEDIUM,False,respinge,sentenze
A02006EF9E,MEDIUM,False,respinge,sentenze
A0202D28AA,MEDIUM,False,respinge,sentenze
A02040BAF5,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A0206FB788,HIGH,True,"respinge, respinge sui motivi aggiunti",sentenze
A0207C7FDE,MEDIUM,False,respinge,sentenze
A020F91D5F,MEDIUM,False,dichiara inammissibile,sentenze
A02127500E,MEDIUM,False,respinge,sentenze
A02178A1AC,HIGH,True,respinge,"ordinanze, sentenze"
A0217BBA19,MEDIUM,False,respinge,sentenze
A0217D92DD,MEDIUM,False,"dichiara improcedibile, respinge",sentenze
A021896ED1,MEDIUM,False,respinge,sentenze
A0219E85C1,MEDIUM,False,respinge,sentenze
A021D7972F,MEDIUM,False,respinge,sentenze
A0222DD9FE,MEDIUM,False,respinge,sentenze
A022598AD3,MEDIUM,False,dichiara improcedibile,sentenze
A02289D8BA,MEDIUM,False,dichiara inammissibile,sentenze
A022A87D15,MEDIUM,False,dichiara inammissibile,sentenze
A022BB23D6,MEDIUM,False,respinge,sentenze
A023231031,MEDIUM,False,respinge,sentenze
A02323DA15,MEDIUM,False,dichiara improcedibile,sentenze
A023462F20,MEDIUM,False,respinge,sentenze
A023470AAF,MEDIUM,False,respinge,sentenze
A02347C498,MEDIUM,False,respinge,sentenze
A023485C03,MEDIUM,False,respinge,sentenze
A02348F446,MEDIUM,False,respinge,sentenze
A023496A0B,MEDIUM,False,respinge,sentenze
A02384CA02,MEDIUM,False,respinge,sentenze
A023C5D513,MEDIUM,False,respinge,sentenze
A023D6923D,MEDIUM,False,dichiara improcedibile,sentenze
A023D84883,MEDIUM,False,respinge,sentenze
A0243E7DC0,MEDIUM,False,dichiara inammissibile,sentenze
A0243FAD6E,HIGH,True,respinge,sentenze
A024B910DC,MEDIUM,False,respinge,sentenze
A024C85A34,MEDIUM,False,respinge,sentenze
A024E132A7,MEDIUM,False,respinge,sentenze
A024E75386,MEDIUM,False,respinge,sentenze
A0254CBE07,MEDIUM,False,respinge,sentenze
A0256C1C4B,MEDIUM,False,dichiara improcedibile,sentenze
A025CCB819,HIGH,True,respinge,"ordinanze, sentenze"
A0266C7561,HIGH,True,respinge,"ordinanze, sentenze"
A026AD3C4E,MEDIUM,False,respinge,sentenze
A026CD2202,MEDIUM,False,respinge,sentenze
A0276EA663,MEDIUM,False,respinge,sentenze
A027A67750,MEDIUM,False,respinge,sentenze
A027A8C5D9,MEDIUM,False,respinge,sentenze
A027F893AA,MEDIUM,False,dichiara inammissibile,sentenze
A027F8E7C9,MEDIUM,False,dichiara inammissibile,sentenze
A0284B8ABB,MEDIUM,False,dichiara estinto,sentenze
A0286B0AA5,MEDIUM,False,respinge,sentenze
A028AB4AFA,MEDIUM,False,dichiara irricevibile,sentenze
A028E6BBC4,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A02917C394,MEDIUM,False,respinge,sentenze
A029239F88,MEDIUM,False,respinge,sentenze
A0292A048B,MEDIUM,False,respinge,sentenze
A0293D96D6,MEDIUM,False,respinge,sentenze
A029617086,MEDIUM,False,respinge,sentenze
A029B19276,MEDIUM,False,respinge,sentenze
A02A6A7B78,HIGH,True,"respinge, respinge sui motivi aggiunti","ordinanze, sentenze"
A02A7112F4,MEDIUM,False,respinge,sentenze
A02AA7C506,HIGH,True,respinge,sentenze
A02AD09FE2,MEDIUM,False,respinge,sentenze
A02AD931CB,MEDIUM,False,respinge,sentenze
A02AE97855,MEDIUM,False,dichiara improcedibile,sentenze
A02B045B2D,MEDIUM,False,"dichiara inammissibile, respinge sui motivi aggiunti",sentenze
A02B2629A0,MEDIUM,False,respinge,sentenze
A02B27DFE6,MEDIUM,False,dichiara inammissibile,sentenze
A02B2CAF71,MEDIUM,False,respinge,sentenze
A02B315D56,HIGH,True,respinge,sentenze
A02B609D35,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A02B7BF6AA,HIGH,True,respinge,sentenze
A02C5940CC,MEDIUM,False,respinge,sentenze
A02D2918AA,MEDIUM,False,respinge,sentenze
A02D395F37,MEDIUM,False,respinge,sentenze
A02D3A1920,HIGH,True,respinge,sentenze
A02D3DB8FD,MEDIUM,False,respinge,sentenze
A02D879868,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A02D8C357A,MEDIUM,False,dichiara improcedibile,sentenze
A02D97CE22,MEDIUM,False,"dichiara estinto, dichiara improcedibile",sentenze
A02D991F76,MEDIUM,False,"dichiara estinto, dichiara improcedibile",sentenze
A02D99D95F,MEDIUM,False,dichiara improcedibile,sentenze
A02D9A0BD8,MEDIUM,False,dichiara improcedibile,sentenze
A02DA99954,MEDIUM,False,respinge,sentenze
A02DABE7DD,MEDIUM,False,respinge,sentenze
A02E24C3DB,MEDIUM,False,respinge,sentenze
A02E60022C,MEDIUM,False,"dichiara inammissibile, respinge",sentenze
A02EBE6044,MEDIUM,False,respinge,ordinanze
A02EFD81BE,HIGH,True,respinge,ordinanze
A02F271683,MEDIUM,False,respinge,sentenze
A02F2E456A,HIGH,True,respinge,sentenze
A02F7BC4B2,MEDIUM,False,respinge,sentenze
A0300E7580,HIGH,True,respinge,"ordinanze, sentenze"
A030630209,HIGH,True,respinge,sentenze
A030695561,MEDIUM,False,dichiara improcedibile,sentenze
A03154B92D,MEDIUM,False,respinge,sentenze
A0316B109E,MEDIUM,False,respinge sui motivi aggiunti,sentenze
A0317F4B27,MEDIUM,False,dichiara irricevibile,sentenze
A031D253E3,MEDIUM,False,respinge,sentenze
A0321A173E,MEDIUM,False,dichiara inammissibile,sentenze
A0323AA530,MEDIUM,False,respinge,sentenze
A0325B54C8,HIGH,True,respinge,sentenze
A0329F2427,MEDIUM,False,respinge,sentenze
A032C5083C,MEDIUM,False,respinge,sentenze
A032C6ADAF,MEDIUM,False,respinge,sentenze
A032CDCBC3,MEDIUM,False,respinge,ordinanze
A032F9BFE4,MEDIUM,False,respinge,sentenze
A032FADEBF,MEDIUM,False,respinge,sentenze
A033E0EC68,MEDIUM,False,respinge,sentenze
A033E5897A,MEDIUM,False,respinge,sentenze
A033E7A58A,HIGH,True,respinge,sentenze
A0342467A8,MEDIUM,False,respinge,sentenze
A0348271A1,MEDIUM,False,respinge,sentenze
A034B5E8C8,MEDIUM,False,respinge,sentenze
A035617209,MEDIUM,False,dichiara inammissibile,sentenze
A03576BA9A,MEDIUM,False,respinge,sentenze
A035F73B44,HIGH,True,"dichiara improcedibile, respinge","ordinanze, sentenze"
A0366537AB,MEDIUM,False,respinge,sentenze
A036B5599B,MEDIUM,False,dichiara estinto,sentenze
A037059D31,MEDIUM,False,respinge,sentenze
A03710B019,MEDIUM,False,respinge,sentenze
A0371A1BDE,MEDIUM,False,respinge,sentenze
A0371B4B8C,MEDIUM,False,dichiara estinto,sentenze
A038332AE9,MEDIUM,False,respinge,sentenze
A0389E522F,HIGH,True,respinge,sentenze
A038B70824,MEDIUM,False,respinge,sentenze
A038CEA016,HIGH,True,respinge,"ordinanze, sentenze"
A038D525E7,HIGH,True,respinge,sentenze
A038E048CA,MEDIUM,False,respinge,sentenze
A038E3E8A7,MEDIUM,False,respinge,sentenze
A038E4E5DC,MEDIUM,False,respinge,sentenze
A0392E2D04,HIGH,True,respinge,sentenze
A03983D868,MEDIUM,False,respinge,sentenze
A039906E45,MEDIUM,False,respinge,sentenze
A039AFBBB6,HIGH,True,"dichiara irricevibile, respinge",sentenze
A039DF615F,MEDIUM,False,respinge,sentenze
A03A3344D2,MEDIUM,False,respinge,sentenze
A03A348553,MEDIUM,False,respinge,sentenze
A03A68E8DC,MEDIUM,False,respinge,sentenze
A03B10F3E6,HIGH,True,respinge,sentenze
A03B33ADE3,MEDIUM,False,respinge,sentenze
A03B3ED19E,HIGH,True,"dichiara improcedibile, respinge","ordinanze, sentenze"
A03B4427C1,MEDIUM,False,respinge,sentenze
A03B53611E,MEDIUM,False,respinge,sentenze
A03BA07A9C,MEDIUM,False,dichiara inammissibile,sentenze
A03BBEA932,MEDIUM,False,respinge,ordinanze
A03BEFC1D5,HIGH,True,respinge,sentenze
A03C4F606E,HIGH,True,respinge,sentenze
A03C508F44,HIGH,True,respinge,sentenze
A03C546272,HIGH,True,"dichiara improcedibile, respinge",sentenze
A03C87C8C6,MEDIUM,False,dichiara inammissibile,sentenze
A03C884F5E,MEDIUM,False,dichiara inammissibile,sentenze
A03C88F874,MEDIUM,False,dichiara inammissibile,sentenze
A03C89A18A,MEDIUM,False,dichiara inammissibile,sentenze
A03C8A8D14,MEDIUM,False,dichiara inammissibile,sentenze
A03C9615C1,MEDIUM,False,dichiara improcedibile,sentenze
A03CB6D62C,HIGH,True,"dichiara improcedibile, respinge","ordinanze, sentenze"
A03CB85DA0,HIGH,True,"dichiara irricevibile, respinge",sentenze
A03CC4DF03,HIGH,True,respinge,sentenze
A03CFD9C52,MEDIUM,False,respinge,sentenze
A03D0379E5,HIGH,True,respinge,sentenze
A03D0487ED,HIGH,True,respinge,sentenze
A03D6A8AB1,MEDIUM,False,respinge,ordinanze
A03DADE44B,HIGH,True,respinge,"ordinanze, sentenze"
A03DE8CDA5,HIGH,True,respinge,sentenze
A03DF1D550,MEDIUM,False,respinge,sentenze
A03E176546,MEDIUM,False,respinge,sentenze
A03EA10E69,MEDIUM,False,dichiara improcedibile,sentenze
A03EA643BE,MEDIUM,False,respinge,ordinanze
A03EB155CE,HIGH,True,respinge,"ordinanze, sentenze"
A03EB382B1,MEDIUM,False,respinge,sentenze
A03EEE9E84,MEDIUM,False,respinge,sentenze
