fold,copertura_marginale,copertura_classe1,copertura_classe0,ampiezza_media,frac_singleton,frac_ambiguo,frac_vuoto,n1_test,n0_test
0,0.9015384615384615,0.88,0.9111111111111111,1.5876923076923077,0.4123076923076923,0.5876923076923077,0.0,100,225
1,0.8953846153846153,0.875,0.9049773755656109,1.4892307692307691,0.5107692307692308,0.48923076923076925,0.0,104,221
2,0.8950617283950617,0.8679245283018868,0.908256880733945,1.6635802469135803,0.33641975308641975,0.6635802469135802,0.0,106,218
3,0.92,0.9032258064516129,0.9267241379310345,1.6246153846153846,0.37538461538461537,0.6246153846153846,0.0,93,232
mean_oof,0.9029962013295346,0.881537583688375,0.9127673763354254,1.5912796771130104,0.40872032288698956,0.5912796771130104,0.0,403,896
