cig,fold,label,score_raw,score_calib_pf,score_calib_gl
011759741C,3.0,,0.5779931236238326,0.9698702562196416,0.915912314957818
0080520F30,2.0,,0.5217197067404463,0.8871368304203262,0.7999780126549255
01175258B0,1.0,,0.5873148055495172,0.9759948041782439,0.9278434973144122
01129243D4,0.0,1.0,0.48045582669925363,0.736534337534479,0.6573453149324527
01088788F5,3.0,,0.5677169341334534,0.9613651106743135,0.900706657433571
0116863664,1.0,,0.5667177358522942,0.9604245124674493,0.8991042488727471
0116685381,0.0,,0.44220310832060017,0.5174133732596158,0.4926072801806535
01188920C8,1.0,,0.7114873845761166,0.9989052144104501,0.9915476288197062
0120704815,1.0,,0.6204432055802445,0.9893885947085461,0.9586657316797507
0120751EDC,1.0,,0.6375996396698232,0.9930702695812803,0.9692104749958641
0125636E17,3.0,,0.5517222193224807,0.9433999537592257,0.8721749933447396
0430761338,1.0,,0.593973264608188,0.9796078505813582,0.9353887847187654
0430694BEB,2.0,,0.5759145872361968,0.9683107505702699,0.9130179541799582
00836917FD,1.0,1.0,0.7054109802421015,0.9987254265026961,0.9905909939553292
01248315CB,2.0,,0.5270262644812745,0.8997787835187869,0.8146686253025405
01203514C8,0.0,,0.48045582669925363,0.736534337534479,0.6573453149324527
0124665CCC,1.0,,0.5874747778700942,0.9760885240464832,0.9280339506102296
04307011B5,3.0,,0.5411654216153037,0.9275062694285905,0.84971563485815
013102091D,3.0,,0.5127983057505426,0.8627491648098617,0.7733489002219197
0128398560,2.0,,0.6133602902590214,0.9873542590987994,0.9533693732465822
0134148E6A,2.0,,0.6511571659096526,0.9950560736567834,0.9756527604155031
0142633877,0.0,,0.4500706937644592,0.566304558357904,0.5275976943298226
013964892A,2.0,,0.5660430785495781,0.9597770454157214,0.8980093587736363
0136183DC0,3.0,,0.5219517725638313,0.8877176466761892,0.8006383274790241
0142004168,2.0,,0.5327838777232692,0.9120571422639925,0.8296495697352559
013150160D,0.0,,0.48045582669925363,0.736534337534479,0.6573453149324527
469885951C,3.0,,0.520980734664825,0.8852698289183989,0.797864437928421
0136763C62,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
0127654F65,2.0,,0.5920848398153684,0.9786409932039664,0.9333268005074649
0137049867,0.0,,0.4565814955112846,0.6058511221882076,0.5563650855110759
01485982F2,3.0,,0.5539452992428597,0.9463014754316746,0.8765230027579037
015337590B,1.0,,0.4662121613367345,0.6617682503891092,0.5981803920665396
0146005721,1.0,,0.5564586885023435,0.9494127466752429,0.8812851634205816
01267315B9,2.0,,0.4958671485157309,0.8044173204535954,0.716237185365175
0109226823,3.0,,0.5426392934628457,0.9299501991057885,0.8530359381972102
0146599152,0.0,,0.4644918725790444,0.6520552183088563,0.5907969109059351
015080610C,0.0,1.0,0.48045582669925363,0.736534337534479,0.6573453149324527
0152078AB9,2.0,,0.5811026393594928,0.9720652805836622,0.9200791531619027
0149441A9A,1.0,,0.5702549176738158,0.9636587232026238,0.904675364954356
01445706EE,3.0,,0.5738770751398901,0.9667063944722589,0.9100935352432197
0315554365,3.0,,0.5884874388339091,0.9766735630095091,0.9292288403900882
0125982B9F,3.0,,0.5769901308903591,0.969127229707628,0.9145267314730529
0145053584,2.0,,0.6511571659096526,0.9950560736567834,0.9756527604155031
01483473D0,0.0,,0.4565814955112846,0.6058511221882076,0.5563650855110759
0431292968,1.0,,0.6033161048413888,0.9837945572441998,0.944742906378064
0154665198,0.0,,0.48045582669925363,0.736534337534479,0.6573453149324527
0140785374,2.0,,0.5222828470924648,0.888541742277056,0.8015775235227482
0140883453,1.0,,0.43539296474929057,0.4747879301887858,0.46236575281133085
0430987DB5,3.0,,0.5411654216153037,0.9275062694285905,0.84971563485815
01580467AD,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
0173776C7A,3.0,,0.5963239168838621,0.9807516437115472,0.9378725268653196
0164122DBE,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
0158814175,1.0,,0.6527370107787156,0.9952470208686176,0.9763120586100775
0159444957,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
01307298F9,3.0,,0.5219517725638313,0.8877176466761892,0.8006383274790241
0150283174,3.0,1.0,0.5963239168838621,0.9807516437115472,0.9378725268653196
01610441B6,2.0,,0.5886421690403991,0.9767617151790862,0.9294097923227217
0166837E3B,1.0,,0.5866407909629731,0.9755959824051582,0.9270359417469579
01170039EB,2.0,,0.6511571659096526,0.9950560736567834,0.9756527604155031
0161057C6D,3.0,,0.5738770751398901,0.9667063944722589,0.9100935352432197
0163344BB8,2.0,,0.6280445096596233,0.9912124626665704,0.9637078158981157
0164727105,3.0,,0.5539452992428597,0.9463014754316746,0.8765230027579037
04308615BD,0.0,,0.4569547891849605,0.6080821568898981,0.5580048995178213
0157899E5C,0.0,,0.41557157464625066,0.3549107877958599,0.37666535767375137
01636063F0,3.0,,0.5884874388339091,0.9766735630095091,0.9292288403900882
01508250BA,2.0,,0.5759145872361968,0.9683107505702699,0.9130179541799582
01600605AF,0.0,,0.4356402035769489,0.47633275715379864,0.4634601706060118
0153789EAE,2.0,,0.6133602902590214,0.9873542590987994,0.9533693732465822
01693800CC,2.0,,0.6642686334947935,0.9964353658439141,0.9806234989906106
0172500F7C,3.0,,0.47235907856827564,0.6953355983803042,0.6241803800239587
0144870E7D,1.0,,0.646037596334692,0.9943832970703387,0.97339105289608
01787537A2,2.0,,0.6511571659096526,0.9950560736567834,0.9756527604155031
017925885F,3.0,,0.5884874388339091,0.9766735630095091,0.9292288403900882
01694022F3,1.0,,0.5818089064489502,0.9725417634817487,0.9209989314342938
016521106E,0.0,,0.46597028755758557,0.6604105746674125,0.5971448739243673
0094698342,0.0,,0.4569547891849605,0.6080821568898981,0.5580048995178213
0169223F38,1.0,,0.4490679013542374,0.5601242595498483,0.5231457362022401
0178952BD9,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
01713602BE,2.0,,0.5931008065862968,0.9791666038432205,0.9344436241457876
0177747974,2.0,,0.5183441264365787,0.8783881444090885,0.7901877372444244
01607173DC,1.0,,0.5373508454593626,0.9208120875225718,0.8408353921199275
0178991C08,1.0,,0.6945746743823388,0.9983285395800008,0.9886115587271854
018024460C,3.0,,0.5276425292117672,0.9011624905413935,0.8163195174141948
0175787803,3.0,,0.5963239168838621,0.9807516437115472,0.9378725268653196
01446286CB,3.0,,0.5020071726583906,0.8274928725202373,0.737921023266203
018142764A,2.0,,0.5824088663028661,0.9729403141700178,0.921772652016758
0188569C0C,2.0,,0.45506566627567996,0.5967470486307558,0.5496940500602785
0184321A7D,2.0,,0.6642686334947935,0.9964353658439141,0.9806234989906106
0187246847,3.0,,0.5884874388339091,0.9766735630095091,0.9292288403900882
0145608F81,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
0191362CE7,3.0,,0.5124914603090095,0.8618363299744286,0.772389889267262
01844103F1,1.0,,0.5317748253097692,0.9100082316429505,0.8270954444447419
0183798AE5,2.0,,0.5905246212245103,0.9778084663724532,0.9315772590549292
0182659EF5,2.0,,0.599917059206262,0.982379472934792,0.9414973123789818
0188553ED7,3.0,,0.5963239168838621,0.9807516437115472,0.9378725268653196
0192579935,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
0182174EB9,1.0,,0.6446855010524124,0.9941909004857875,0.972760384065633
0189415632,1.0,,0.6333842021035365,0.9923043186104087,0.9668901714400291
0172653DBF,3.0,,0.4756459222498565,0.7124943659227003,0.637804975784348
019525270A,1.0,,0.4475890848082137,0.550976604922645,0.5165739271368539
0185845424,1.0,,0.7016154820079162,0.9985984571544986,0.989939814777257
018823044E,1.0,,0.7043499064110609,0.9986911347797042,0.9904132736088331
0185712662,3.0,,0.5677169341334534,0.9613651106743135,0.900706657433571
01909118BB,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
0430944A3A,1.0,,0.6527370107787156,0.9952470208686176,0.9763120586100775
0188069F6E,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
0176386653,3.0,,0.5769901308903591,0.969127229707628,0.9145267314730529
0203326DE8,2.0,,0.64010729297158,0.9934894863967376,0.9705152530024619
01879247C8,2.0,,0.5170715644742121,0.8749411745946019,0.7864067184101978
0182150AEC,1.0,,0.5924058344446571,0.9788084465290158,0.9336815567618832
018103961A,0.0,,0.4569547891849605,0.6080821568898981,0.5580048995178213
018268546D,1.0,,0.620684397353323,0.9894518476810004,0.9588355589252601
0197722D57,2.0,,0.6157696442232385,0.9880861739798272,0.9552397335929678
0201492474,2.0,,0.5795922008048272,0.9710191628363071,0.9180792057733896
0195192587,2.0,,0.5758781432524938,0.9682827220211955,0.9129664106922504
0126623C97,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
0197383599,2.0,,0.5686630669330195,0.9622359513442329,0.9022030530090581
0193836685,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
0198417AE0,1.0,,0.6527370107787156,0.9952470208686176,0.9763120586100775
01965072B4,1.0,,0.6511045732747157,0.9950495874595314,0.9756305075464182
01999045FE,3.0,,0.4925359050226282,0.7909525699620684,0.7040299223276983
0193218887,3.0,,0.5091693813009145,0.8516242923014656,0.7618244884233387
0203463EF6,1.0,,0.5977823399425751,0.9814294235033834,0.9393684164669027
01794441DF,0.0,,0.4356402035769489,0.47633275715379864,0.4634601706060118
0208679F57,2.0,,0.58725757620282,0.9759611893941896,0.9277752507242261
0203771D22,1.0,,0.6775613182866623,0.9974424546086883,0.9846442930826567
0207871492,1.0,,0.7114873845761166,0.9989052144104501,0.9915476288197062
0207497FEC,1.0,,0.5771945251467091,0.9692800723216155,0.9148107606291405
020975574B,2.0,,0.5869361193895514,0.9757715205146418,0.9273908028303111
0210189D6F,1.0,,0.3618783982251515,0.12535093747373316,0.1885146207641393
020662612B,1.0,,0.6204432055802445,0.9893885947085461,0.9586657316797507
0202627D13,2.0,,0.5209825661138772,0.8852744890998623,0.7978696967095283
02091113DA,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
020379836D,1.0,,0.5862356793535418,0.9753531727008746,0.926546567946217
021083528B,0.0,,0.46597028755758557,0.6604105746674125,0.5971448739243673
02127384F2,3.0,,0.5874915872407666,0.9760983510776395,0.9280539358785544
020806008B,0.0,,0.4714074636459736,0.6902616465440823,0.6201976787739358
021013942F,2.0,,0.5531421568891073,0.9452697844918071,0.8749670311444507
020793488E,1.0,,0.6096643317951302,0.9861443960653634,0.9503551575184157
0215251EBA,2.0,,0.6449800843166273,0.9942333688924884,0.9728990152867876
0208255176,3.0,,0.4756459222498565,0.7124943659227003,0.637804975784348
0210730BE2,1.0,,0.534092783995836,0.9146520751094435,0.8329179007478379
021035024F,0.0,,0.48045582669925363,0.736534337534479,0.6573453149324527
