fold,q1,q0,n1_cal,n0_cal,alpha
0,0.6432193741296659,0.6032340665515674,26,35,0.1
1,0.6423345684710198,0.4773871590513585,27,34,0.1
2,0.6414686491987337,0.5672533679491848,24,37,0.1
3,0.6420383077589438,0.5854808207585053,29,32,0.1
