"fold","best_iter","pr_auc","roc_auc","pr_auc_baseline","roc_auc_baseline","lift_1pct_globale"
1,0,0.571238945071746,0.687069783008869,0.571238945071746,0.687069783008869,14.2857142857143
2,1,0.564872910991363,0.694237166232132,0.562793260424486,0.687033624022296,14.2857142857143
3,1,0.658068931561566,0.731459194332168,0.649042212409942,0.724141650392843,14.2857142857143
4,0,0.583576929999386,0.706963304418911,0.583576929999386,0.706963304418911,14.2857142857143
