fold,n_P,n_N,ece_raw,ece_calib,brier_raw,brier_calib
0,125,261,0.19622937609336025,0.04452099238311034,0.2641892561469318,0.21769252774574763
1,124,262,0.18809915250783496,0.03170237454085533,0.25568572521145416,0.21632949608974666
2,123,261,0.2016419185054296,0.04349831014172619,0.2630024242686804,0.21772656374261676
3,124,261,0.1802141656041158,0.0071785637972515874,0.25975754988187505,0.21890394348149134
overall,496,1045,0.18578483628510398,0.03172570914277447,0.26065628191306434,0.21766224524207642
