cig,fold,label,score_raw,score_calib_pf,score_calib_gl
011759741C,3.0,,0.012154527247886836,0.39864835445585867,0.38797455304781636
0080520F30,2.0,,0.1198321367083202,0.42433045945899117,0.420707097993315
01175258B0,1.0,,0.011456228073209805,0.3984834496361979,0.38776520647848
01129243D4,0.0,1.0,0.1417160793212069,0.42960517306662327,0.4274558435138486
01088788F5,3.0,,0.009446149145336095,0.39800889395214406,0.3871628264723719
0116863664,1.0,,0.007474074556594182,0.3975434968835453,0.3865721708011421
0116685381,0.0,,0.06248682825317255,0.4105928425585678,0.40316847586003235
01188920C8,1.0,,0.020814410125780468,0.40069530419440746,0.390574157370464
0120704815,1.0,,0.010864388047503986,0.3983437033992055,0.3875878082593903
0120751EDC,1.0,,0.46501787972789704,0.50875897607175,0.5289647833004868
0125636E17,3.0,,0.017185395629040697,0.39983708217690755,0.3894840001722555
0430761338,1.0,,0.010452725717321087,0.39824651078181694,0.38746443410178905
0430694BEB,2.0,,0.06832312536119257,0.41198500503189844,0.4049429851921071
00836917FD,1.0,1.0,0.34277689003411616,0.47866631623350625,0.490410503393862
01248315CB,2.0,,0.06070253048461906,0.4101675092553077,0.40262646841019933
01203514C8,0.0,,0.3323127898346138,0.4760944117609403,0.48710897298219585
0124665CCC,1.0,,0.005433381797972295,0.39706210139206216,0.38596131450953486
04307011B5,3.0,,0.007676344389188374,0.3975912227660373,0.3866327372732246
013102091D,3.0,,0.026261717647122127,0.40198467527054443,0.39221258050143204
0128398560,2.0,,0.0501822313515973,0.40766247519752236,0.39943564229683054
0134148E6A,2.0,,0.12024952277239138,0.4244309054359274,0.42083554637961756
0142633877,0.0,,0.045062373864101925,0.4064450890572623,0.39788584464436194
013964892A,2.0,,0.04594266973655865,0.4066543221119855,0.3981521683138333
0136183DC0,3.0,,0.01148895708379042,0.398491178146758,0.38777501754585675
0142004168,2.0,,0.05369410381265825,0.4084981757430913,0.40049986526555936
013150160D,0.0,,0.056649595410545824,0.4092018877938534,0.40139621335793535
469885951C,3.0,,0.006585033574321777,0.3973337493943427,0.38630600330279674
0136763C62,0.0,,0.019569486485682856,0.4004008245093129,0.3902000581349883
0127654F65,2.0,,0.13202904244866734,0.42726824836825567,0.4244649901820756
0137049867,0.0,,0.015923370781368486,0.39953877092498197,0.389105145602207
01485982F2,3.0,,0.01628585834162093,0.3996244463407194,0.38921394916263885
015337590B,1.0,,0.01101258630763782,0.39837869466150616,0.38763222643301265
0146005721,1.0,,0.011413224719702549,0.3984732950562526,0.38775231564362067
01267315B9,2.0,,0.058667207287034194,0.40968250159072117,0.40200849854681886
0109226823,3.0,,0.04499192710483101,0.4064283463910344,0.397864534375814
0146599152,0.0,,0.07015041541826587,0.4124211688510206,0.40549908089823183
015080610C,0.0,1.0,0.6249226806091216,0.5479943175922997,0.5788119318368457
0152078AB9,2.0,,0.06313114906325082,0.4107464659004023,0.4033642562514896
0149441A9A,1.0,,0.06602531960749179,0.4114367279973758,0.4042440446566053
01445706EE,3.0,,0.015748148961013668,0.3994973587354777,0.38905255532088073
0315554365,3.0,,0.03611243476564953,0.4043197628559962,0.39518159718059653
0125982B9F,3.0,,0.012056073195939659,0.3986251029308991,0.38794503451352175
0145053584,2.0,,0.05010271950546285,0.4076435603730204,0.39941155831208175
01483473D0,0.0,,0.007374173898848954,0.39751992588639323,0.3865422584385777
0431292968,1.0,,0.009237648053245227,0.39795968028547624,0.3871003626286242
0154665198,0.0,,0.024663020798623515,0.40160612423420744,0.3917314762060144
0140785374,2.0,,0.053568253247406966,0.4084682186209612,0.4004617117567306
0140883453,1.0,,0.026405856553469897,0.4020188112771398,0.3922559672884432
0430987DB5,3.0,,0.007818728052596684,0.3976248195817463,0.38667537389162276
01580467AD,0.0,,0.009573278235729777,0.39803890194692293,0.3872009142892262
0173776C7A,3.0,,0.030386664626814643,0.4029619490268529,0.39345488776124243
0164122DBE,0.0,,0.016214327835412396,0.3996075393267601,0.38919247783091604
0158814175,1.0,,0.006730738243328355,0.39736812226724705,0.38634962076629814
0159444957,0.0,,0.009439481551224142,0.39800732013108414,0.387160828902327
01307298F9,3.0,,0.055119507497261265,0.4088375223092522,0.40093208214510867
0150283174,3.0,1.0,0.22975652574941685,0.45097578180475356,0.4548553675249378
01610441B6,2.0,,0.050796967781706816,0.4078087221565824,0.3996218611821778
0166837E3B,1.0,,0.08469046109928559,0.4158966442967024,0.40993255961336905
01170039EB,2.0,,0.11523705163416512,0.42322504492477814,0.4192936977940243
0161057C6D,3.0,,0.018927730904593498,0.4002490489225281,0.3900072611572232
0163344BB8,2.0,,0.07298311211777735,0.41309758921905204,0.40636162907464607
0164727105,3.0,,0.006773635252913122,0.39737824220086526,0.38636246256065054
04308615BD,0.0,,0.016198304468467623,0.39960375206231546,0.38918766815136957
0157899E5C,0.0,,0.013053197641918543,0.39886061119764327,0.3882440307541199
01636063F0,3.0,,0.008388903200780099,0.3977593676414016,0.3868461295639122
01508250BA,2.0,,0.049066805751851385,0.40739715511714253,0.3990978265271057
01600605AF,0.0,,0.0253178832943924,0.40176117316542,0.39192852206453865
0153789EAE,2.0,,0.05020842535468872,0.40766870646694875,0.3994435765163196
01693800CC,2.0,,0.15451702461139813,0.4326981074788845,0.43141622372896593
0172500F7C,3.0,,0.00884339473841019,0.3978666281328549,0.3869822603161456
0144870E7D,1.0,,0.0066326651381620775,0.3973449859419667,0.3863202618627026
01787537A2,2.0,,0.10379166938969883,0.420475053743421,0.4157790169052918
017925885F,3.0,,0.02636384993975604,0.4020088628723843,0.39224332283749974
01694022F3,1.0,,0.011003623389456214,0.3983765783870438,0.3876295400025398
016521106E,0.0,,0.3613766373320964,0.483240535526824,0.4962807946841776
0094698342,0.0,,0.011260833362436206,0.39843731088643036,0.3877066355453844
0169223F38,1.0,,0.015749568516828887,0.3994976942296693,0.3890529813695436
0178952BD9,0.0,,0.01146628009362712,0.39848582327867554,0.3877682197297488
01713602BE,2.0,,0.047832448951686035,0.40710360847334853,0.39872410338516556
0177747974,2.0,,0.05601713974948387,0.4090512666761165,0.401204345106504
01607173DC,1.0,,0.012722708103786506,0.3987825485306986,0.3881449213233684
0178991C08,1.0,,0.034884603544682084,0.4040284697824749,0.3948111005635302
018024460C,3.0,,0.050752280428106915,0.4077980903999333,0.3996083232975984
0175787803,3.0,,0.009064633221821333,0.3979188442034381,0.38704853276267115
01446286CB,3.0,,0.07536313698333791,0.41366616975286624,0.407086786964318
018142764A,2.0,,0.068841998540455,0.41210884310908924,0.40510086814365776
0188569C0C,2.0,,0.05302935527328067,0.40833994852232963,0.4002983503121687
0184321A7D,2.0,,0.048705588651154555,0.40731124598182405,0.3989884495369579
0187246847,3.0,,0.007474959740760231,0.3975437057398852,0.3865724358477649
0145608F81,0.0,,0.007851623624465332,0.39763258175037103,0.3866852246785233
0191362CE7,3.0,,0.007935034735136742,0.3976522639952234,0.38671020307843357
01844103F1,1.0,,0.017936355821032847,0.4000146257451529,0.38970949863797866
0183798AE5,2.0,,0.05079463045473389,0.40780816607113174,0.3996211530929738
0182659EF5,2.0,,0.046097408702737375,0.4066911047338835,0.3981989890933285
0188553ED7,3.0,,0.033777518405482126,0.4037658807143823,0.39447714250652377
0192579935,0.0,,0.011500816080957618,0.3984939785000802,0.38777857250072123
0182174EB9,1.0,,0.3899494329496747,0.4902726253438663,0.505300127302719
0189415632,1.0,,0.00943903985450012,0.39800721587292176,0.38716069657284846
0172653DBF,3.0,,0.07181602327272095,0.4128188598895454,0.40600618351404316
019525270A,1.0,,0.014615579869689149,0.3992297203297815,0.3887126935020811
0185845424,1.0,,0.014203281283291734,0.39913230461854543,0.3885889976040018
018823044E,1.0,,0.14758871239097895,0.4310234377254496,0.42927160720577523
0185712662,3.0,,0.07507219027171126,0.41359665110792043,0.4069981180722862
01909118BB,0.0,,0.006649185698360121,0.39734888325817586,0.386325207355722
0430944A3A,1.0,,0.009533515660317396,0.3980295161672859,0.38718900129170913
0188069F6E,0.0,,0.01934654637214452,0.4003480968681177,0.3901330783078409
0176386653,3.0,,0.009063901159093706,0.3979186714202664,0.387048313464865
0203326DE8,2.0,,0.048751540114686916,0.40732217441485696,0.3990023631383581
01879247C8,2.0,,0.061787418159208754,0.4104261041921788,0.40295599120422354
0182150AEC,1.0,,0.009233420825288297,0.3979586825308004,0.38709909625204086
018103961A,0.0,,0.016887174731816713,0.3997665834694933,0.389394463450704
018268546D,1.0,,0.019585223239776045,0.40040454650149204,0.39020478622065435
0197722D57,2.0,,0.05887774031778918,0.40973266246357887,0.4020724067079953
0201492474,2.0,,0.04594266973655865,0.4066543221119855,0.3981521683138333
0195192587,2.0,,0.046821501015940056,0.4068632408488834,0.39841810904317654
0126623C97,0.0,,0.009619396711898673,0.39804978810266317,0.3872147317043903
0197383599,2.0,,0.05022262115543874,0.40767208350649004,0.3994478764767421
0193836685,0.0,,0.009404158375852482,0.3979989824725812,0.3871502463603086
0198417AE0,1.0,,0.009794198489242886,0.39809105055860583,0.3872671051761998
01965072B4,1.0,,0.015468051957444705,0.3994311631713644,0.3889684936410428
01999045FE,3.0,,0.05234562774512678,0.4081772236308535,0.4000911171640817
0193218887,3.0,,0.12698963963093834,0.4260538059923738,0.42291125476869557
0203463EF6,1.0,,0.006836226147579804,0.3973930083223349,0.3863812002668807
01794441DF,0.0,,0.007910210582860924,0.3976464062872287,0.3867027691431321
0208679F57,2.0,,0.04594266973655865,0.4066543221119855,0.3981521683138333
0203771D22,1.0,,0.02563372057764505,0.4018359596060147,0.3920235690030845
0207871492,1.0,,0.19115518429706288,0.4415787733498257,0.4427983017565922
0207497FEC,1.0,,0.02491886304327716,0.40166669654318216,0.39180845405620024
020975574B,2.0,,0.052987487789209066,0.408329983621624,0.4002856595372741
0210189D6F,1.0,,0.06113484465544983,0.4102705501605589,0.40275776860361473
020662612B,1.0,,0.03024347855976744,0.4029280127260014,0.39341174132126583
0202627D13,2.0,,0.06273020098183625,0.41065086708918885,0.4032424223688212
02091113DA,0.0,,0.01438697638668123,0.3991757061324557,0.38864410718040165
020379836D,1.0,,0.011887352559218776,0.3985852578728473,0.3878944505352739
021083528B,0.0,,0.48694512807757306,0.5141565106868651,0.5358573810026318
02127384F2,3.0,,0.01592838893041906,0.3995399569430622,0.38910665176468917
020806008B,0.0,,0.007446489955514337,0.3975369884048768,0.38656391130461465
021013942F,2.0,,0.05246169149162753,0.40820484500139786,0.400126292776523
020793488E,1.0,,0.018040250222713102,0.40003919074478966,0.3897406997845454
0215251EBA,2.0,,0.17377721792717887,0.43736153692169283,0.43739138506650255
0208255176,3.0,,0.031229126221986994,0.403161638307141,0.3937087814297439
0210730BE2,1.0,,0.012010654774922231,0.39861437678651074,0.38793141742106335
021035024F,0.0,,0.058685466103760776,0.409686851798931,0.40201404095336646
020438255B,0.0,,0.018141802925617425,0.40006320255429234,0.3897711985539474
02071208D2,0.0,,0.010581681692642446,0.39827695615611697,0.38750308032915354
0208146781,3.0,,0.02785049540854003,0.40236099340080295,0.39269090725792627
02070406CE,0.0,,0.027315632291129387,0.4022342927802007,0.39252985518739053
020921165F,3.0,,0.007814667384494016,0.39762386141408806,0.3866741579053256
