fold,lift1_pi0.005,lam_pi0.005,prauc_pi0.005,rocauc_pi0.005,lift1_pi0.01,lam_pi0.01,prauc_pi0.01,rocauc_pi0.01,lift1_pi0.02,lam_pi0.02,prauc_pi0.02,rocauc_pi0.02,lift1_pi0.03,lam_pi0.03,prauc_pi0.03,rocauc_pi0.03,lift1_pi0.05,lam_pi0.05,prauc_pi0.05,rocauc_pi0.05
0,7.547169811320754,0.01268961003167922,0.5296699156545279,0.5654986522911051,11.320754716981131,0.0007278953843983146,0.4477984147926391,0.48274932614555255,9.433962264150942,0.007880462815669913,0.49661305943511547,0.5355795148247978,11.320754716981131,1e-05,0.4374321566163848,0.47304582210242585,9.433962264150942,0.020433597178569417,0.5038156612888733,0.5469002695417791
1,15.094339622641508,0.007880462815669913,0.5356339998801766,0.5795148247978437,13.20754716981132,0.020433597178569417,0.5225936459414228,0.5846361185983827,15.094339622641508,0.020433597178569417,0.5361656973611802,0.5800539083557951,16.9811320754717,0.020433597178569417,0.5382758706812968,0.5795148247978436,16.9811320754717,0.03290344562312668,0.5355505476993035,0.5776280323450135
2,7.692307692307692,0.0030391953823131978,0.5542812472917298,0.5653846153846154,7.692307692307692,6.723357536499335e-05,0.5046254914178074,0.5346153846153845,7.692307692307692,0.0030391953823131978,0.5235506159460624,0.5434065934065935,5.769230769230769,0.020433597178569417,0.540181864069823,0.5717032967032967,7.692307692307692,0.020433597178569417,0.5586603639619664,0.5752747252747252
3,13.461538461538462,0.00017433288221999874,0.5048640212585945,0.5266483516483516,13.461538461538462,0.0030391953823131978,0.5305936619209407,0.5423076923076923,13.461538461538462,2.592943797404667e-05,0.5031037642273971,0.5233516483516483,13.461538461538462,0.007880462815669913,0.5333617535823914,0.5475274725274726,9.615384615384615,0.08531678524172806,0.552610072372254,0.5733516483516483
