fold,best_model,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,rbf_C0.1_g0.1,14.720812182741117,11.6751269035533,8.62944162436548,0.3605245322098158,0.5582082891727562
1,rbf_C0.1_g0.1,15.306122448979592,11.224489795918368,8.673469387755102,0.3983400232681537,0.5679167041265846
2,rbf_C0.1_g0.1,15.463917525773196,12.628865979381443,7.835051546391751,0.3755629695838081,0.5548673872564603
3,rbf_C0.1_gscale,9.793814432989691,8.505154639175258,8.453608247422679,0.2952457065659921,0.4590183477905445
