fold,best_model,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,rbf_C10.0_g0.01,13.6,9.6,7.36,0.4573809970747139,0.6018015267175573
1,rbf_C0.1_g0.1,8.8,6.8,5.76,0.45455350628885194,0.639264367816092
2,rbf_C10.0_gscale,19.51219512195122,12.195121951219512,7.967479674796747,0.5455671887926392,0.6286639877893032
3,rbf_C10.0_gscale,15.447154471544716,8.536585365853659,6.666666666666666,0.5435302234702577,0.644612653023082
