fold,max_features,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,0.3,10.152284263959391,6.598984771573604,5.685279187817258,0.5309795590616642,0.6742232386902437
1,0.3,7.142857142857143,7.653061224489796,6.020408163265306,0.545812910190153,0.7064809403937787
2,0.5,13.917525773195877,10.051546391752577,7.319587628865978,0.5571709089750077,0.6545313138652982
3,0.5,11.855670103092784,7.731958762886598,6.804123711340205,0.5395112273273478,0.6895011126754167
