fold,best_params,n_rounds,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,nl=63_lr=0.05_md=20_ff=1.0,36,13.6,9.6,6.88,0.637529424574194,0.7006412213740457
1,nl=15_lr=0.05_md=10_ff=1.0,45,8.0,6.8,4.16,0.5658381888920052,0.6690421455938698
2,nl=31_lr=0.1_md=20_ff=1.0,31,16.260162601626018,11.788617886178862,6.991869918699186,0.7024349198727053,0.767031118587048
3,nl=31_lr=0.1_md=50_ff=1.0,17,8.94308943089431,9.34959349593496,5.203252032520325,0.5896510192625195,0.6894526991246924
