fold,best_params,n_rounds,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,nl=15_lr=0.05_md=50_ff=1.0,92,20.754716981132074,12.264150943396226,9.811320754716979,0.7993654358389832,0.7808625336927224
1,nl=63_lr=0.05_md=50_ff=1.0,33,9.433962264150942,14.150943396226415,7.547169811320754,0.8168622906104404,0.8037735849056604
2,nl=31_lr=0.1_md=10_ff=1.0,27,23.076923076923077,17.307692307692307,10.384615384615385,0.8084457533402147,0.7618131868131868
3,nl=15_lr=0.1_md=20_ff=1.0,4,21.153846153846153,10.576923076923077,7.3076923076923075,0.7745934693056,0.7608516483516483
