fold,best_model,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,rbf_C10.0_gscale,13.20754716981132,8.49056603773585,7.547169811320754,0.4681794069427968,0.5005390835579515
1,rbf_C0.1_gscale,9.433962264150942,7.547169811320754,4.9056603773584895,0.5967319440102563,0.6107816711590297
2,rbf_C0.1_gscale,13.461538461538462,9.615384615384615,5.0,0.5852854109263841,0.5467032967032966
3,rbf_C1.0_g0.01,5.769230769230769,7.692307692307692,5.0,0.44263664689108123,0.5071428571428571
