fold,best_model,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,rbf_C1.0_g0.1,15.228426395939087,10.65989847715736,7.005076142131979,0.43187691793685923,0.6233837228761088
1,rbf_C1.0_g0.1,11.73469387755102,8.928571428571429,6.224489795918367,0.46803977530649643,0.6690360064730739
2,rbf_C10.0_g0.01,14.948453608247423,10.56701030927835,5.979381443298968,0.5128558030160164,0.6254541532313003
3,rbf_C10.0_gscale,12.371134020618557,9.278350515463918,6.391752577319587,0.46071887767638114,0.6307450383759481
