fold,max_features,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,0.3,12.8,14.8,9.28,0.3494034752214183,0.5001221374045801
1,0.2,14.4,12.0,9.12,0.34249617030241697,0.4582375478927203
2,0.2,17.88617886178862,14.634146341463415,9.268292682926829,0.3474630546179148,0.4810453851664953
3,0.2,9.75609756097561,8.94308943089431,8.455284552845528,0.33204822643348625,0.48602934305205125
