fold,best_model,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,rbf_C10.0_g0.01,14.4,10.4,8.64,0.3656996412241729,0.4954809160305344
1,rbf_C10.0_g0.1,9.6,7.6,6.24,0.4457977485937721,0.6315095785440613
2,rbf_C1.0_g0.01,10.56910569105691,13.008130081300813,9.91869918699187,0.31854561541041,0.465501666510918
3,rbf_C1.0_g0.01,6.504065040650406,9.34959349593496,7.967479674796747,0.2963203923441674,0.4569354888951188
