fold,best_params,n_rounds,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,nl=15_lr=0.1_md=50_ff=1.0,37,14.4,14.0,10.4,0.34329870991127787,0.5083969465648854
1,nl=63_lr=0.01_md=20_ff=1.0,150,11.2,10.4,8.96,0.31225238747051687,0.45845210727969354
2,nl=15_lr=0.01_md=10_ff=1.0,324,16.260162601626018,13.008130081300813,8.94308943089431,0.3336252916631275,0.46693455440301534
3,nl=63_lr=0.1_md=50_ff=1.0,15,14.634146341463415,10.975609756097562,8.780487804878048,0.35439182906431266,0.4951094913247983
