fold,best_C,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,0.1,9.644670050761421,6.345177664974619,4.16243654822335,0.4529074994375373,0.6040162882802477
1,0.1,8.16326530612245,5.357142857142858,5.0,0.45158761216460747,0.6236795378944529
2,0.01,10.824742268041238,9.278350515463918,6.082474226804123,0.4282152017635408,0.5820257504882147
3,0.01,7.216494845360825,5.927835051546392,4.948453608247422,0.4102170321042759,0.5890197102502384
