fold,best_C,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,0.1,5.660377358490566,6.60377358490566,7.547169811320754,0.38584986475587874,0.430188679245283
1,0.01,15.094339622641508,8.49056603773585,7.547169811320754,0.5066530793116554,0.5587601078167116
2,0.01,5.769230769230769,4.8076923076923075,6.9230769230769225,0.4762947506535264,0.5049450549450549
3,0.01,9.615384615384615,7.692307692307692,7.692307692307692,0.4853089233774898,0.5140109890109891
