fold,best_C,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,0.01,13.20754716981132,9.433962264150942,5.660377358490566,0.6099448497384358,0.6133423180592992
1,0.01,18.867924528301884,13.20754716981132,6.415094339622641,0.7223254092674589,0.7451482479784367
2,0.01,13.461538461538462,15.384615384615383,8.076923076923077,0.7610958379195483,0.7313186813186814
3,0.1,9.615384615384615,10.576923076923077,5.769230769230769,0.7530333124342483,0.7571428571428571
