fold,best_model,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,rbf_C10.0_gscale,11.320754716981131,8.49056603773585,6.415094339622641,0.5867093770436165,0.6393530997304582
1,rbf_C1.0_gscale,11.320754716981131,7.547169811320754,6.792452830188679,0.7960404688280346,0.8099730458221024
2,rbf_C0.1_gscale,11.538461538461538,9.615384615384615,6.538461538461538,0.8064306248282735,0.7725274725274726
3,rbf_C1.0_gscale,7.692307692307692,6.730769230769231,4.230769230769231,0.7516577993751659,0.7623626373626374
