fold,best_C,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,0.01,8.8,6.4,3.68,0.5126200540945669,0.6207022900763359
1,0.1,7.2,7.2,4.16,0.5532549664128359,0.637823754789272
2,0.01,14.634146341463415,9.75609756097561,6.178861788617886,0.6401696713745174,0.7120206834252252
3,0.1,8.94308943089431,6.097560975609756,4.390243902439024,0.5815179404943086,0.6576643927358813
