fold,max_features,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,0.5,14.720812182741117,12.944162436548224,11.47208121827411,0.2998814253877503,0.5102526914709656
1,0.2,17.346938775510203,15.561224489795919,11.428571428571427,0.3511803021870716,0.5301177739818395
2,0.3,13.917525773195877,13.144329896907216,9.484536082474225,0.2871528663094768,0.4547152459239747
3,0.2,16.494845360824744,12.88659793814433,10.92783505154639,0.31461535600537105,0.5046664244516099
