fold,max_features,lift_1pct,lift_2pct,lift_5pct,pr_auc,roc_auc
0,0.3,13.6,8.4,6.08,0.6238963957589082,0.693648854961832
1,0.2,8.8,7.6,5.12,0.6453556744060579,0.7382681992337163
2,0.2,13.821138211382115,11.382113821138212,6.666666666666666,0.6804298228568766,0.7271283057658162
3,0.3,11.382113821138212,7.317073170731708,5.528455284552845,0.6118593919080292,0.7105566457963431
