fold,copertura_marginale,copertura_classe1,copertura_classe0,ampiezza_media,frac_singleton,frac_ambiguo,frac_vuoto,n1_test,n0_test
0,0.9838709677419355,1.0,0.9714285714285714,1.9193548387096775,0.08064516129032258,0.9193548387096774,0.0,27,35
1,0.9516129032258065,1.0,0.9166666666666666,1.8548387096774193,0.14516129032258066,0.8548387096774194,0.0,26,36
2,0.9344262295081968,1.0,0.8787878787878788,1.819672131147541,0.18032786885245902,0.819672131147541,0.0,28,33
3,0.9180327868852459,0.782608695652174,1.0,1.7704918032786885,0.22950819672131148,0.7704918032786885,0.0,23,38
mean_oof,0.9469857218402962,0.9456521739130435,0.9417207792207792,1.8410893707033316,0.15891062929666844,0.8410893707033316,0.0,104,142
