fold,lift1_pi0.02,wd_pi0.02,prauc_pi0.02,rocauc_pi0.02
0,0.0,0.004641588833612777,0.48857733072574994,0.5956873315363882
1,7.547169811320754,0.00021544346900318823,0.4577170298385802,0.49838274932614557
2,0.0,2.154434690031882,0.4608011591089137,0.6027472527472527
3,0.0,0.1,0.43259354364208114,0.5222527472527473
